Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter VI Diseases of the nervous system,Epilepsy,ACE2,Angiotensin-converting enzyme 2,25810,280,2.28 [1.97-2.64],1.3027719318383135e-28
Chapter VI Diseases of the nervous system,Epilepsy,ACVRL1,Serine/threonine-protein kinase receptor R3,26065,284,2.54 [1.71-3.79],4.105456228942962e-06
Chapter VI Diseases of the nervous system,Epilepsy,ADA2,Adenosine deaminase 2,26116,284,1.75 [1.39-2.21],2.4429271852480174e-06
Chapter VI Diseases of the nervous system,Epilepsy,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,22816,246,2.27 [1.63-3.17],1.3778467504798077e-06
Chapter VI Diseases of the nervous system,Epilepsy,AMBP,Protein AMBP,26469,290,5.10 [3.20-8.11],6.150606565522721e-12
Chapter VI Diseases of the nervous system,Epilepsy,ANGPT2,Angiopoietin-2,26504,290,1.87 [1.45-2.40],1.0805014313868917e-06
Chapter VI Diseases of the nervous system,Epilepsy,AREG,Amphiregulin,26173,286,1.55 [1.29-1.86],2.404374417289635e-06
Chapter VI Diseases of the nervous system,Epilepsy,ATRAID,All-trans retinoic acid-induced differentiation factor,22816,246,1.65 [1.38-1.97],3.7447551655143984e-08
Chapter VI Diseases of the nervous system,Epilepsy,BSG,Basigin,26499,287,3.24 [1.94-5.40],6.942050239009768e-06
Chapter VI Diseases of the nervous system,Epilepsy,BTN2A1,Butyrophilin subfamily 2 member A1,26408,287,3.07 [2.14-4.40],1.194322360543029e-09
Chapter VI Diseases of the nervous system,Epilepsy,CA12,Carbonic anhydrase 12,26173,286,2.31 [1.85-2.88],9.315954835882049e-14
Chapter VI Diseases of the nervous system,Epilepsy,CD14,Monocyte differentiation antigen CD14,25720,279,1.87 [1.51-2.32],1.2186647568277336e-08
Chapter VI Diseases of the nervous system,Epilepsy,CD27,CD27 antigen,26372,286,2.00 [1.59-2.52],3.047791799157892e-09
Chapter VI Diseases of the nervous system,Epilepsy,CD276,CD276 antigen,26279,287,2.05 [1.53-2.75],1.5395610923049271e-06
Chapter VI Diseases of the nervous system,Epilepsy,CD300A,CMRF35-like molecule 8,22447,241,2.56 [1.71-3.82],4.50769235599605e-06
Chapter VI Diseases of the nervous system,Epilepsy,CD302,CD302 antigen,26173,286,2.97 [2.24-3.94],4.0992660908749655e-14
Chapter VI Diseases of the nervous system,Epilepsy,CD74,HLA class II histocompatibility antigen gamma chain,26507,288,2.01 [1.53-2.64],5.415250222615111e-07
Chapter VI Diseases of the nervous system,Epilepsy,CD79B,B-cell antigen receptor complex-associated protein beta chain,26543,287,1.69 [1.38-2.08],3.7788838638549764e-07
Chapter VI Diseases of the nervous system,Epilepsy,CD80,T-lymphocyte activation antigen CD80,22941,250,2.31 [1.71-3.12],5.2206075453074825e-08
Chapter VI Diseases of the nervous system,Epilepsy,CD83,CD83 antigen,26233,284,2.00 [1.50-2.66],2.409480608453984e-06
Chapter VI Diseases of the nervous system,Epilepsy,CDHR5,Cadherin-related family member 5,26282,285,0.51 [0.40-0.65],4.1750903363768735e-08
Chapter VI Diseases of the nervous system,Epilepsy,CFHR5,Complement factor H-related protein 5,22642,239,2.05 [1.50-2.78],4.992273678075384e-06
Chapter VI Diseases of the nervous system,Epilepsy,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",22886,249,1.82 [1.41-2.34],3.645538556258128e-06
Chapter VI Diseases of the nervous system,Epilepsy,CHI3L1,Chitinase-3-like protein 1,25689,280,1.36 [1.20-1.54],1.184929869496402e-06
Chapter VI Diseases of the nervous system,Epilepsy,CKAP4,Cytoskeleton-associated protein 4,26413,285,2.82 [2.09-3.80],1.0311722729568449e-11
Chapter VI Diseases of the nervous system,Epilepsy,CKB,Creatine kinase B-type,22932,250,1.71 [1.41-2.09],8.472003473952784e-08
Chapter VI Diseases of the nervous system,Epilepsy,COL4A1,Collagen alpha-1(IV) chain,26282,285,1.85 [1.45-2.37],1.0077675674598932e-06
Chapter VI Diseases of the nervous system,Epilepsy,COL6A3,Collagen alpha-3(VI) chain,26603,287,2.25 [1.73-2.92],1.300895214902511e-09
Chapter VI Diseases of the nervous system,Epilepsy,COLEC12,Collectin-12,26279,287,2.81 [1.92-4.10],9.372878396922716e-08
