Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Duodenal ulcer,CD74,HLA class II histocompatibility antigen gamma chain,21072,132,2.54 [1.70-3.79],5.54043798511999e-06
Chapter XI Diseases of the digestive system,Duodenal ulcer,CHGA,Chromogranin-A,18223,119,1.86 [1.62-2.13],7.369477848886291e-19
Chapter XI Diseases of the digestive system,Duodenal ulcer,EFNA4,Ephrin-A4,20721,131,2.42 [1.65-3.55],6.186024740734572e-06
Chapter XI Diseases of the digestive system,Duodenal ulcer,GAST,Gastrin,18211,120,1.45 [1.31-1.61],5.934991525695751e-13
Chapter XI Diseases of the digestive system,Duodenal ulcer,GDF15,Growth/differentiation factor 15,21140,133,1.94 [1.58-2.40],5.25996868649862e-10
Chapter XI Diseases of the digestive system,Duodenal ulcer,PGA4,Pepsin A-4,18243,119,2.29 [1.81-2.90],3.938334347590124e-12
Chapter XI Diseases of the digestive system,Duodenal ulcer,RNASET2,Ribonuclease T2,21046,133,2.89 [1.90-4.39],7.46627424108755e-07
Chapter XI Diseases of the digestive system,Duodenal ulcer,TFF2,Trefoil factor 2,20949,132,1.80 [1.43-2.26],4.1347427147426586e-07
Chapter XI Diseases of the digestive system,Duodenal ulcer,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,20757,131,2.29 [1.73-3.02],4.908037766936189e-09
Chapter XI Diseases of the digestive system,Duodenal ulcer,VSIG2,V-set and immunoglobulin domain-containing protein 2,18139,117,2.43 [1.91-3.08],2.504108239055514e-13
