Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ACE2,Angiotensin-converting enzyme 2,20412,1997,1.34 [1.25-1.44],2.222444969046952e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ACHE,Acetylcholinesterase,17730,1726,0.68 [0.59-0.79],3.825837533330623e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18034,1757,1.42 [1.22-1.65],3.9867318493669365e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,20857,2034,0.73 [0.67-0.80],4.389194434644358e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ADM,Pro-adrenomedullin,20958,2037,1.55 [1.33-1.81],2.0496112347549824e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,AGR2,Anterior gradient protein 2 homolog,20111,1953,1.16 [1.12-1.21],8.955925468893696e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,AGRN,Agrin,20882,2034,1.37 [1.22-1.54],6.969485780128098e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",20712,2022,1.13 [1.07-1.19],9.930214519167165e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,AMBP,Protein AMBP,20931,2033,2.61 [2.15-3.16],1.1047916769615461e-22
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ANGPTL1,Angiopoietin-related protein 1,20522,2000,1.37 [1.19-1.56],6.371009417355162e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other specified/unspecified arthritis,ANXA10,Annexin A10,20300,1977,1.17 [1.12-1.22],9.217940641243495e-12
