Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0022407,GO:0022407,regulation of cell-cell adhesion,67/453,456/18800,1.92212951882918e-33,1.0831199838602499e-29,6.52917048132819e-30,ADAM8/B2M/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD74/CD80/CD83/CDH1/CEACAM6/CR1/CX3CL1/CXCL13/EPO/FGA/FGL1/FSTL3/HAVCR2/HLA-E/IFNL1/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL1RN/IL2RA/IL4R/IL6/IL6ST/LAG3/LGALS1/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/NOTCH1/PDCD1LG2/PLAUR/SELE/SIRPB1/SLAMF1/SPINT2/TFRC/TGFB1/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/VCAM1/VEGFA/VSIG4/XCL1,67
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,60/453,381/18800,1.1397545002318801e-31,2.14083886960221e-28,1.29052202535027e-28,ADAM8/B2M/CCL21/CCL25/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD74/CD80/CD83/CR1/EPO/FGL1/GCNT1/HAVCR2/HLA-E/ICAM1/IFNL1/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/ITGA5/JAM2/LAG3/LGALS1/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/PDCD1LG2/SELE/SIRPB1/SLAMF1/TFRC/TGFBR2/THY1/TIGIT/TNF/TNFRSF14/TNFRSF21/TNFSF13B/UMOD/VCAM1/VSIG4/XCL1,60
GO:0050900,GO:0050900,leukocyte migration,58/453,384/18800,1.25099971168571e-29,1.4098766750698e-26,8.498896988652199e-27,ADAM8/B4GALT1/BSG/CALCA/CCL14/CCL15/CCL16/CCL18/CCL20/CCL21/CCL25/CCL3/CCL7/CCN3/CD300A/CD74/CD99/CD99L2/CHGA/CSF1/CSF1R/CX3CL1/CXADR/CXCL10/CXCL13/CXCL16/CXCL17/CXCL9/EDN1/FLT1/GAS6/GCNT1/ICAM1/IL1R1/IL6/JAM2/LGALS9/LGMN/MDK/NBL1/PGF/PRTN3/PTN/RARRES2/SCG2/SELE/SLAMF1/SLAMF8/THY1/TNF/TNFRSF11A/TNFRSF14/TREM2/UMOD/VCAM1/VEGFA/XCL1/XG,58
GO:0050863,GO:0050863,regulation of T cell activation,54/453,342/18800,1.32959657745608e-28,1.07032524485214e-25,6.45204233902371e-26,ADAM8/B2M/CCL21/CD160/CD27/CD274/CD276/CD28/CD300A/CD4/CD46/CD5/CD55/CD74/CD80/CD83/CR1/EPO/FGL1/HAVCR2/HLA-E/IFNL1/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/LAG3/LGALS1/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/PDCD1LG2/SIRPB1/SLAMF1/TFRC/TGFBR2/THY1/TIGIT/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,54
GO:0050867,GO:0050867,positive regulation of cell activation,60/453,436/18800,2.22277388322198e-28,1.56566635399448e-25,9.43801489625964e-26,ACTA2/ADAM8/B2M/CCL21/CCL3/CD160/CD27/CD274/CD276/CD28/CD38/CD4/CD46/CD5/CD55/CD74/CD80/CD83/CLEC4D/CLEC7A/CR1/EPO/GAS6/HAVCR1/HAVCR2/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL15RA/IL18/IL1RL1/IL2RA/IL4R/IL6/IL6ST/LGALS1/LGALS9/LILRA5/LILRB1/LILRB2/LILRB4/MDK/NECTIN2/PDCD1LG2/SIRPB1/SLAMF1/TFRC/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF13/TNFSF13B/TREM2/VCAM1/XCL1,60
GO:0050870,GO:0050870,positive regulation of T cell activation,44/453,223/18800,1.36021409895243e-27,6.96800586145176e-25,4.200393203176541e-25,ADAM8/B2M/CCL21/CD160/CD27/CD274/CD276/CD28/CD4/CD46/CD5/CD55/CD74/CD80/CD83/CR1/EPO/HAVCR2/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/LGALS1/LGALS9/LILRB1/LILRB2/LILRB4/MDK/PDCD1LG2/SIRPB1/SLAMF1/TFRC/TGFBR2/THY1/TNFRSF14/TNFSF13B/VCAM1/XCL1,44
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,62/453,486/18800,1.8673750725722998e-27,8.094352718419141e-25,4.87936790217878e-25,CCL14/CCL15/CCL16/CCL18/CCL20/CCL21/CCL25/CCL3/CCL7/CD300LF/CD4/CD74/CSF1/CSF1R/CX3CL1/CXCL10/CXCL13/CXCL9/EDA2R/EDN1/EPO/F3/FAS/GAS6/IFNGR1/IL10RB/IL12B/IL12RB1/IL15/IL15RA/IL18/IL18R1/IL1R1/IL1RL1/IL1RN/IL2RA/IL4R/IL6/IL6ST/KRT18/LIFR/LILRA5/LILRB1/LILRB2/LILRB4/MMP12/NOTCH1/OSMR/ROBO1/TFF2/TNF/TNFRSF11A/TNFRSF14/TNFRSF17/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B/TREM2/XCL1/YAP1,62
GO:0070663,GO:0070663,regulation of leukocyte proliferation,45/453,254/18800,4.03492502066181e-26,1.62405732081638e-23,9.790002286974171e-24,BST2/CD274/CD276/CD28/CD300A/CD38/CD46/CD55/CD74/CD80/CR1/CSF1/CSF1R/EPO/HAVCR2/HLA-E/IGFBP2/IL12B/IL12RB1/IL15/IL18/IL2RA/IL6/IL6ST/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MZB1/PDCD1LG2/SLAMF1/ST6GAL1/TFRC/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/XCL1,45
GO:0002683,GO:0002683,negative regulation of immune system process,55/453,425/18800,1.02924805290734e-24,3.6193236364895497e-22,2.18176946246706e-22,AMBP/BST2/CCL21/CCL25/CCL3/CCN3/CD160/CD274/CD300A/CD300LF/CD46/CD55/CD59/CD74/CD80/CR1/CX3CL1/FCRLB/FGL1/FSTL3/GRN/HAVCR2/HLA-E/IFNL1/IL12B/IL1RL1/IL2RA/IL4R/LAG3/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/MERTK/MILR1/MMP12/NBL1/PDCD1/PDCD1LG2/PGLYRP1/SFRP1/SLAMF1/SLAMF8/TGFB1/THY1/TIGIT/TNF/TNFRSF13B/TNFRSF14/TNFRSF21/TREM2/VSIG4/XCL1,55
GO:0032103,GO:0032103,positive regulation of response to external stimulus,56/453,442/18800,1.09189887879898e-24,3.6193236364895497e-22,2.18176946246706e-22,ADAM8/CCL21/CCL3/CCL7/CCN4/CD160/CD28/CD74/CLEC6A/CLEC7A/CSF1/CSF1R/CX3CL1/CXCL10/CXCL13/CXCL17/EDN1/F3/FABP4/GAS6/GRN/HAVCR2/HLA-E/IGF1R/IL12B/IL15/IL18/IL1RL1/IL6/IL6ST/LAG3/LGALS1/LGALS9/LGMN/LILRA5/LY96/MDK/MMP12/NECTIN2/NRP1/OSMR/PGF/PTN/RARRES2/SCARF1/SCG2/SLAMF1/SMOC2/TGFB1/THBD/TNF/TNFRSF11A/TNFRSF1A/TREM2/VEGFA/XCL1,56
