Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0022409,GO:0022409,positive regulation of cell-cell adhesion,28/182,291/18800,4.6976203270291803e-20,1.6906735556978002e-16,1.08243062061757e-16,ADAM8/B2M/CCL21/CD27/CD274/CD276/CD4/CD74/CD80/CD83/CXCL13/EPO/FSTL3/HAVCR2/HLA-E/IGFBP2/IL2RA/IL4R/IL6/LGALS9/LILRB4/PLAUR/SIRPB1/TGFBR2/TNF/TNFRSF14/TNFSF13B/VCAM1,28
GO:0070663,GO:0070663,regulation of leukocyte proliferation,26/182,254/18800,2.35723455514635e-19,4.2418435819858497e-16,2.71578233748176e-16,BST2/CD274/CD276/CD300A/CD74/CD80/CSF1/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL6/LGALS9/LILRB4/MAD1L1/MZB1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1/VSIG4,26
GO:0050870,GO:0050870,positive regulation of T cell activation,24/182,223/18800,1.9270489256021e-18,1.3870898166483902e-15,8.88065283819577e-16,ADAM8/B2M/CCL21/CD27/CD274/CD276/CD4/CD74/CD80/CD83/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL4R/IL6/LGALS9/LILRB4/SIRPB1/TGFBR2/TNFRSF14/TNFSF13B/VCAM1,24
GO:0050867,GO:0050867,positive regulation of cell activation,31/182,436/18800,2.7729208216383597e-18,1.6632903395127401e-15,1.0648988909765601e-15,ADAM8/B2M/CCL21/CD27/CD274/CD276/CD4/CD74/CD80/CD83/CLEC4D/EPO/HAVCR1/HAVCR2/HLA-E/IGFBP2/IGLC2/IL2RA/IL4R/IL6/LGALS9/LILRA5/LILRB4/NECTIN2/SIRPB1/TGFBR2/TNF/TNFRSF14/TNFRSF4/TNFSF13B/VCAM1,31
GO:0050863,GO:0050863,regulation of T cell activation,28/182,342/18800,3.52150646959375e-18,1.81055739772399e-15,1.1591846108181501e-15,ADAM8/B2M/CCL21/CD27/CD274/CD276/CD300A/CD4/CD74/CD80/CD83/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL4R/IL6/LGALS9/LILRB4/MAD1L1/SIRPB1/TGFBR2/TNFRSF14/TNFRSF1B/TNFSF13B/VCAM1/VSIG4,28
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,29/182,381/18800,6.08559461385754e-18,2.4335616683637003e-15,1.5580545742379102e-15,ADAM8/B2M/CCL21/CD27/CD274/CD276/CD300A/CD4/CD74/CD80/CD83/EPO/HAVCR2/HLA-E/ICAM1/IGFBP2/IL2RA/IL4R/IL6/LGALS9/LILRB4/MAD1L1/SIRPB1/TGFBR2/TNF/TNFRSF14/TNFSF13B/VCAM1/VSIG4,29
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,23/182,230/18800,5.36388983170284e-17,1.60871995869154e-14,1.02996095101733e-14,CD274/CD276/CD300A/CD74/CD80/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL6/LGALS9/LILRB4/MAD1L1/MZB1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1/VSIG4,23
GO:0070661,GO:0070661,leukocyte proliferation,26/182,330/18800,1.57117203896035e-16,4.32442223493919e-14,2.7686521906032e-14,BST2/CD274/CD276/CD300A/CD74/CD80/CSF1/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL6/LGALS9/LILRB4/MAD1L1/MZB1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1/VSIG4,26
GO:0032943,GO:0032943,mononuclear cell proliferation,25/182,300/18800,1.68218703220752e-16,4.32442223493919e-14,2.7686521906032e-14,CD274/CD276/CD300A/CD74/CD80/CSF1/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL6/LGALS9/LILRB4/MAD1L1/MZB1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1/VSIG4,25
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,29/182,486/18800,3.86991306258648e-15,8.19283359544043e-13,5.245349655728669e-13,CCL15/CCL17/CCL20/CCL21/CD4/CD74/CSF1/CXCL13/CXCL9/EDA2R/EPO/FAS/IL10RB/IL18R1/IL1R1/IL2RA/IL4R/IL6/LILRA5/LILRB4/MMP12/TFF2/TNF/TNFRSF11A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B,29
GO:0046651,GO:0046651,lymphocyte proliferation,23/182,296/18800,1.33970851699374e-14,2.67867275147804e-12,1.7149835928066099e-12,CD274/CD276/CD300A/CD74/CD80/EPO/HAVCR2/HLA-E/IGFBP2/IL2RA/IL6/LGALS9/LILRB4/MAD1L1/MZB1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1/VSIG4,23
GO:0002697,GO:0002697,regulation of immune effector process,24/182,353/18800,6.60416042307426e-14,1.13182730298306e-11,7.246369506821829e-12,B2M/BST2/CD300A/CD74/CD80/GRN/HAVCR2/HLA-E/ICAM1/IL18R1/IL1R1/IL4R/IL6/LGALS9/LILRB4/MZB1/NECTIN2/PGLYRP1/SPON2/TNF/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,24
GO:0002819,GO:0002819,regulation of adaptive immune response,18/182,188/18800,3.32273032283176e-13,4.9827110132798e-11,3.19011257749067e-11,B2M/CD274/CD4/CD48/CD80/CLEC6A/HAVCR2/HLA-E/IL18R1/IL1R1/IL4R/IL6/LILRB4/NECTIN2/TNF/TNFRSF14/TNFRSF1B/TNFSF13B,18
GO:1903131,GO:1903131,mononuclear cell differentiation,25/182,433/18800,7.54254370384203e-13,1.0440621073126001e-10,6.684464845226809e-11,ADAM8/B2M/CD27/CD4/CD74/CD79B/CD80/CD83/CLEC4D/CSF1/CTSL/DLL1/IL18R1/IL2RA/IL4R/IL6/LGALS9/LILRB4/LTBR/LY6D/LY9/PGLYRP1/TGFBR2/TNFSF13B/VCAM1,25
GO:0001819,GO:0001819,positive regulation of cytokine production,26/182,475/18800,8.55151731372743e-13,1.13988558563352e-10,7.297961559356469e-11,ADAM8/B2M/CD274/CD276/CD4/CD74/CD80/CD83/CHI3L1/CLEC6A/HAVCR2/HGF/HLA-E/IL18R1/IL1R1/IL4R/IL6/LGALS9/LILRA5/LY9/LY96/MMP12/SPON2/TNF/TNFRSF14/TNFRSF8,26
GO:0002460,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,23/182,370/18800,1.47571403425091e-12,1.89681957473894e-10,1.21441278984032e-10,B2M/CD27/CD274/CD4/CD74/CD80/CLEC6A/CXCL13/HAVCR2/HLA-E/ICAM1/IGLC2/IL18BP/IL18R1/IL1R1/IL4R/IL6/LILRB4/LY9/NECTIN2/TNF/TNFRSF1B/TNFSF13B,23
GO:0043410,GO:0043410,positive regulation of MAPK cascade,26/182,491/18800,1.8169479525404099e-12,2.25489506248032e-10,1.44366572345225e-10,ADAM8/CCL15/CCL17/CCL20/CCL21/CD27/CD4/CD74/CDH2/CHI3L1/EDA2R/EFNA1/EPO/FGF23/GDF15/HAVCR2/HGF/ICAM1/IGFBP4/IL6/LGALS9/LILRA5/LTBR/TGFA/TNF/TNFRSF11A,26
GO:0046718,GO:0046718,viral entry into host cell,15/182,146/18800,1.20941408648487e-11,1.34060078393087e-09,8.58301316454769e-10,CD4/CD74/CD80/CTSL/EPHA2/HAVCR1/ICAM1/LGALS9/MRC1/NECTIN2/NECTIN4/SCARB2/SIGLEC1/TNFRSF14/TNFRSF4,15
GO:0050900,GO:0050900,leukocyte migration,22/182,384/18800,2.3165129781827597e-11,2.3820372024227902e-09,1.5250667396216802e-09,ADAM8/CALCA/CCL15/CCL17/CCL20/CCL21/CCN3/CD300A/CD74/CSF1/CXCL13/CXCL9/ICAM1/IL1R1/IL6/LGALS9/NBL1/PGF/TNF/TNFRSF11A/TNFRSF14/VCAM1,22
GO:0071887,GO:0071887,leukocyte apoptotic process,13/182,109/18800,4.4382488126155694e-11,4.317096615298221e-09,2.7639620628209e-09,ADAM8/CCL21/CD27/CD274/CD74/CTSL/EFNA1/FAS/IL2RA/IL6/LGALS9/PDCD1/ST6GAL1,13
GO:0002700,GO:0002700,regulation of production of molecular mediator of immune response,15/182,167/18800,8.38373479262537e-11,7.58677556159254e-09,4.85732928864044e-09,B2M/BST2/CD74/HLA-E/IL18R1/IL1R1/IL4R/IL6/LILRB4/MZB1/SPON2/TNF/TNFRSF14/TNFRSF1B/TNFRSF4,15
GO:0050730,GO:0050730,regulation of peptidyl-tyrosine phosphorylation,18/182,261/18800,8.43209287201172e-11,7.58677556159254e-09,4.85732928864044e-09,AREG/CD300A/CD4/CD74/CD80/CLEC6A/EFNA1/EPO/GFRA1/HGF/IL6/LILRA5/LILRB4/SPINK1/TGFA/TNF/TNFRSF14/TNFRSF1A,18
GO:0002367,GO:0002367,cytokine production involved in immune response,12/182,100/18800,2.35733345020697e-10,1.76750897651977e-08,1.13162344791734e-08,B2M/BST2/CD74/HLA-E/IL18R1/IL1R1/IL6/LILRB4/SPON2/TNF/TNFRSF14/TNFRSF1B,12
GO:0060326,GO:0060326,cell chemotaxis,19/182,315/18800,2.43918371891249e-10,1.79155555191144e-08,1.14701893892577e-08,ADAM8/CALCA/CCL15/CCL17/CCL20/CCL21/CCN3/CD74/CSF1/CXCL13/CXCL9/EPHA2/HGF/IL6/LGALS9/NBL1/PGF/TNFRSF11A/VCAM1,19
GO:0034612,GO:0034612,response to tumor necrosis factor,17/182,249/18800,3.3802545535052103e-10,2.43310722761305e-08,1.55776362476272e-08,CALCA/CCL15/CCL17/CCL20/CCL21/CHI3L1/EDA2R/FAS/IL18BP/TNF/TNFRSF11A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B/VCAM1,17
GO:0050866,GO:0050866,negative regulation of cell activation,16/182,216/18800,3.45993988482791e-10,2.44163208735209e-08,1.56322154961575e-08,CD274/CD300A/CD74/CD80/GRN/HAVCR2/IL2RA/IL4R/LGALS9/LILRB4/MAD1L1/NOS3/PGLYRP1/TNFRSF13B/TNFRSF14/VSIG4,16
GO:0002685,GO:0002685,regulation of leukocyte migration,16/182,218/18800,3.9642061481496e-10,2.74368806292123e-08,1.75660875674078e-08,ADAM8/CCL20/CCL21/CCN3/CD300A/CD74/CSF1/CXCL13/ICAM1/IL1R1/IL6/LGALS9/NBL1/PGF/TNF/TNFRSF14,16
GO:0042742,GO:0042742,defense response to bacterium,20/182,364/18800,4.15292365032433e-10,2.82007022972024e-08,1.80551139435153e-08,CCL20/CD4/CLEC4D/COLEC12/CXCL13/EPHA2/GRN/HAVCR2/HLA-E/IGLC2/IL6/LCN2/PGLYRP1/PRG2/SPON2/TNF/TNFRSF14/TNFRSF1A/WFDC12/WFDC2,20
GO:0002507,GO:0002507,tolerance induction,8/182,31/18800,4.31231114200488e-10,2.86179272510521e-08,1.83222365138132e-08,CD274/HAVCR2/HLA-E/IL2RA/LGALS9/LILRB4/PDCD1/TGFBR2,8
GO:0046631,GO:0046631,alpha-beta T cell activation,14/182,158/18800,4.3733981628448603e-10,2.86179272510521e-08,1.83222365138132e-08,CD274/CD300A/CD80/CD83/CTSL/HLA-E/IL18R1/IL4R/IL6/LGALS9/LILRB4/LY9/TGFBR2/TNFRSF14,14
GO:0002274,GO:0002274,myeloid leukocyte activation,16/182,232/18800,9.88124903864904e-10,5.73590569195127e-08,3.67233516903273e-08,CD300A/CD74/CLEC4D/CSF1/GRN/HAVCR1/HAVCR2/IL4R/IL6/LGALS9/LILRB4/LTBR/NECTIN2/TGFBR2/TNF/VSIG4,16
GO:0002237,GO:0002237,response to molecule of bacterial origin,19/182,354/18800,1.7217055633823402e-09,9.24838555613887e-08,5.9211523617344e-08,ADM/B2M/CD274/CD80/CXCL13/CXCL9/EPO/HAVCR2/IL18BP/IL6/LGALS9/LY96/MRC1/NOS3/SPON2/TNF/TNFRSF11A/TNFRSF1B/VCAM1,19
GO:0019058,GO:0019058,viral life cycle,18/182,317/18800,1.9453899419021103e-09,1.02962623542731e-07,6.59204114988191e-08,BST2/CD4/CD74/CD80/CTSL/EPHA2/HAVCR1/ICAM1/LAMP3/LGALS9/MRC1/NECTIN2/NECTIN4/SCARB2/SIGLEC1/TNF/TNFRSF14/TNFRSF4,18
GO:0010951,GO:0010951,negative regulation of endopeptidase activity,16/182,251/18800,3.0928491769442805e-09,1.56776960391866e-07,1.00374304645382e-07,BST2/CD27/COL6A3/CRIM1/CST3/CSTB/HGF/ITIH3/LAMP3/PLAUR/SPINK1/SPINT1/TIMP1/TNF/WFDC12/WFDC2,16
