Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,17/125,233/18800,2.61098948604549e-13,8.12801027005961e-10,5.18899805226725e-10,CD300A/CD46/CD55/CD74/CSF1/HAVCR2/HLA-E/IL2RA/IL6/LGALS9/ST6GAL1/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/VSIG4,17
GO:0070661,GO:0070661,leukocyte proliferation,18/125,330/18800,6.90931499837947e-12,7.1695658633184305e-09,4.577118146294891e-09,CD300A/CD46/CD55/CD74/CSF1/HAVCR2/HLA-E/IL2RA/IL6/LGALS9/ST6GAL1/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TREM2/VSIG4,18
GO:0046718,GO:0046718,viral entry into host cell,13/125,146/18800,1.58258556543579e-11,9.853177730403241e-09,6.290361152721631e-09,BSG/CD46/CD55/CD74/CTSL/EPHA2/LGALS1/LGALS9/NECTIN2/NECTIN4/SCARB2/TNFRSF14/TNFRSF4,13
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,15/125,230/18800,3.5912575123757595e-11,1.58020321327634e-08,1.00881656437883e-08,CD300A/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/VSIG4,15
GO:0002274,GO:0002274,myeloid leukocyte activation,15/125,232/18800,4.0609141362707096e-11,1.58020321327634e-08,1.00881656437883e-08,CD300A/CD74/CD93/CHGA/CSF1/HAVCR2/IFNGR1/IL6/LGALS9/LTBR/NECTIN2/PTGDS/TGFBR2/TREM2/VSIG4,15
GO:0050900,GO:0050900,leukocyte migration,17/125,384/18800,7.0564509574018e-10,1.68974860233783e-07,1.07875136903438e-07,BSG/CCL14/CCN3/CD300A/CD74/CHGA/CSF1/CXCL16/CXCL17/IL6/JAM2/LGALS9/NBL1/PGF/TNFRSF11A/TNFRSF14/TREM2,17
GO:0042098,GO:0042098,T cell proliferation,13/125,204/18800,1.0401492831845702e-09,2.18027687072064e-07,1.39190922005193e-07,CD46/CD55/HAVCR2/HLA-E/IL2RA/IL6/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/VSIG4,13
GO:0050863,GO:0050863,regulation of T cell activation,16/125,342/18800,1.0505670755158901e-09,2.18027687072064e-07,1.39190922005193e-07,CD27/CD300A/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF21/VSIG4,16
GO:0071887,GO:0071887,leukocyte apoptotic process,10/125,109/18800,2.8705126622030104e-09,4.96439217635443e-07,3.16931456505221e-07,CD27/CD74/CTSL/EFNA1/FAS/IL2RA/IL6/LGALS9/ST6GAL1/TNFRSF21,10
GO:0002683,GO:0002683,negative regulation of immune system process,17/125,425/18800,3.2709718953430804e-09,5.35922921589632e-07,3.42138223734501e-07,AMBP/CCN3/CD300A/CD46/CD55/CD59/CD74/FSTL3/HAVCR2/HLA-E/IL2RA/LGALS9/NBL1/TNFRSF14/TNFRSF21/TREM2/VSIG4,17
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,18/125,486/18800,3.6370837623650804e-09,5.66112087612125e-07,3.61411270702383e-07,CCL14/CD74/CSF1/EDA2R/FAS/IFNGR1/IL10RB/IL2RA/IL6/TFF2/TNFRSF11A/TNFRSF14/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF4/TREM2/YAP1,18
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,16/125,381/18800,4.94512077008051e-09,6.99734588966392e-07,4.46717129852249e-07,CD27/CD300A/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/JAM2/LGALS1/LGALS9/TGFBR2/TNFRSF14/TNFRSF21/VSIG4,16
GO:0030595,GO:0030595,leukocyte chemotaxis,13/125,236/18800,6.1055655331539e-09,8.26375021943831e-07,5.27565571011193e-07,BSG/CCL14/CCN3/CD74/CHGA/CSF1/CXCL16/CXCL17/IL6/LGALS9/NBL1/PGF/TNFRSF11A,13
GO:0022409,GO:0022409,positive regulation of cell-cell adhesion,14/125,291/18800,8.73265323835669e-09,1.12076908168673e-06,7.15509502163948e-07,CD27/CD46/CD55/CD74/FSTL3/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/PLAUR/TGFBR2/TNFRSF14,14
GO:0022407,GO:0022407,regulation of cell-cell adhesion,17/125,456/18800,9.32981856927581e-09,1.12076908168673e-06,7.15509502163948e-07,CD27/CD300A/CD46/CD55/CD74/FSTL3/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/PLAUR/TGFBR2/TNFRSF14/TNFRSF21/VSIG4,17
GO:1903037,GO:1903037,regulation of leukocyte cell-cell adhesion,15/125,344/18800,9.360744016657581e-09,1.12076908168673e-06,7.15509502163948e-07,CD27/CD300A/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/TGFBR2/TNFRSF14/TNFRSF21/VSIG4,15
GO:0034612,GO:0034612,response to tumor necrosis factor,13/125,249/18800,1.16078036893245e-08,1.3383367735136e-06,8.54406758886731e-07,CCL14/CXCL16/EDA2R/FABP4/FAS/IL18BP/TNFRSF11A/TNFRSF14/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF21/TNFRSF4,13
GO:0002685,GO:0002685,regulation of leukocyte migration,12/125,218/18800,2.43415382564402e-08,2.52584028640995e-06,1.61252014835646e-06,CCN3/CD300A/CD74/CSF1/CXCL17/IL6/JAM2/LGALS9/NBL1/PGF/TNFRSF14/TREM2,12
GO:0019058,GO:0019058,viral life cycle,14/125,317/18800,2.5710263697409e-08,2.58180809322691e-06,1.64825052158602e-06,BSG/CD46/CD55/CD74/CTSL/EPHA2/LAMP3/LGALS1/LGALS9/NECTIN2/NECTIN4/SCARB2/TNFRSF14/TNFRSF4,14
GO:0043410,GO:0043410,positive regulation of MAPK cascade,17/125,491/18800,2.76287719823778e-08,2.68776147441069e-06,1.71589215469504e-06,CCL14/CD27/CD74/CXCL17/EDA2R/EFNA1/FGF23/GDF15/HAVCR2/IGFBP4/IGFBP6/IL6/LGALS9/LTBR/TNFRSF11A/TNFRSF19/TREM2,17
GO:0050777,GO:0050777,negative regulation of immune response,11/125,179/18800,3.10288325481173e-08,2.86524049975333e-06,1.82919643043072e-06,AMBP/CD300A/CD46/CD55/CD59/HAVCR2/HLA-E/LGALS9/TNFRSF14/TREM2/VSIG4,11
GO:0050870,GO:0050870,positive regulation of T cell activation,12/125,223/18800,3.12939855417968e-08,2.86524049975333e-06,1.82919643043072e-06,CD27/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/TGFBR2/TNFRSF14,12
GO:0007565,GO:0007565,female pregnancy,11/125,185/18800,4.35735358454901e-08,3.66606532667596e-06,2.34045051710627e-06,ADM/AMBP/BSG/HAVCR2/IGFBP7/LGALS9/PGF/SPP1/TGFBR2/THBD/TIMP1,11
GO:0002696,GO:0002696,positive regulation of leukocyte activation,15/125,421/18800,1.33730690163272e-07,9.6814799646108e-06,6.18074768735023e-06,CD27/CD46/CD55/CD74/HAVCR2/HLA-E/IL2RA/IL6/LGALS1/LGALS9/NECTIN2/TGFBR2/TNFRSF14/TNFRSF4/TREM2,15
GO:0044706,GO:0044706,multi-multicellular organism process,11/125,213/18800,1.82895330228039e-07,1.29398446136338e-05,8.26091826484542e-06,ADM/AMBP/BSG/HAVCR2/IGFBP7/LGALS9/PGF/SPP1/TGFBR2/THBD/TIMP1,11
GO:0030449,GO:0030449,regulation of complement activation,5/125,21/18800,2.24040870889823e-07,1.5161722414783e-05,9.67938590938184e-06,CD46/CD55/CD59/TREM2/VSIG4,5
GO:0032103,GO:0032103,positive regulation of response to external stimulus,15/125,442/18800,2.4995818112055e-07,1.65557408048569e-05,1.05693403349518e-05,CD74/CSF1/CXCL17/FABP4/HAVCR2/HLA-E/IL6/LGALS1/LGALS9/NECTIN2/PGF/THBD/TNFRSF11A/TNFRSF1A/TREM2,15
GO:0002519,GO:0002519,natural killer cell tolerance induction,3/125,3/18800,2.869674028284e-07,1.82312147960165e-05,1.16389786582174e-05,HAVCR2/HLA-E/LGALS9,3
GO:0002443,GO:0002443,leukocyte mediated immunity,15/125,457/18800,3.82373141221359e-07,2.38065517724418e-05,1.51983261184405e-05,CD27/CD300A/CD46/CD55/CD74/CHGA/HAVCR2/HLA-E/IL6/LGALS9/NECTIN2/PTGDS/TNFRSF1B/TREM2/ULBP2,15
GO:0032102,GO:0032102,negative regulation of response to external stimulus,14/125,429/18800,1.0279778822869e-06,5.51740542682607e-05,3.52236341516818e-05,CCN3/CXCL17/HAVCR2/HLA-E/IL2RA/LGALS9/NBL1/SPP1/ST6GAL1/THBD/TNFRSF1A/TNFRSF1B/TREM2/VSIG4,14
GO:1903131,GO:1903131,mononuclear cell differentiation,14/125,433/18800,1.14707257753489e-06,6.04543596591734e-05,3.85946306783165e-05,CD27/CD46/CD74/CD79B/CSF1/CTSL/DLL1/IL2RA/IL6/LGALS1/LGALS9/LTBR/TGFBR2/TREM2,14
