Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,68/566,486/18800,1.18049178511124e-26,4.91809180715471e-23,3.21640669089049e-23,AXL/CCL15/CCL16/CCL19/CCL20/CCL21/CCL3/CCL4/CCL7/CD4/CD74/CEACAM1/CRLF1/CSF1/CSF1R/CSF3R/CXCL10/CXCL11/CXCL13/CXCL8/CXCL9/EDA2R/EDN1/FAS/GAS6/IFNGR1/IFNGR2/IFNLR1/IL10RB/IL12B/IL12RB1/IL15/IL15RA/IL18/IL18R1/IL1R1/IL1R2/IL1RAP/IL1RL1/IL1RN/IL2RA/IL4R/IL6/IL6ST/KRT18/LEP/LIFR/LILRA2/LILRA5/LILRB1/LILRB2/LILRB4/MMP12/OSMR/PTPRC/ROBO1/SLIT2/TFF2/TNF/TNFRSF11A/TNFRSF14/TNFRSF1A/TNFRSF1B/TNFRSF4/TNFSF13B/TREM2/XCL1/YAP1,68
GO:0002697,GO:0002697,regulation of immune effector process,58/566,353/18800,1.77704160148757e-26,4.91809180715471e-23,3.21640669089049e-23,ADGRE2/B2M/BST2/CCL19/CD22/CD244/CD28/CD300A/CD59/CD5L/CD74/CD80/CEACAM1/CR1/CRTAM/FCER2/GFER/GRN/HAVCR2/HLA-DRA/HLA-E/HMOX1/ICAM1/IFNL1/IL10/IL12B/IL12RB1/IL18/IL18R1/IL1R1/IL4R/IL6/KLRD1/LAG3/LEP/LGALS9/LILRB1/LILRB4/MZB1/NECTIN2/PGLYRP1/PTPRC/PVR/SEMA7A/SLAMF1/SLAMF6/SLAMF8/SPON2/TGFB1/TLR3/TNF/TNFRSF14/TNFRSF1B/TNFRSF4/TNFSF13/TREM2/VSIG4/XCL1,58
GO:0007159,GO:0007159,leukocyte cell-cell adhesion,60/566,381/18800,2.37665519031317e-26,4.91809180715471e-23,3.21640669089049e-23,ADAM8/ASS1/B2M/CCL19/CCL21/CD27/CD274/CD28/CD300A/CD4/CD5/CD74/CD80/CD83/CEACAM1/CR1/CRTAM/ERBB2/GCNT1/HAVCR2/HLA-DRA/HLA-E/ICAM1/IFNL1/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/ITGA5/ITGB7/LAG3/LEP/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/NT5E/PTPRC/SELE/SIRPB1/SLAMF1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TNFSF13B/UMOD/VCAM1/VNN1/VSIG4/VTCN1/XCL1,60
GO:0050900,GO:0050900,leukocyte migration,58/566,384/18800,1.53095747272699e-24,1.90083679813784e-21,1.24313746785432e-21,ADAM8/ADGRE2/B4GALT1/BSG/CALCA/CCL15/CCL16/CCL19/CCL20/CCL21/CCL3/CCL4/CCL7/CD300A/CD74/CD99L2/CHGA/CRTAM/CSF1/CSF1R/CSF3R/CXADR/CXCL10/CXCL11/CXCL13/CXCL17/CXCL8/CXCL9/EDN1/GAS6/GCNT1/HMOX1/ICAM1/IL10/IL1R1/IL6/ITGB7/KITLG/LEP/LGALS9/MDK/MTUS1/NBL1/PGF/PRTN3/PTN/SELE/SLAMF1/SLAMF8/SLIT2/THY1/TNF/TNFRSF11A/TNFRSF14/TREM2/UMOD/VCAM1/XCL1,58
GO:0070663,GO:0070663,regulation of leukocyte proliferation,47/566,254/18800,6.77146153960844e-24,7.0062055396482e-21,4.58202230846838e-21,BST2/CCL19/CD22/CD274/CD28/CD300A/CD38/CD74/CD80/CR1/CRTAM/CSF1/CSF1R/ERBB2/HAVCR2/HLA-E/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL6/IL6ST/KITLG/LEP/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MZB1/PTPRC/SLAMF1/ST6GAL1/TGFBR2/TNFRSF13B/TNFRSF14/TNFRSF1B/TNFRSF21/TNFRSF4/TNFSF13B/TNFSF8/VCAM1/VSIG4/VTCN1/XCL1,47
GO:1903037,GO:1903037,regulation of leukocyte cell-cell adhesion,54/566,344/18800,1.00936676438371e-23,8.95164124756295e-21,5.85432723342551e-21,ADAM8/ASS1/B2M/CCL19/CCL21/CD27/CD274/CD28/CD300A/CD4/CD5/CD74/CD80/CD83/CEACAM1/CR1/CRTAM/ERBB2/HAVCR2/HLA-DRA/HLA-E/IFNL1/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/LAG3/LEP/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/PTPRC/SELE/SIRPB1/SLAMF1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF21/TNFSF13B/VCAM1/VNN1/VSIG4/VTCN1/XCL1,54
GO:0050863,GO:0050863,regulation of T cell activation,53/566,342/18800,4.97233354587449e-23,3.8585308315986104e-20,2.5234592745313102e-20,ADAM8/B2M/CCL19/CCL21/CD27/CD274/CD28/CD300A/CD4/CD5/CD74/CD80/CD83/CEACAM1/CR1/CRTAM/ERBB2/HAVCR2/HLA-DRA/HLA-E/IFNL1/IL10/IL12B/IL12RB1/IL15/IL18/IL2RA/IL4R/IL6/IL6ST/LAG3/LEP/LGALS9/LILRB1/LILRB2/LILRB4/MAD1L1/MDK/PTPRC/SIRPB1/SLAMF1/TGFBR2/THY1/TNFRSF14/TNFRSF1B/TNFRSF21/TNFSF13B/TNFSF8/VCAM1/VNN1/VSIG4/VTCN1/XCL1,53
GO:0001819,GO:0001819,positive regulation of cytokine production,62/566,475/18800,1.0118345944497199e-22,5.71042651122167e-20,3.7345895031507703e-20,ADAM8/B2M/BTN3A2/CCL19/CCL3/CD244/CD274/CD28/CD4/CD74/CD80/CD83/CHI3L1/CLEC6A/CRTAM/CSF1R/CXCL17/FURIN/HAVCR2/HEG1/HGF/HLA-E/HMOX1/IFNGR1/IFNL1/IL10/IL12B/IL12RB1/IL15/IL18/IL18R1/IL1R1/IL1RAP/IL1RL1/IL4R/IL6/IL6ST/LEP/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LPL/LY9/LY96/MDK/MMP12/PTPRC/SEMA7A/SLAMF1/SLAMF6/SPON2/TGFB1/TLR1/TLR3/TNF/TNFRSF14/TNFRSF8/TREM2/VTCN1/XCL1,62
GO:0050867,GO:0050867,positive regulation of cell activation,59/566,436/18800,1.86062822446608e-22,9.62565001457121e-20,6.29512549277692e-20,ADAM8/AXL/B2M/CCL19/CCL21/CCL3/CD27/CD274/CD28/CD38/CD4/CD5/CD74/CD80/CD83/CLEC4D/CR1/CTSC/GAS6/HAVCR1/HAVCR2/HLA-DRA/HLA-E/IL10/IL12B/IL12RB1/IL15/IL15RA/IL18/IL1RL1/IL2RA/IL4R/IL6/IL6ST/LEP/LGALS9/LILRA2/LILRA5/LILRB1/LILRB2/LILRB4/MDK/NECTIN2/PTPRC/SIRPB1/SLAMF1/TGFB1/TGFBR2/THY1/TNF/TNFRSF14/TNFRSF4/TNFSF13/TNFSF13B/TREM2/VCAM1/VNN1/VTCN1/XCL1,59
GO:0002819,GO:0002819,regulation of adaptive immune response,39/566,188/18800,6.94580348679881e-22,3.07996771757479e-19,2.0142830111716502e-19,B2M/CCL19/CD274/CD28/CD4/CD48/CD80/CEACAM1/CLEC6A/CR1/FCER2/HAVCR2/HLA-DRA/HLA-E/IL10/IL12B/IL12RB1/IL18/IL18R1/IL1R1/IL1RL1/IL4R/IL6/IL6ST/KLRD1/LILRB1/LILRB4/NECTIN2/PTPRC/PVR/SLAMF1/TGFB1/TNF/TNFRSF14/TNFRSF1B/TNFSF13/TNFSF13B/TREM2/XCL1,39
