Unnamed: 0,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0097529,GO:0097529,myeloid leukocyte migration,16/147,229/18800,3.30080477709918e-11,6.60971294812972e-08,4.38905127589197e-08,CCL15/CCL7/CCN3/CD74/CHGA/CSF1/CXADR/CXCL13/EDN1/IL1R1/IL6/NBL1/PGF/SCG2/TNFRSF11A/UMOD,16
GO:0032944,GO:0032944,regulation of mononuclear cell proliferation,16/147,233/18800,4.2809021684778e-11,6.60971294812972e-08,4.38905127589197e-08,CD274/CD276/CD74/CSF1/HAVCR2/HLA-E/IGFBP2/IL15/IL2RA/IL6/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,16
GO:0022409,GO:0022409,positive regulation of cell-cell adhesion,17/147,291/18800,1.29973019185368e-10,7.78771467094593e-08,5.17128039916917e-08,CD27/CD274/CD276/CD74/CD83/CXCL13/FSTL3/HAVCR2/HLA-E/IGFBP2/IL15/IL2RA/IL6/LGALS9/PLAUR/TGFBR2/TNFRSF14,17
GO:0050867,GO:0050867,positive regulation of cell activation,20/147,436/18800,2.06663569809564e-10,7.78771467094593e-08,5.17128039916917e-08,ACTA2/CD27/CD274/CD276/CD74/CD83/HAVCR1/HAVCR2/HLA-E/IGFBP2/IL15/IL1RL1/IL2RA/IL6/LGALS9/NECTIN2/TGFBR2/TNFRSF14/TNFRSF4/TNFSF13,20
GO:0019221,GO:0019221,cytokine-mediated signaling pathway,21/147,486/18800,2.09805496518354e-10,7.78771467094593e-08,5.17128039916917e-08,CCL15/CCL7/CD74/CSF1/CXCL13/EDA2R/EDN1/IL10RB/IL15/IL1R1/IL1RL1/IL2RA/IL6/LIFR/TFF2/TNFRSF11A/TNFRSF14/TNFRSF19/TNFRSF1A/TNFRSF1B/TNFRSF4,21
GO:0045765,GO:0045765,regulation of angiogenesis,18/147,345/18800,2.26973549347517e-10,7.78771467094593e-08,5.17128039916917e-08,ACVRL1/ADAM12/ADM/ANGPT2/ANGPTL4/BMPER/CHI3L1/CXCL13/DLL1/EFNA1/EPHA2/HSPB6/HSPG2/IL6/NOS3/PGF/TGFBR2/THBS2,18
GO:0043410,GO:0043410,positive regulation of MAPK cascade,21/147,491/18800,2.52898205864983e-10,7.80949659711069e-08,5.18574426342092e-08,ACTA2/BMPER/CCL15/CCL7/CD27/CD74/CHI3L1/EDA2R/EDN1/EFNA1/FGF23/GDF15/GPR37/HAVCR2/IGFBP4/IL6/LGALS9/LTBR/TGFA/TNFRSF11A/TNFRSF19,21
GO:0050670,GO:0050670,regulation of lymphocyte proliferation,15/147,230/18800,3.69046410664181e-10,8.76627166254608e-08,5.8210721293427e-08,CD274/CD276/CD74/HAVCR2/HLA-E/IGFBP2/IL15/IL2RA/IL6/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,15
GO:0030595,GO:0030595,leukocyte chemotaxis,15/147,236/18800,5.28201136647648e-10,1.16506079283424e-07,7.7363595051851e-08,CCL15/CCL7/CCN3/CD74/CHGA/CSF1/CXADR/CXCL13/EDN1/IL6/LGALS9/NBL1/PGF/SCG2/TNFRSF11A,15
GO:0042098,GO:0042098,T cell proliferation,14/147,204/18800,7.535387517080981e-10,1.53935940173024e-07,1.02218165890732e-07,CD274/CD276/HAVCR2/HLA-E/IGFBP2/IL15/IL2RA/IL6/LGALS9/TGFBR2/TNFRSF14/TNFRSF1B/TNFRSF4/VSIG4,14
