Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Crohn disease,ACVRL1,Serine/threonine-protein kinase receptor R3,25626,93,5.45 [2.97-9.99],4.132253894459106e-08
Chapter XI Diseases of the digestive system,Crohn disease,ADA2,Adenosine deaminase 2,25679,95,2.70 [1.89-3.87],5.4630712552834584e-08
Chapter XI Diseases of the digestive system,Crohn disease,AGRN,Agrin,25966,97,3.13 [2.12-4.62],9.343243915999162e-09
Chapter XI Diseases of the digestive system,Crohn disease,ASGR1,Asialoglycoprotein receptor 1,25667,94,4.57 [2.84-7.36],4.148176894911428e-10
Chapter XI Diseases of the digestive system,Crohn disease,BTN2A1,Butyrophilin subfamily 2 member A1,25966,97,4.65 [2.85-7.57],7.339516295839698e-10
Chapter XI Diseases of the digestive system,Crohn disease,CCL20,C-C motif chemokine 20,26119,94,1.47 [1.29-1.69],2.242055727209485e-08
Chapter XI Diseases of the digestive system,Crohn disease,CD27,CD27 antigen,25937,94,3.49 [2.53-4.82],2.853160397422449e-14
Chapter XI Diseases of the digestive system,Crohn disease,CD274,Programmed cell death 1 ligand 1,25667,94,2.78 [2.01-3.85],6.011252545570706e-10
Chapter XI Diseases of the digestive system,Crohn disease,CD300E,CMRF35-like molecule 2,25964,95,2.98 [2.08-4.29],3.58103865669674e-09
Chapter XI Diseases of the digestive system,Crohn disease,CD4,T-cell surface glycoprotein CD4,25758,93,2.16 [1.68-2.77],1.5082967398625211e-09
Chapter XI Diseases of the digestive system,Crohn disease,CD74,HLA class II histocompatibility antigen gamma chain,26066,95,4.10 [2.76-6.11],3.589609729264919e-12
Chapter XI Diseases of the digestive system,Crohn disease,CD79B,B-cell antigen receptor complex-associated protein beta chain,26119,94,2.39 [1.80-3.18],1.9016363699920767e-09
Chapter XI Diseases of the digestive system,Crohn disease,CDCP1,CUB domain-containing protein 1,25667,94,2.28 [1.69-3.08],8.106692857855362e-08
Chapter XI Diseases of the digestive system,Crohn disease,CDH3,Cadherin-3,26066,95,2.87 [1.97-4.18],3.639945413447064e-08
Chapter XI Diseases of the digestive system,Crohn disease,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",22478,74,2.92 [1.99-4.29],4.1331824375182536e-08
Chapter XI Diseases of the digestive system,Crohn disease,CHI3L1,Chitinase-3-like protein 1,25251,93,1.79 [1.49-2.17],1.4462600531725019e-09
Chapter XI Diseases of the digestive system,Crohn disease,CKAP4,Cytoskeleton-associated protein 4,25995,93,3.72 [2.47-5.58],2.5304863571351885e-10
Chapter XI Diseases of the digestive system,Crohn disease,COL18A1,Collagen alpha-1(XVIII) chain,25962,95,7.34 [3.60-14.97],4.302698404681447e-08
Chapter XI Diseases of the digestive system,Crohn disease,COL6A3,Collagen alpha-3(VI) chain,26170,96,3.59 [2.43-5.30],1.3491519283258298e-10
Chapter XI Diseases of the digestive system,Crohn disease,CSF1,Macrophage colony-stimulating factor 1,25966,97,6.24 [3.79-10.29],7.025729755074212e-13
Chapter XI Diseases of the digestive system,Crohn disease,CST3,Cystatin-C,25900,95,4.34 [2.65-7.10],5.679089068035905e-09
Chapter XI Diseases of the digestive system,Crohn disease,CTSZ,Cathepsin Z,25845,96,4.01 [2.41-6.69],9.322260172951829e-08
Chapter XI Diseases of the digestive system,Crohn disease,CXCL9,C-X-C motif chemokine 9,25966,97,1.75 [1.46-2.11],2.552324300199135e-09
Chapter XI Diseases of the digestive system,Crohn disease,DLL1,Delta-like protein 1,25937,94,4.79 [2.88-7.96],1.5741751370836382e-09
Chapter XI Diseases of the digestive system,Crohn disease,DSC2,Desmocollin-2,25577,95,2.67 [1.99-3.57],4.667309301322575e-11
Chapter XI Diseases of the digestive system,Crohn disease,EFNA4,Ephrin-A4,25626,93,3.93 [2.68-5.77],2.802187429109583e-12
Chapter XI Diseases of the digestive system,Crohn disease,EPHA2,Ephrin type-A receptor 2,24927,93,2.82 [2.04-3.88],2.4538530024921206e-10
Chapter XI Diseases of the digestive system,Crohn disease,EPHB4,Ephrin type-B receptor 4,26170,96,4.50 [2.83-7.15],1.9796634434329846e-10
Chapter XI Diseases of the digestive system,Crohn disease,GFRA1,GDNF family receptor alpha-1,26017,94,4.85 [2.74-8.56],5.4041229641311743e-08
Chapter XI Diseases of the digestive system,Crohn disease,HAVCR2,Hepatitis A virus cellular receptor 2,25842,97,3.47 [2.27-5.31],9.652954216541964e-09
Chapter XI Diseases of the digestive system,Crohn disease,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",25802,93,3.76 [2.41-5.86],5.233546167594822e-09
Chapter XI Diseases of the digestive system,Crohn disease,ICAM1,Intercellular adhesion molecule 1,25725,95,4.10 [2.69-6.27],6.777034146445819e-11
Chapter XI Diseases of the digestive system,Crohn disease,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,21859,72,3.09 [2.12-4.50],4.449852350266482e-09
Chapter XI Diseases of the digestive system,Crohn disease,IGFBP4,Insulin-like growth factor-binding protein 4,25494,94,2.65 [1.97-3.58],1.4268519685733915e-10
Chapter XI Diseases of the digestive system,Crohn disease,IL10RB,Interleukin-10 receptor subunit beta,25966,97,3.13 [2.27-4.31],2.623200707621741e-12
Chapter XI Diseases of the digestive system,Crohn disease,IL12B,Interleukin-12 subunit beta,26119,94,2.44 [1.78-3.35],2.545219179959277e-08
Chapter XI Diseases of the digestive system,Crohn disease,IL15,Interleukin-15,25802,93,3.65 [2.51-5.30],1.1036515958894644e-11
Chapter XI Diseases of the digestive system,Crohn disease,IL18BP,Interleukin-18-binding protein,25936,96,4.91 [3.40-7.09],2.079289834468545e-17
Chapter XI Diseases of the digestive system,Crohn disease,IL1R1,Interleukin-1 receptor type 1,25805,97,5.69 [3.34-9.70],1.65730321033845e-10
Chapter XI Diseases of the digestive system,Crohn disease,IL6,Interleukin-6,25730,94,1.53 [1.34-1.74],4.509694729398087e-10
Chapter XI Diseases of the digestive system,Crohn disease,LGALS9,Galectin-9,25837,96,4.80 [3.07-7.48],4.967139665962657e-12
Chapter XI Diseases of the digestive system,Crohn disease,LTBR,Tumor necrosis factor receptor superfamily member 3,25715,94,4.15 [2.57-6.69],5.919147320669065e-09
Chapter XI Diseases of the digestive system,Crohn disease,NECTIN2,Nectin-2,25806,94,4.02 [2.46-6.56],2.813583413617488e-08
Chapter XI Diseases of the digestive system,Crohn disease,NPDC1,Neural proliferation differentiation and control protein 1,25849,94,2.96 [2.00-4.38],6.379314149125807e-08
Chapter XI Diseases of the digestive system,Crohn disease,PGF,Placenta growth factor,26119,94,2.38 [1.76-3.21],1.3244174592764102e-08
Chapter XI Diseases of the digestive system,Crohn disease,PLA2G15,Phospholipase A2 group XV,25937,94,5.52 [3.04-10.04],2.0154085709712625e-08
Chapter XI Diseases of the digestive system,Crohn disease,PTGDS,Prostaglandin-H2 D-isomerase,25637,95,4.20 [2.96-5.94],7.0041229172133715e-16
Chapter XI Diseases of the digestive system,Crohn disease,QPCT,Glutaminyl-peptide cyclotransferase,25892,93,4.79 [2.94-7.78],2.7064123351881005e-10
Chapter XI Diseases of the digestive system,Crohn disease,RARRES2,Retinoic acid receptor responder protein 2,25982,96,2.23 [1.71-2.92],4.980084474347431e-09
Chapter XI Diseases of the digestive system,Crohn disease,REG1B,Lithostathine-1-beta,26170,96,1.88 [1.51-2.35],2.2689851453774978e-08
Chapter XI Diseases of the digestive system,Crohn disease,REG3A,Regenerating islet-derived protein 3-alpha,26170,96,2.12 [1.69-2.66],9.85008091240494e-11
Chapter XI Diseases of the digestive system,Crohn disease,RELT,Tumor necrosis factor receptor superfamily member 19L,25842,97,4.77 [2.88-7.88],1.186656772433348e-09
Chapter XI Diseases of the digestive system,Crohn disease,RNASET2,Ribonuclease T2,26050,95,3.20 [2.19-4.66],1.511184293934124e-09
Chapter XI Diseases of the digestive system,Crohn disease,SMOC1,SPARC-related modular calcium-binding protein 1,26063,95,4.29 [2.71-6.77],4.4100045292244996e-10
Chapter XI Diseases of the digestive system,Crohn disease,ST6GAL1,"Beta-galactoside alpha-2,6-sialyltransferase 1",26170,96,4.29 [2.61-7.06],9.200812894186896e-09
Chapter XI Diseases of the digestive system,Crohn disease,TCN2,Transcobalamin-2,26125,96,2.71 [1.90-3.85],3.144720766949989e-08
Chapter XI Diseases of the digestive system,Crohn disease,TFPI2,Tissue factor pathway inhibitor 2,25851,93,1.71 [1.42-2.07],2.6682269916986963e-08
Chapter XI Diseases of the digestive system,Crohn disease,TGFBR2,TGF-beta receptor type-2,25937,94,3.28 [2.31-4.65],3.056203083072186e-11
Chapter XI Diseases of the digestive system,Crohn disease,TIMP1,Metalloproteinase inhibitor 1,25544,93,3.82 [2.64-5.54],1.2310296555690699e-12
Chapter XI Diseases of the digestive system,Crohn disease,TNF,Tumor necrosis factor,25330,94,1.81 [1.48-2.21],5.270533765969166e-09
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,25667,94,2.61 [1.93-3.54],6.05061855871179e-10
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,25886,97,3.95 [2.54-6.16],1.2710538605439923e-09
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,25842,97,5.21 [3.35-8.09],2.1405333135504493e-13
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,25842,97,1.89 [1.56-2.29],9.847186643533194e-11
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,26080,94,2.89 [2.05-4.07],1.2011351043521855e-09
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,26066,95,2.25 [1.67-3.02],7.23187084515425e-08
Chapter XI Diseases of the digestive system,Crohn disease,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,25667,94,2.53 [1.97-3.24],2.394034867746101e-13
Chapter XI Diseases of the digestive system,Crohn disease,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,26125,95,3.16 [2.36-4.25],1.922627519124832e-14
Chapter XI Diseases of the digestive system,Crohn disease,ULBP2,UL16-binding protein 2,25667,94,3.33 [2.30-4.83],2.1755019914754416e-10
Chapter XI Diseases of the digestive system,Crohn disease,WFDC2,WAP four-disulfide core domain protein 2,24518,90,3.38 [2.48-4.62],1.8826861678758643e-14
