Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,A1BG,Alpha-1B-glycoprotein,34585,925,1.13 [0.78-1.63],0.5232277653088381
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AAMDC,Mth938 domain-containing protein,33656,910,0.91 [0.81-1.03],0.1347062484844544
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AARSD1,Alanyl-tRNA editing protein Aarsd1,39505,1065,0.99 [0.90-1.09],0.8294730619522777
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ABCA2,ATP-binding cassette sub-family A member 2,33427,899,1.36 [1.16-1.61],0.0002229508582383
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ABHD14B,Protein ABHD14B,39253,1067,1.05 [0.95-1.15],0.3485442076534769
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ABL1,Tyrosine-protein kinase ABL1,39505,1065,1.04 [0.96-1.12],0.3718769984852126
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ABO,Histo-blood group ABO system transferase,34570,924,0.98 [0.94-1.02],0.3910990221777557
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ABRAXAS2,BRISC complex subunit Abraxas 2,33427,899,0.99 [0.90-1.09],0.8461746921083599
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",38741,1047,1.21 [1.13-1.29],4.975055535062421e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",33926,913,1.06 [0.98-1.16],0.1523007110425008
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",34550,917,1.05 [0.98-1.13],0.1503990602637164
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACAN,Aggrecan core protein,39258,1064,0.82 [0.68-1.00],0.0512023611654181
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACE,Angiotensin-converting enzyme,34570,924,1.24 [0.99-1.57],0.0648196242987735
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACE2,Angiotensin-converting enzyme 2,38955,1057,1.38 [1.25-1.51],1.5436832824227488e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACHE,Acetylcholinesterase,33792,903,1.05 [0.87-1.28],0.581388872887281
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACOT13,Acyl-coenzyme A thioesterase 13,34401,923,1.04 [0.98-1.10],0.1885552855689745
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,39627,1078,1.14 [1.04-1.27],0.0081836634910318
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACP1,Low molecular weight phosphotyrosine protein phosphatase,33563,896,0.82 [0.70-0.95],0.0074619179010089
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACP5,Tartrate-resistant acid phosphatase type 5,39817,1074,1.28 [1.08-1.51],0.0034339315028337
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACP6,Lysophosphatidic acid phosphatase type 6,39935,1079,1.08 [0.99-1.17],0.0717524412004654
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACRBP,Acrosin-binding protein,34385,917,1.18 [1.01-1.37],0.0345122661726771
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACRV1,Acrosomal protein SP-10,33563,896,1.05 [0.97-1.14],0.2119235969781989
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACSL1,Long-chain-fatty-acid--CoA ligase 1,33427,899,0.97 [0.81-1.16],0.7443277445786217
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACTA2,"Actin, aortic smooth muscle",38955,1057,1.12 [1.00-1.26],0.0518529101391238
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACTN2,Alpha-actinin-2,33427,899,1.01 [0.91-1.12],0.8708282280998275
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACTN4,Alpha-actinin-4,38916,1050,1.06 [0.90-1.25],0.5037522799568279
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACVRL1,Serine/threonine-protein kinase receptor R3,39307,1068,1.78 [1.45-2.18],4.1317048628362936e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACY1,Aminoacylase-1,39627,1078,1.18 [1.08-1.28],0.0001670137314922
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,33427,899,1.28 [1.15-1.43],5.815363748580415e-06
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ACYP1,Acylphosphatase-1,33667,897,0.98 [0.89-1.09],0.7590614163438261
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADA,Adenosine deaminase,40081,1081,1.13 [0.97-1.31],0.1174104093707514
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADA2,Adenosine deaminase 2,39416,1067,1.55 [1.37-1.74],9.706852011276637e-13
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,33563,896,1.24 [1.04-1.47],0.0178944206115718
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,38955,1057,1.31 [1.10-1.57],0.0022731796559235
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,39375,1069,1.03 [0.88-1.20],0.717151662038511
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,40081,1081,0.96 [0.82-1.11],0.5765910333303899
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,39930,1076,1.47 [1.22-1.75],3.154360426635606e-05
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,34401,923,1.86 [1.53-2.25],3.0566708301836056e-10
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,33563,896,1.31 [1.09-1.57],0.0037095121689901
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,40139,1088,0.77 [0.61-0.96],0.0201572395730895
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,39505,1065,1.22 [1.08-1.39],0.002225805397164
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,38955,1057,1.26 [1.09-1.46],0.001456485434012
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,33563,896,1.31 [1.10-1.55],0.0025854139455019
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,39767,1072,0.79 [0.70-0.89],0.0001416850841714
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTSL2,ADAMTS-like protein 2,34549,921,2.17 [1.84-2.56],1.4905331677065044e-20
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTSL4,ADAMTS-like protein 4,33656,910,1.57 [1.21-2.03],0.000647793740705
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADAMTSL5,ADAMTS-like protein 5,34550,917,1.09 [0.93-1.28],0.2955325474276685
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,38741,1047,1.01 [0.86-1.18],0.9044218669805048
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADD1,Alpha-adducin,33792,903,0.95 [0.87-1.04],0.2619715759301838
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRB3,Adhesion G protein-coupled receptor B3,39307,1068,1.25 [1.07-1.47],0.0059832441349591
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRD1,Adhesion G-protein coupled receptor D1,33792,903,1.23 [1.05-1.45],0.0098308825062482
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRE1,Adhesion G protein-coupled receptor E1,34401,923,1.24 [1.11-1.38],0.0002020071385845
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRE2,Adhesion G protein-coupled receptor E2,39804,1074,1.25 [1.04-1.51],0.0205030270253474
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRE5,Adhesion G protein-coupled receptor E5,39939,1084,1.33 [1.12-1.58],0.0009372409970464
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRF5,Adhesion G protein-coupled receptor F5,34550,917,1.39 [1.11-1.73],0.0040376828562803
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRG1,Adhesion G-protein coupled receptor G1,39505,1065,1.29 [1.22-1.37],1.5509824745078112e-17
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRG2,Adhesion G-protein coupled receptor G2,39627,1078,0.75 [0.62-0.91],0.0035282879571733
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADGRV1,Adhesion G-protein coupled receptor V1,33444,898,0.97 [0.88-1.07],0.5504604035805063
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADH1B,All-trans-retinol dehydrogenase,33792,903,1.11 [1.02-1.21],0.0112307987811506
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,38955,1057,1.09 [1.02-1.16],0.0095341818092036
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADIPOQ,Adiponectin,34585,925,1.05 [0.96-1.15],0.3220256522457823
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADM,Pro-adrenomedullin,39994,1080,1.79 [1.45-2.20],4.9429566419680063e-08
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ADRA2A,Alpha-2A adrenergic receptor,33427,899,1.01 [0.93-1.11],0.7605387402187994
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AFAP1,Actin filament-associated protein 1,33792,903,0.96 [0.89-1.03],0.2631727104492856
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AFM,Afamin,34585,925,0.81 [0.59-1.11],0.1918060265505734
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AFP,Alpha-fetoprotein,39238,1063,0.96 [0.88-1.04],0.2953259780481045
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGBL2,Cytosolic carboxypeptidase 2,33444,898,0.92 [0.86-0.99],0.0174708847299854
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGER,Advanced glycosylation end product-specific receptor,39540,1067,1.11 [0.98-1.27],0.1119869821485309
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGR2,Anterior gradient protein 2 homolog,38421,1041,1.20 [1.13-1.26],9.116643459009928e-11
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGR3,Anterior gradient protein 3,38674,1044,1.13 [1.03-1.23],0.0083566253685566
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGRN,Agrin,39804,1074,1.69 [1.46-1.95],1.0531622183117405e-12
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGRP,Agouti-related protein,40081,1081,1.10 [0.99-1.22],0.0680945017436179
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGT,Angiotensinogen,34570,924,1.02 [0.78-1.34],0.8776235108388087
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AGXT,Serine--pyruvate aminotransferase,39627,1078,1.16 [1.09-1.25],9.7024670559043e-06
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHCY,Adenosylhomocysteinase,39627,1078,1.07 [0.99-1.16],0.0789516778758507
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHNAK,Neuroblast differentiation-associated protein AHNAK,33656,910,1.20 [0.99-1.45],0.0657900697191646
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHNAK2,Protein AHNAK2,33656,910,1.22 [0.99-1.50],0.0582427093640545
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHSA1,Activator of 90 kDa heat shock protein ATPase homolog 1,34385,917,1.00 [0.91-1.10],0.9684920967941522
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHSG,Alpha-2-HS-glycoprotein,34570,924,1.21 [0.96-1.53],0.102694299338266
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AHSP,Alpha-hemoglobin-stabilizing protein,39603,1073,0.95 [0.89-1.01],0.0840075182758793
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AIDA,"Axin interactor, dorsalization-associated protein",33604,909,1.06 [0.98-1.13],0.1403929765819178
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AIF1,Allograft inflammatory factor 1,38741,1047,1.05 [0.95-1.17],0.3316577859433317
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AIF1L,Allograft inflammatory factor 1-like,33656,910,0.98 [0.87-1.10],0.6945282988071872
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",39439,1064,1.12 [1.07-1.18],4.191249208988699e-06
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AK1,Adenylate kinase isoenzyme 1,39627,1078,0.95 [0.87-1.04],0.2543395587580283
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AK2,"Adenylate kinase 2, mitochondrial",34471,921,1.03 [0.97-1.09],0.3235811462182779
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKAP12,A-kinase anchor protein 12,33792,903,1.05 [0.78-1.42],0.743498957087328
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKR1B1,Aldo-keto reductase family 1 member B1,38741,1047,1.02 [0.95-1.09],0.6490528994297423
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKR1B10,Aldo-keto reductase family 1 member B10,33604,909,1.21 [1.11-1.32],3.656499189516669e-05
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKR1C4,Aldo-keto reductase family 1 member C4,38955,1057,1.04 [0.94-1.15],0.4422760655219535
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKR7L,Aflatoxin B1 aldehyde reductase member 4,33563,896,1.13 [1.04-1.23],0.005139823767214
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKT1S1,Proline-rich AKT1 substrate 1,38741,1048,0.97 [0.90-1.06],0.5150466424931467
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKT2,RAC-beta serine/threonine-protein kinase,34496,922,1.00 [0.95-1.05],0.9007750718306908
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AKT3,RAC-gamma serine/threonine-protein kinase,38563,1044,1.02 [0.93-1.13],0.632104936457718
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALCAM,CD166 antigen,40139,1088,1.71 [1.31-2.24],8.527744107131778e-05
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALDH1A1,Retinal dehydrogenase 1,39670,1074,1.11 [1.01-1.22],0.031299733188136
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALDH2,"Aldehyde dehydrogenase, mitochondrial",34385,917,1.07 [0.96-1.20],0.2280801886907379
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",39511,1067,1.15 [1.07-1.24],7.630550603440036e-05
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALDH5A1,"Succinate-semialdehyde dehydrogenase, mitochondrial",34496,922,1.24 [1.09-1.41],0.000747845657716
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALMS1,Alstrom syndrome protein 1,33926,913,0.98 [0.85-1.13],0.7953898556806853
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALPI,Intestinal-type alkaline phosphatase,33563,896,1.03 [0.98-1.08],0.2621167564649284
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,ALPP,"Alkaline phosphatase, placental type",39505,1065,1.09 [1.03-1.14],0.0009867901225203
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMBN,Ameloblastin,38916,1050,1.01 [0.83-1.23],0.9009983717505772
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMBP,Protein AMBP,39933,1079,2.19 [1.69-2.85],4.480878518344986e-09
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMDHD2,N-acetylglucosamine-6-phosphate deacetylase,34549,921,0.90 [0.71-1.15],0.397511514659719
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMFR,E3 ubiquitin-protein ligase AMFR,38741,1048,1.04 [0.95-1.13],0.402929934000318
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMIGO1,Amphoterin-induced protein 1,33604,909,0.98 [0.86-1.11],0.7057288941718269
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMIGO2,Amphoterin-induced protein 2,39505,1065,1.37 [1.09-1.73],0.0077954329953777
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMN,Protein amnionless,38916,1050,1.15 [1.03-1.29],0.0116330750503932
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMOT,Angiomotin,33792,903,1.07 [0.91-1.26],0.4075881709501762
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMOTL2,Angiomotin-like protein 2,34255,912,0.97 [0.85-1.12],0.6994931145135153
Chapter XI Diseases of the digestive system,Gastroduodenal ulcer,AMPD3,AMP deaminase 3,34471,921,0.92 [0.85-1.01],0.0677801491065652
