Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter X Diseases of the respiratory system,Later onset COPD,A1BG,Alpha-1B-glycoprotein,43073,1478,2.08 [1.53-2.81],2.2083811667554704e-06
Chapter X Diseases of the respiratory system,Later onset COPD,AAMDC,Mth938 domain-containing protein,41867,1447,0.96 [0.87-1.06],0.4116378539803185
Chapter X Diseases of the respiratory system,Later onset COPD,AARSD1,Alanyl-tRNA editing protein Aarsd1,49295,1734,1.05 [0.98-1.14],0.1815540730870972
Chapter X Diseases of the respiratory system,Later onset COPD,ABCA2,ATP-binding cassette sub-family A member 2,41613,1429,1.12 [0.97-1.29],0.1131015460089803
Chapter X Diseases of the respiratory system,Later onset COPD,ABHD14B,Protein ABHD14B,48988,1727,1.04 [0.97-1.12],0.2934524734990008
Chapter X Diseases of the respiratory system,Later onset COPD,ABL1,Tyrosine-protein kinase ABL1,49295,1734,1.09 [1.03-1.16],0.0055588273521612
Chapter X Diseases of the respiratory system,Later onset COPD,ABO,Histo-blood group ABO system transferase,43035,1474,0.98 [0.95-1.02],0.2713860902418513
Chapter X Diseases of the respiratory system,Later onset COPD,ABRAXAS2,BRISC complex subunit Abraxas 2,41613,1429,1.06 [0.98-1.14],0.1515695386597145
Chapter X Diseases of the respiratory system,Later onset COPD,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",48382,1705,1.08 [1.03-1.14],0.0027784646767211
Chapter X Diseases of the respiratory system,Later onset COPD,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",42236,1448,1.04 [0.97-1.11],0.2840268166348712
Chapter X Diseases of the respiratory system,Later onset COPD,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",43007,1476,1.03 [0.97-1.09],0.2920536210180319
Chapter X Diseases of the respiratory system,Later onset COPD,ACAN,Aggrecan core protein,49061,1728,0.71 [0.60-0.82],8.53400511750714e-06
Chapter X Diseases of the respiratory system,Later onset COPD,ACE,Angiotensin-converting enzyme,43035,1474,1.20 [1.00-1.44],0.0476382056999429
Chapter X Diseases of the respiratory system,Later onset COPD,ACE2,Angiotensin-converting enzyme 2,48617,1713,1.23 [1.14-1.32],4.703684449501712e-08
Chapter X Diseases of the respiratory system,Later onset COPD,ACHE,Acetylcholinesterase,42062,1445,0.63 [0.54-0.73],4.795520974735696e-09
Chapter X Diseases of the respiratory system,Later onset COPD,ACOT13,Acyl-coenzyme A thioesterase 13,42829,1475,1.06 [1.01-1.11],0.0101333649210523
Chapter X Diseases of the respiratory system,Later onset COPD,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,49532,1747,1.07 [0.99-1.16],0.0863084639841914
Chapter X Diseases of the respiratory system,Later onset COPD,ACP1,Low molecular weight phosphotyrosine protein phosphatase,41765,1431,0.82 [0.73-0.92],0.0006845155082317
Chapter X Diseases of the respiratory system,Later onset COPD,ACP5,Tartrate-resistant acid phosphatase type 5,49733,1754,1.31 [1.15-1.48],3.820386542493716e-05
Chapter X Diseases of the respiratory system,Later onset COPD,ACP6,Lysophosphatidic acid phosphatase type 6,49870,1748,1.04 [0.97-1.10],0.2800653898745129
Chapter X Diseases of the respiratory system,Later onset COPD,ACRBP,Acrosin-binding protein,42807,1464,1.08 [0.95-1.21],0.229262771673824
Chapter X Diseases of the respiratory system,Later onset COPD,ACRV1,Acrosomal protein SP-10,41765,1431,1.04 [0.98-1.11],0.1668254018684914
Chapter X Diseases of the respiratory system,Later onset COPD,ACSL1,Long-chain-fatty-acid--CoA ligase 1,41613,1429,0.96 [0.83-1.11],0.6028056583464406
Chapter X Diseases of the respiratory system,Later onset COPD,ACTA2,"Actin, aortic smooth muscle",48617,1713,1.39 [1.28-1.50],1.0937732850653345e-15
Chapter X Diseases of the respiratory system,Later onset COPD,ACTN2,Alpha-actinin-2,41613,1429,1.15 [1.06-1.24],0.0010647424706471
Chapter X Diseases of the respiratory system,Later onset COPD,ACTN4,Alpha-actinin-4,48595,1710,1.16 [1.03-1.32],0.0155933878720594
Chapter X Diseases of the respiratory system,Later onset COPD,ACVRL1,Serine/threonine-protein kinase receptor R3,49064,1732,2.19 [1.89-2.53],1.324908031299518e-25
Chapter X Diseases of the respiratory system,Later onset COPD,ACY1,Aminoacylase-1,49532,1747,1.03 [0.96-1.10],0.4622311387815492
Chapter X Diseases of the respiratory system,Later onset COPD,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,41613,1429,1.05 [0.95-1.15],0.3404312158588148
Chapter X Diseases of the respiratory system,Later onset COPD,ACYP1,Acylphosphatase-1,41906,1443,1.09 [1.01-1.18],0.0266658747089896
Chapter X Diseases of the respiratory system,Later onset COPD,ADA,Adenosine deaminase,50068,1759,1.03 [0.91-1.16],0.6439251849255567
Chapter X Diseases of the respiratory system,Later onset COPD,ADA2,Adenosine deaminase 2,49232,1733,1.47 [1.33-1.61],2.8444041701250903e-15
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,41765,1431,1.45 [1.25-1.67],5.208366176223686e-07
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,48617,1713,1.00 [0.87-1.15],0.9681658729517876
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,49146,1735,0.74 [0.66-0.83],5.577817350888612e-07
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,50068,1759,0.82 [0.73-0.92],0.0005434415825193
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,49880,1760,1.57 [1.36-1.80],4.55582476250003e-10
Chapter X Diseases of the respiratory system,Later onset COPD,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,42829,1475,1.44 [1.23-1.69],8.260776935596612e-06
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,41765,1431,1.26 [1.08-1.47],0.0038511427773864
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,50131,1764,0.70 [0.59-0.84],7.638092284426665e-05
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,49295,1734,1.16 [1.05-1.28],0.0035469204082865
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,48617,1713,1.11 [0.97-1.26],0.1257146900600757
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,41765,1431,1.31 [1.14-1.51],0.0001682399233821
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,49687,1754,0.61 [0.56-0.67],1.2655597696025735e-24
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTSL2,ADAMTS-like protein 2,43018,1481,1.72 [1.50-1.96],3.082610453298319e-15
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTSL4,ADAMTS-like protein 4,41867,1447,1.19 [0.96-1.47],0.1196075851429323
Chapter X Diseases of the respiratory system,Later onset COPD,ADAMTSL5,ADAMTS-like protein 5,43007,1476,0.92 [0.81-1.04],0.1808218842301773
Chapter X Diseases of the respiratory system,Later onset COPD,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,48382,1705,1.05 [0.93-1.18],0.4522756323422423
Chapter X Diseases of the respiratory system,Later onset COPD,ADD1,Alpha-adducin,42062,1445,0.95 [0.89-1.02],0.1642872432131212
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRB3,Adhesion G protein-coupled receptor B3,49064,1732,1.03 [0.91-1.17],0.6167940100358691
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRD1,Adhesion G-protein coupled receptor D1,42062,1445,1.21 [1.07-1.37],0.0032454641089808
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRE1,Adhesion G protein-coupled receptor E1,42829,1475,1.08 [0.99-1.19],0.0844956764464952
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRE2,Adhesion G protein-coupled receptor E2,49740,1753,0.82 [0.71-0.96],0.0109189265333402
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRE5,Adhesion G protein-coupled receptor E5,49887,1758,0.87 [0.76-1.00],0.0560210454292672
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRF5,Adhesion G protein-coupled receptor F5,43007,1476,1.36 [1.14-1.62],0.0007084807894217
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRG1,Adhesion G-protein coupled receptor G1,49295,1734,1.13 [1.08-1.19],1.3694093654501005e-07
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRG2,Adhesion G-protein coupled receptor G2,49532,1747,0.70 [0.60-0.82],9.168738881480732e-06
Chapter X Diseases of the respiratory system,Later onset COPD,ADGRV1,Adhesion G-protein coupled receptor V1,41623,1420,1.06 [0.99-1.13],0.1148787519436587
Chapter X Diseases of the respiratory system,Later onset COPD,ADH1B,All-trans-retinol dehydrogenase,42062,1445,0.94 [0.88-1.01],0.1028167620263239
Chapter X Diseases of the respiratory system,Later onset COPD,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,48617,1713,0.95 [0.90-1.00],0.0739383574044008
Chapter X Diseases of the respiratory system,Later onset COPD,ADIPOQ,Adiponectin,43073,1478,1.17 [1.09-1.26],1.3920469484693737e-05
Chapter X Diseases of the respiratory system,Later onset COPD,ADM,Pro-adrenomedullin,49946,1754,3.07 [2.60-3.62],1.0908787047988968e-40
Chapter X Diseases of the respiratory system,Later onset COPD,ADRA2A,Alpha-2A adrenergic receptor,41613,1429,0.97 [0.90-1.05],0.4047039958632307
Chapter X Diseases of the respiratory system,Later onset COPD,AFAP1,Actin filament-associated protein 1,42062,1445,1.02 [0.96-1.08],0.5898114742149819
Chapter X Diseases of the respiratory system,Later onset COPD,AFM,Afamin,43073,1478,0.75 [0.58-0.96],0.0201809739070775
Chapter X Diseases of the respiratory system,Later onset COPD,AFP,Alpha-fetoprotein,48981,1729,1.00 [0.93-1.06],0.8840986070352163
Chapter X Diseases of the respiratory system,Later onset COPD,AGBL2,Cytosolic carboxypeptidase 2,41623,1420,0.95 [0.90-1.00],0.0581038030162159
Chapter X Diseases of the respiratory system,Later onset COPD,AGER,Advanced glycosylation end product-specific receptor,49407,1735,0.61 [0.55-0.67],5.194144203712575e-21
Chapter X Diseases of the respiratory system,Later onset COPD,AGR2,Anterior gradient protein 2 homolog,47970,1690,1.15 [1.11-1.20],1.678555285771645e-11
