Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",A1BG,Alpha-1B-glycoprotein,24540,43,1.10 [0.22-5.54],0.91053278886139
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",AAMDC,Mth938 domain-containing protein,23821,42,0.64 [0.36-1.13],0.124295860047539
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",AARSD1,Alanyl-tRNA editing protein Aarsd1,28073,43,0.98 [0.61-1.57],0.9262838651959234
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ABCA2,ATP-binding cassette sub-family A member 2,23724,41,1.64 [0.82-3.27],0.1643380335866779
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ABHD14B,Protein ABHD14B,27908,43,0.91 [0.57-1.46],0.6967276496657173
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ABL1,Tyrosine-protein kinase ABL1,28073,43,1.02 [0.69-1.50],0.9378423638969822
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ABO,Histo-blood group ABO system transferase,24527,43,0.95 [0.77-1.16],0.5901909909657717
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ABRAXAS2,BRISC complex subunit Abraxas 2,23724,41,1.06 [0.68-1.64],0.8105971279692245
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27514,42,1.32 [0.99-1.76],0.0551238255518086
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",24050,42,1.20 [0.85-1.68],0.300197135371796
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24505,42,1.07 [0.78-1.47],0.6735520383551574
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACAN,Aggrecan core protein,27940,40,1.06 [0.41-2.74],0.9111154048650506
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACE,Angiotensin-converting enzyme,24527,43,2.02 [0.66-6.15],0.2147390223503424
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACE2,Angiotensin-converting enzyme 2,27696,44,1.80 [1.24-2.60],0.0018667664779566
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACHE,Acetylcholinesterase,23955,43,0.83 [0.36-1.91],0.6550833766252013
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACOT13,Acyl-coenzyme A thioesterase 13,24410,41,1.18 [0.91-1.52],0.2138276362650897
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,28198,41,1.39 [0.86-2.24],0.1768810175016254
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACP1,Low molecular weight phosphotyrosine protein phosphatase,23807,43,0.70 [0.35-1.41],0.3199538603646925
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACP5,Tartrate-resistant acid phosphatase type 5,28302,42,3.80 [2.25-6.43],6.336291534471234e-07
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACP6,Lysophosphatidic acid phosphatase type 6,28416,43,1.29 [0.83-2.01],0.2634820546821291
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACRBP,Acrosin-binding protein,24389,42,1.57 [0.84-2.91],0.1543885929521174
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACRV1,Acrosomal protein SP-10,23807,43,1.21 [0.96-1.52],0.1143340998491526
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACSL1,Long-chain-fatty-acid--CoA ligase 1,23724,41,1.09 [0.49-2.41],0.8274937840201796
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACTA2,"Actin, aortic smooth muscle",27696,44,1.64 [1.10-2.44],0.016037412938217
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACTN2,Alpha-actinin-2,23724,41,1.24 [0.80-1.92],0.3450433278028698
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACTN4,Alpha-actinin-4,27677,42,1.21 [0.56-2.59],0.6310698367794363
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACVRL1,Serine/threonine-protein kinase receptor R3,27958,42,7.93 [3.86-16.29],1.6702044570233383e-08
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACY1,Aminoacylase-1,28198,41,1.34 [0.91-1.96],0.1343682933220118
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23724,41,1.32 [0.81-2.14],0.260287020023585
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ACYP1,Acylphosphatase-1,23864,43,1.07 [0.69-1.65],0.7624401031184017
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADA,Adenosine deaminase,28535,43,1.92 [1.03-3.61],0.0411906390751415
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADA2,Adenosine deaminase 2,28019,44,4.14 [2.58-6.65],3.790079145927661e-09
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23807,43,1.88 [1.24-2.85],0.0030772911882408
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27696,44,2.08 [0.91-4.76],0.0842415628223947
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,28007,43,0.72 [0.34-1.53],0.3935559946062772
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,28535,43,0.77 [0.39-1.55],0.4692349670969525
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,28427,44,2.39 [1.11-5.16],0.0258663410280384
Chapter X Diseases of the respiratory system,"ILD, hospital admissions",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,24410,41,2.47 [1.16-5.27],0.0195084869265784
