Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,A1BG,Alpha-1B-glycoprotein,23769,171,6.18 [2.78-13.71],7.533072485683903e-06
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,AAMDC,Mth938 domain-containing protein,23082,165,1.04 [0.79-1.37],0.7937035551921389
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,AARSD1,Alanyl-tRNA editing protein Aarsd1,27178,199,1.22 [0.98-1.51],0.0732447850743337
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ABCA2,ATP-binding cassette sub-family A member 2,23000,166,1.02 [0.67-1.54],0.929648015367188
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ABHD14B,Protein ABHD14B,27026,199,1.14 [0.92-1.41],0.2415012092261292
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ABL1,Tyrosine-protein kinase ABL1,27178,199,1.24 [1.05-1.47],0.0134555487683932
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ABO,Histo-blood group ABO system transferase,23756,170,1.00 [0.90-1.11],0.9986310083792016
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ABRAXAS2,BRISC complex subunit Abraxas 2,23000,166,0.98 [0.79-1.23],0.874037314632433
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26633,195,1.17 [1.01-1.35],0.0311662488438875
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23300,167,0.93 [0.74-1.17],0.5464344892983763
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23739,171,0.93 [0.79-1.10],0.399293932056045
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACAN,Aggrecan core protein,27045,199,0.74 [0.48-1.13],0.1639263952949656
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACE,Angiotensin-converting enzyme,23756,170,0.72 [0.41-1.26],0.2485048365771506
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACE2,Angiotensin-converting enzyme 2,26811,195,0.80 [0.62-1.02],0.0731569038835029
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACHE,Acetylcholinesterase,23201,169,0.78 [0.51-1.21],0.2651295283959269
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACOT13,Acyl-coenzyme A thioesterase 13,23649,165,1.04 [0.92-1.19],0.5213112038941533
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27296,201,1.13 [0.88-1.44],0.3381597514763056
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23069,160,0.91 [0.65-1.29],0.6034355853395794
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACP5,Tartrate-resistant acid phosphatase type 5,27392,201,0.40 [0.28-0.58],1.324076131891682e-06
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACP6,Lysophosphatidic acid phosphatase type 6,27507,198,1.05 [0.86-1.27],0.6388839759338226
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACRBP,Acrosin-binding protein,23624,168,1.01 [0.70-1.47],0.9489646637978876
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACRV1,Acrosomal protein SP-10,23069,160,0.65 [0.54-0.79],1.2497880263414312e-05
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23000,166,1.38 [1.00-1.91],0.0486551778893072
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACTA2,"Actin, aortic smooth muscle",26811,195,1.42 [1.13-1.79],0.0025054853373867
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACTN2,Alpha-actinin-2,23000,166,1.05 [0.83-1.33],0.6925825075800569
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACTN4,Alpha-actinin-4,26793,196,1.51 [1.14-2.01],0.0044985061782688
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACVRL1,Serine/threonine-protein kinase receptor R3,27071,200,2.40 [1.49-3.87],0.0003291389502937
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACY1,Aminoacylase-1,27296,201,0.77 [0.63-0.93],0.0075681456789751
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23000,166,1.01 [0.77-1.30],0.966550611476606
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ACYP1,Acylphosphatase-1,23115,167,1.09 [0.88-1.37],0.42653836178821
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ADA,Adenosine deaminase,27626,202,1.04 [0.74-1.46],0.8140574322140662
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,ADA2,Adenosine deaminase 2,27114,196,2.02 [1.53-2.67],6.212245071954757e-07
