Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),A1BG,Alpha-1B-glycoprotein,18973,157,2.28 [0.97-5.36],0.0588390985787047
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),AAMDC,Mth938 domain-containing protein,18434,153,0.79 [0.59-1.07],0.131321487893315
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),AARSD1,Alanyl-tRNA editing protein Aarsd1,21764,176,0.94 [0.74-1.20],0.6225301210749262
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ABCA2,ATP-binding cassette sub-family A member 2,18362,152,1.16 [0.77-1.75],0.480765513630831
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ABHD14B,Protein ABHD14B,21649,172,0.92 [0.73-1.17],0.5042591657057631
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ABL1,Tyrosine-protein kinase ABL1,21764,176,0.93 [0.76-1.14],0.4841164935083333
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ABO,Histo-blood group ABO system transferase,18964,158,0.94 [0.85-1.05],0.2761179100210018
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ABRAXAS2,BRISC complex subunit Abraxas 2,18362,152,0.69 [0.54-0.88],0.0030163880589262
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",21333,168,0.84 [0.70-1.00],0.0443141832012837
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",18605,152,0.87 [0.67-1.13],0.2988078732720551
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",18945,155,0.90 [0.75-1.07],0.2416975819862984
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACAN,Aggrecan core protein,21652,169,1.18 [0.73-1.90],0.4932099861288664
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACE,Angiotensin-converting enzyme,18964,158,0.58 [0.33-1.04],0.0672078273116185
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACE2,Angiotensin-converting enzyme 2,21460,173,0.83 [0.63-1.10],0.2005170722642442
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACHE,Acetylcholinesterase,18525,154,0.66 [0.41-1.06],0.0871145058694063
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACOT13,Acyl-coenzyme A thioesterase 13,18894,155,0.95 [0.83-1.08],0.4153601375810765
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,21856,174,1.02 [0.78-1.33],0.9038285413848126
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACP1,Low molecular weight phosphotyrosine protein phosphatase,18408,156,1.12 [0.81-1.55],0.4884242330821644
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACP5,Tartrate-resistant acid phosphatase type 5,21936,176,0.84 [0.56-1.25],0.3848495330181505
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACP6,Lysophosphatidic acid phosphatase type 6,22039,176,1.00 [0.82-1.23],0.9829598229676124
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACRBP,Acrosin-binding protein,18871,155,0.79 [0.52-1.20],0.2749362149077667
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACRV1,Acrosomal protein SP-10,18408,156,0.50 [0.40-0.63],1.898394783958124e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACSL1,Long-chain-fatty-acid--CoA ligase 1,18362,152,0.65 [0.39-1.09],0.1027458156299167
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACTA2,"Actin, aortic smooth muscle",21460,173,1.27 [0.98-1.65],0.0728386637499573
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACTN2,Alpha-actinin-2,18362,152,0.81 [0.61-1.08],0.1536355940626302
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACTN4,Alpha-actinin-4,21451,175,1.00 [0.66-1.53],0.9977328014750122
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACVRL1,Serine/threonine-protein kinase receptor R3,21687,171,0.77 [0.43-1.38],0.38036606474249
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACY1,Aminoacylase-1,21856,174,0.71 [0.57-0.89],0.0030416315376614
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,18362,152,1.04 [0.79-1.37],0.7890641389345037
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ACYP1,Acylphosphatase-1,18458,153,0.79 [0.62-1.01],0.056199448664224
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Hallux valgus (acquired),ADA,Adenosine deaminase,22106,177,1.03 [0.71-1.49],0.886908187369554
