Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,A1BG,Alpha-1B-glycoprotein,22668,159,0.53 [0.23-1.21],0.1311338962808495
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,AAMDC,Mth938 domain-containing protein,22017,158,1.12 [0.84-1.49],0.4328719493193677
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,AARSD1,Alanyl-tRNA editing protein Aarsd1,25966,181,1.35 [1.08-1.69],0.0093578672731898
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ABCA2,ATP-binding cassette sub-family A member 2,21912,156,0.94 [0.61-1.46],0.7983790345140718
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ABHD14B,Protein ABHD14B,25813,182,0.98 [0.78-1.23],0.8766735195948605
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ABL1,Tyrosine-protein kinase ABL1,25966,181,1.20 [1.00-1.44],0.0519239242030433
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ABO,Histo-blood group ABO system transferase,22658,156,0.97 [0.87-1.08],0.6063847252817905
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ABRAXAS2,BRISC complex subunit Abraxas 2,21912,156,1.09 [0.87-1.37],0.4455381262025315
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",25440,176,1.12 [0.96-1.30],0.1588560953425908
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",22221,153,1.00 [0.80-1.25],0.9969207132306962
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",22638,157,1.00 [0.84-1.18],0.9766205572446516
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACAN,Aggrecan core protein,25856,183,1.63 [1.04-2.55],0.0336061944905054
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACE,Angiotensin-converting enzyme,22658,156,1.36 [0.75-2.47],0.3038922839772044
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACE2,Angiotensin-converting enzyme 2,25633,179,1.30 [1.05-1.61],0.0167665433095705
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACHE,Acetylcholinesterase,22143,155,0.82 [0.52-1.27],0.36941272482131
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACOT13,Acyl-coenzyme A thioesterase 13,22548,158,0.99 [0.87-1.13],0.8834161925355116
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26090,184,0.97 [0.75-1.27],0.8434982001106462
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACP1,Low molecular weight phosphotyrosine protein phosphatase,21999,150,1.11 [0.79-1.55],0.5566239495857226
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACP5,Tartrate-resistant acid phosphatase type 5,26175,182,1.21 [0.83-1.78],0.3225581795069893
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACP6,Lysophosphatidic acid phosphatase type 6,26284,185,1.03 [0.85-1.26],0.7431659898999888
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACRBP,Acrosin-binding protein,22527,153,1.25 [0.86-1.82],0.2459845962219302
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACRV1,Acrosomal protein SP-10,21999,150,1.22 [1.08-1.38],0.0018897228441872
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACSL1,Long-chain-fatty-acid--CoA ligase 1,21912,156,0.70 [0.43-1.16],0.1651590200174567
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACTA2,"Actin, aortic smooth muscle",25633,179,1.31 [1.01-1.69],0.0419272327407161
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACTN2,Alpha-actinin-2,21912,156,1.24 [0.98-1.55],0.0679775301774583
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACTN4,Alpha-actinin-4,25604,181,0.85 [0.54-1.34],0.4835383933408206
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACVRL1,Serine/threonine-protein kinase receptor R3,25862,182,2.35 [1.43-3.87],0.0007435601090655
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACY1,Aminoacylase-1,26090,184,1.05 [0.87-1.27],0.6056381025242178
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,21912,156,1.08 [0.83-1.41],0.5438830009980368
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ACYP1,Acylphosphatase-1,22063,154,1.11 [0.88-1.40],0.3794266975486466
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADA,Adenosine deaminase,26396,187,1.40 [1.01-1.96],0.0464153227990911
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADA2,Adenosine deaminase 2,25909,182,0.97 [0.71-1.33],0.8606676015216512
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21999,150,1.54 [1.15-2.06],0.0038903024573932
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,25633,179,1.31 [0.86-2.01],0.2091817275433768
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,25905,182,1.55 [1.07-2.24],0.0211096931728239
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,26396,187,1.70 [1.14-2.51],0.0086302169606295
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,26294,183,1.52 [0.97-2.37],0.068717545306131
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,22548,158,1.80 [1.15-2.82],0.0106195970219905
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,21999,150,1.49 [1.00-2.23],0.0482975106549145
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,26407,185,0.91 [0.52-1.58],0.727902719880815
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25966,181,1.83 [1.33-2.51],0.0002224231819255
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,25633,179,1.14 [0.79-1.64],0.4869284295428292
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,21999,150,1.78 [1.25-2.52],0.0012558428821301
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,26139,183,0.70 [0.53-0.92],0.0114343876264
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTSL2,ADAMTS-like protein 2,22632,159,1.22 [0.78-1.88],0.3820968394263893
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTSL4,ADAMTS-like protein 4,22017,158,0.85 [0.46-1.60],0.6225416223780389
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADAMTSL5,ADAMTS-like protein 5,22638,157,0.98 [0.66-1.43],0.900375211107459
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,25440,176,0.96 [0.63-1.46],0.8487264209947368
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADD1,Alpha-adducin,22143,155,1.11 [0.89-1.38],0.3626115738743345
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADGRB3,Adhesion G protein-coupled receptor B3,25862,182,1.32 [0.89-1.96],0.1604985557282154
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADGRD1,Adhesion G-protein coupled receptor D1,22143,155,1.28 [0.91-1.80],0.1587321398990363
Chapter XIV Diseases of the genitourinary system,Other disorders of  bladder,ADGRE1,Adhesion G protein-coupled receptor E1,22548,158,1.13 [0.86-1.48],0.3671666533916984
