Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ACSL1,Long-chain-fatty-acid--CoA ligase 1,37046,94,1.63 [1.14-2.33],0.0079570251236638
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ADA2,Adenosine deaminase 2,43851,108,1.53 [1.06-2.22],0.0248191564500905
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ADGRE1,Adhesion G protein-coupled receptor E1,38159,101,1.39 [1.01-1.91],0.046215882777382
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ADGRE2,Adhesion G protein-coupled receptor E2,44295,112,1.89 [1.08-3.30],0.0247116247944096
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ADGRE5,Adhesion G protein-coupled receptor E5,44419,110,1.79 [1.10-2.92],0.0188023086739091
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ADGRG1,Adhesion G-protein coupled receptor G1,43910,111,1.27 [1.05-1.53],0.0126084809292062
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AGR3,Anterior gradient protein 3,42952,106,1.35 [1.03-1.76],0.0269160137516934
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AHNAK2,Protein AHNAK2,37302,95,1.86 [1.08-3.19],0.0247827299438546
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AK1,Adenylate kinase isoenzyme 1,44090,106,0.74 [0.56-0.98],0.0358500232483447
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AMBN,Ameloblastin,43254,105,1.49 [1.02-2.17],0.0393024355265351
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AMOT,Angiomotin,37485,98,2.14 [1.40-3.27],0.0004153118243132
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ANKRA2,Ankyrin repeat family A protein 2,36951,97,1.33 [1.00-1.78],0.0478932176360314
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ANXA10,Annexin A10,43077,105,1.28 [1.07-1.54],0.0082315113715067
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ANXA5,Annexin A5,42936,104,1.86 [1.15-2.98],0.0107392002500676
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,APOA1,Apolipoprotein A-I,38373,100,0.36 [0.16-0.80],0.0120951442620141
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,APOC1,Apolipoprotein C-I,38298,100,0.58 [0.35-0.98],0.0417049464905581
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,APOM,Apolipoprotein M,44210,108,0.51 [0.28-0.91],0.0234083454859114
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,AREG,Amphiregulin,43910,111,1.49 [1.08-2.04],0.0143272559523305
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,ATF4,Cyclic AMP-dependent transcription factor ATF-4,36951,97,1.66 [1.07-2.59],0.0250963895298308
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,BCAM,Basal cell adhesion molecule,44105,112,2.32 [1.27-4.25],0.0063903444984459
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,BSG,Basigin,44493,110,2.23 [1.00-4.95],0.0496222242353895
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,BST2,Bone marrow stromal antigen 2,44474,113,1.47 [1.16-1.87],0.0014728062179246
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,BTNL10,Butyrophilin-like protein 10,36951,97,1.43 [1.04-1.98],0.0277028122594128
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5,37485,98,1.86 [1.11-3.10],0.018280893075505
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CA7,Carbonic anhydrase 7,37625,100,1.87 [1.34-2.61],0.0002408041607531
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CCND2,G1/S-specific cyclin-D2,37625,100,1.80 [1.05-3.08],0.0313889045663503
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other shoulder lesions,CD163,Scavenger receptor cysteine-rich type 1 protein M130,44278,108,1.52 [1.05-2.20],0.0264663503756242
