Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ABCA2,ATP-binding cassette sub-family A member 2,41386,221,1.78 [1.31-2.41],0.0002191069718552
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",48060,251,1.22 [1.07-1.38],0.0021103256031905
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACE,Angiotensin-converting enzyme,42837,222,1.65 [1.03-2.63],0.0365719712647396
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACE2,Angiotensin-converting enzyme 2,48295,256,1.58 [1.34-1.87],9.010638509927645e-08
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACP5,Tartrate-resistant acid phosphatase type 5,49414,264,1.46 [1.06-2.00],0.0195049085631521
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACRV1,Acrosomal protein SP-10,41549,222,1.20 [1.04-1.39],0.0126152703468433
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACTA2,"Actin, aortic smooth muscle",48295,256,1.88 [1.60-2.21],1.4776035743426435e-14
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACTN2,Alpha-actinin-2,41386,221,1.28 [1.06-1.56],0.0118691740451534
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,48751,252,6.10 [4.45-8.36],2.129236087028649e-29
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,41386,221,1.26 [1.01-1.56],0.0378718256213433
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADA2,Adenosine deaminase 2,48927,257,2.28 [1.84-2.84],8.8468214854471e-14
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,41549,222,2.26 [1.87-2.74],2.4888270602603258e-17
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,48295,256,1.68 [1.18-2.38],0.0037165810403355
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,48832,253,1.40 [1.03-1.89],0.0303809552756012
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,49562,262,2.01 [1.44-2.80],4.17875426547297e-05
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,42614,218,2.83 [2.04-3.93],5.317570328203755e-10
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,41549,222,1.83 [1.34-2.52],0.0001737703798305
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,49808,265,0.56 [0.36-0.87],0.0092979849595293
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,48971,258,2.69 [2.09-3.46],1.3450987204497161e-14
Chapter IX Diseases of the circulatory system,Other peripheral vascular diseases,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,48295,256,1.51 [1.20-1.89],0.0003539720649684
