Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Chronic gastritis,ACE2,Angiotensin-converting enzyme 2,38140,242,1.49 [1.23-1.80],4.704949154444527e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,ACTA2,"Actin, aortic smooth muscle",38140,242,1.25 [1.00-1.57],0.0483574191492455
Chapter XI Diseases of the digestive system,Chronic gastritis,ADA2,Adenosine deaminase 2,38591,242,1.58 [1.23-2.03],0.0003392264611261
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,33699,221,1.94 [1.31-2.86],0.0009453757766776
Chapter XI Diseases of the digestive system,Chronic gastritis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,38942,247,0.76 [0.60-0.98],0.0313109243276103
Chapter XI Diseases of the digestive system,Chronic gastritis,ADGRG1,Adhesion G-protein coupled receptor G1,38688,248,1.17 [1.02-1.34],0.0256129217015934
Chapter XI Diseases of the digestive system,Chronic gastritis,ADGRG2,Adhesion G-protein coupled receptor G2,38800,251,0.64 [0.44-0.94],0.0236441776088379
Chapter XI Diseases of the digestive system,Chronic gastritis,ADM,Pro-adrenomedullin,39165,251,1.69 [1.11-2.57],0.0141546979267469
Chapter XI Diseases of the digestive system,Chronic gastritis,AFP,Alpha-fetoprotein,38424,249,0.83 [0.70-0.99],0.0360819694693583
Chapter XI Diseases of the digestive system,Chronic gastritis,AGBL2,Cytosolic carboxypeptidase 2,32761,215,0.87 [0.76-0.99],0.0313365599027219
Chapter XI Diseases of the digestive system,Chronic gastritis,AGR2,Anterior gradient protein 2 homolog,37620,240,1.23 [1.10-1.37],0.000264466464885
Chapter XI Diseases of the digestive system,Chronic gastritis,AGRN,Agrin,38980,250,1.76 [1.31-2.36],0.0001483954159806
Chapter XI Diseases of the digestive system,Chronic gastritis,ALCAM,CD166 antigen,39303,252,1.91 [1.10-3.30],0.0213612135096162
Chapter XI Diseases of the digestive system,Chronic gastritis,ALDH2,"Aldehyde dehydrogenase, mitochondrial",33687,219,1.24 [1.03-1.50],0.0252674147580408
Chapter XI Diseases of the digestive system,Chronic gastritis,AMBP,Protein AMBP,39105,251,1.76 [1.02-3.03],0.0430478341338688
Chapter XI Diseases of the digestive system,Chronic gastritis,AMN,Protein amnionless,38107,241,1.31 [1.05-1.65],0.0180528245615218
Chapter XI Diseases of the digestive system,Chronic gastritis,ANGPT2,Angiopoietin-2,39165,251,1.70 [1.30-2.22],0.0001109978548523
Chapter XI Diseases of the digestive system,Chronic gastritis,ANGPTL4,Angiopoietin-related protein 4,38919,250,1.45 [1.14-1.86],0.0027260271306756
Chapter XI Diseases of the digestive system,Chronic gastritis,ANPEP,Aminopeptidase N,38914,246,1.49 [1.01-2.20],0.0443502007786868
Chapter XI Diseases of the digestive system,Chronic gastritis,ANXA10,Annexin A10,37936,243,1.47 [1.32-1.64],1.1358975108852627e-11
Chapter XI Diseases of the digestive system,Chronic gastritis,AREG,Amphiregulin,38688,248,1.45 [1.16-1.81],0.0010067936199843
Chapter XI Diseases of the digestive system,Chronic gastritis,ARHGAP25,Rho GTPase-activating protein 25,37938,244,0.72 [0.59-0.89],0.0025431276922572
Chapter XI Diseases of the digestive system,Chronic gastritis,ARNT,Aryl hydrocarbon receptor nuclear translocator,38107,241,1.61 [1.27-2.04],7.20391674839067e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,ASGR1,Asialoglycoprotein receptor 1,38556,250,2.11 [1.51-2.95],1.2261555798097889e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,ATP5PO,"ATP synthase subunit O, mitochondrial",37936,243,0.69 [0.51-0.93],0.0136873086449162
Chapter XI Diseases of the digestive system,Chronic gastritis,ATP6V1G1,V-type proton ATPase subunit G 1,32961,215,0.82 [0.68-0.99],0.0360292952740857
Chapter XI Diseases of the digestive system,Chronic gastritis,ATRAID,All-trans retinoic acid-induced differentiation factor,33699,221,1.62 [1.27-2.07],0.0001156495458253
Chapter XI Diseases of the digestive system,Chronic gastritis,B2M,Beta-2-microglobulin,33882,222,1.50 [1.20-1.87],0.0003320634651421
Chapter XI Diseases of the digestive system,Chronic gastritis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,37938,244,1.32 [1.12-1.55],0.0010662986570315
Chapter XI Diseases of the digestive system,Chronic gastritis,BCAN,Brevican core protein,38556,250,0.67 [0.48-0.92],0.0135594616208433
Chapter XI Diseases of the digestive system,Chronic gastritis,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",38760,251,1.36 [1.03-1.79],0.0286932024337442
Chapter XI Diseases of the digestive system,Chronic gastritis,BCL7A,B-cell CLL/lymphoma 7 protein family member A,32663,214,1.23 [1.04-1.45],0.0182968044110535
Chapter XI Diseases of the digestive system,Chronic gastritis,BGLAP,Osteocalcin,33849,221,1.31 [1.14-1.51],0.0002060990794845
Chapter XI Diseases of the digestive system,Chronic gastritis,BMP10,Bone morphogenetic protein 10,33105,216,0.61 [0.39-0.95],0.0278583200878958
Chapter XI Diseases of the digestive system,Chronic gastritis,BPIFB1,BPI fold-containing family B member 1,38728,250,1.22 [1.03-1.46],0.0229533844870249
Chapter XI Diseases of the digestive system,Chronic gastritis,BSG,Basigin,39183,251,2.21 [1.30-3.79],0.003638956110557
Chapter XI Diseases of the digestive system,Chronic gastritis,BST2,Bone marrow stromal antigen 2,39169,249,1.52 [1.28-1.80],2.2272062788436e-06
Chapter XI Diseases of the digestive system,Chronic gastritis,BTN2A1,Butyrophilin subfamily 2 member A1,38980,250,1.55 [1.03-2.33],0.0349203359002215
Chapter XI Diseases of the digestive system,Chronic gastritis,C1QA,Complement C1q subcomponent subunit A,39050,251,1.97 [1.22-3.17],0.0053609181465901
Chapter XI Diseases of the digestive system,Chronic gastritis,C1RL,Complement C1r subcomponent-like protein,33821,222,1.97 [1.01-3.84],0.0451627205962763
Chapter XI Diseases of the digestive system,Chronic gastritis,C7,Complement component C7,33057,221,1.66 [1.11-2.48],0.0144341702822106
Chapter XI Diseases of the digestive system,Chronic gastritis,CA14,Carbonic anhydrase 14,39165,251,0.67 [0.49-0.91],0.0116581555498081
Chapter XI Diseases of the digestive system,Chronic gastritis,CBLIF,Cobalamin binding intrinsic factor,38741,250,1.31 [1.12-1.52],0.0006150490828062
Chapter XI Diseases of the digestive system,Chronic gastritis,CBLN4,Cerebellin-4,39165,251,0.66 [0.47-0.93],0.0189339305535115
Chapter XI Diseases of the digestive system,Chronic gastritis,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,32961,215,1.33 [1.09-1.61],0.004508102192642
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL11,Eotaxin,39252,252,1.87 [1.39-2.51],3.444168742947047e-05
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL15,C-C motif chemokine 15,39303,252,1.34 [1.06-1.70],0.0148860104403699
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL16,C-C motif chemokine 16,39303,252,1.40 [1.13-1.74],0.0020947797504584
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL17,C-C motif chemokine 17,38721,250,1.17 [1.03-1.31],0.011784431062771
Chapter XI Diseases of the digestive system,Chronic gastritis,CCL20,C-C motif chemokine 20,39252,252,1.14 [1.02-1.28],0.0233774886602222
