Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ACRV1,Acrosomal protein SP-10,22935,211,1.42 [1.01-2.00],0.0419152897168578
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26573,247,0.62 [0.43-0.90],0.0130677480004971
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ADGRE5,Adhesion G protein-coupled receptor E5,27273,254,0.68 [0.46-1.00],0.049605041870178
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ADIPOQ,Adiponectin,23651,219,0.77 [0.64-0.93],0.0066413832547035
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,AMN,Protein amnionless,26539,239,1.45 [1.17-1.80],0.0007357069583039
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,AMOT,Angiomotin,23100,215,1.42 [1.06-1.89],0.0170098179281354
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,AOC3,Membrane primary amine oxidase,27166,252,0.66 [0.47-0.95],0.0236900715959887
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,APOD,Apolipoprotein D,22565,212,0.57 [0.38-0.86],0.0070076564891092
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,APOF,Apolipoprotein F,23615,218,0.61 [0.43-0.89],0.0093345303919747
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ASGR2,Asialoglycoprotein receptor 2,23615,218,1.93 [1.20-3.10],0.0070842117958744
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ASS1,Argininosuccinate synthase,22853,214,0.83 [0.70-0.98],0.0280490541212018
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,22853,214,1.52 [1.09-2.10],0.012450145805255
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,22853,214,1.39 [1.08-1.79],0.0100999544857717
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,AZU1,Azurocidin,26216,246,1.14 [1.00-1.30],0.0470183104933679
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,B4GALT1,"Beta-1,4-galactosyltransferase 1",27214,250,1.69 [1.14-2.51],0.0093924063686973
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,BCAM,Basal cell adhesion molecule,27076,249,0.59 [0.36-0.95],0.0314247944593608
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,BGLAP,Osteocalcin,23599,216,1.18 [1.02-1.36],0.0278749122974803
Chapter XIV Diseases of the genitourinary system,Other female pelvic inflammatory diseases,BOC,Brother of CDO,26573,247,0.50 [0.31-0.80],0.0040523509071128
