Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,44457,1811,1.01 [0.96-1.06],0.6811200817319354
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,43733,434,0.97 [0.88-1.07],0.5355921393720291
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,48592,334,1.00 [0.90-1.12],0.9319452537105664
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,33554,1581,1.00 [0.94-1.05],0.8706395968241107
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,48484,226,0.95 [0.84-1.09],0.4916960866242853
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,45327,174,0.92 [0.79-1.08],0.3103055820590515
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",50981,224,0.96 [0.84-1.10],0.5626970625267166
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,50986,152,0.97 [0.82-1.14],0.6766670811006834
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,44268,116,1.08 [0.90-1.31],0.3961337362240021
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,49314,240,0.97 [0.85-1.10],0.5987038652921988
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Other septicaemia,49228,154,0.88 [0.75-1.03],0.1117863782924776
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,51148,137,1.12 [0.94-1.33],0.1917248192086641
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Other viral diseases,51137,163,1.06 [0.91-1.24],0.448965156525336
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",51125,151,1.09 [0.93-1.29],0.2791792025053091
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,Mycoses,50439,104,1.00 [0.82-1.21],0.9871443057977572
GP6,Platelet glycoprotein VI,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",48697,827,1.01 [0.94-1.08],0.8100930602046394
