Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Certain infectious and parasitic diseases,38749,1577,1.44 [1.30-1.60],7.295029108713451e-12
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,38130,371,1.91 [1.59-2.29],6.399685361094931e-12
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,42276,294,1.52 [1.21-1.91],0.0003157636835708
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Implicit Sepsis,29218,1314,1.56 [1.39-1.75],3.775405874025807e-14
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other bacterial intestinal infections,42178,196,1.53 [1.16-2.02],0.002549119489222
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,39525,150,2.10 [1.63-2.69],7.207751411704558e-09
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,"Bacterial intestinal infections, IBD co-morbidities",44281,194,1.54 [1.17-2.03],0.0021310695063477
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,44287,131,1.21 [0.85-1.73],0.2899057456187832
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,38620,100,1.72 [1.18-2.49],0.0044277908656351
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,42916,207,2.00 [1.59-2.51],2.430248390057438e-09
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other septicaemia,42842,133,2.01 [1.53-2.65],6.618644030393088e-07
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Viral infections characterized by skin and mucous membrane lesions,44417,120,1.20 [0.82-1.74],0.3421155181660366
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other viral diseases,44416,148,1.66 [1.22-2.27],0.0013119147597437
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",44405,137,1.61 [1.16-2.23],0.0045308460606675
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Mycoses,43839,92,1.80 [1.24-2.60],0.0017691777331003
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,"Bacterial, viral and other infectious agents",42358,708,1.33 [1.14-1.55],0.0002580082278368
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,41894,244,1.55 [1.22-1.99],0.0004285049411417
KLRK1,NKG2-D type II integral membrane protein,Chapter I Certain infectious and parasitic diseases,Other bacterial agents as the cause of diseases classified to other chapters,42136,486,1.35 [1.13-1.63],0.0011962380183437
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Malignant neoplasm of colon, excluding all cancers (controls excluding all cancers)",35622,109,0.98 [0.67-1.44],0.9125007914719632
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Malignant melanoma of skin, excluding all cancers (controls excluding all cancers)",35607,94,1.11 [0.73-1.70],0.6184362681674922
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Other malignant neoplasms of skin (=non-melanoma skin cancer), excluding all cancers (controls excluding all cancers)",35967,454,1.17 [0.97-1.41],0.1062768391772831
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Squamous cell neoplasms and carcinomas of the skin, excluding all cancers (controls excluding all cancers)",35980,467,1.17 [0.97-1.41],0.0939583160919013
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",20182,585,1.07 [0.90-1.28],0.4334932427211896
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",16110,194,1.39 [1.07-1.81],0.0144537855100845
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Non-Hodgkin lymphoma, all, excluding all cancers (controls excluding all cancers)",35607,94,2.32 [1.75-3.08],6.200991524118474e-09
KLRK1,NKG2-D type II integral membrane protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,39782,1342,1.44 [1.29-1.61],2.6177341968052403e-10
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Benign neoplasm of colon, rectum, anus and anal canal",42220,580,1.07 [0.90-1.27],0.4308813528579289
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign neoplasm: Sigmoid colon,43613,207,1.11 [0.84-1.48],0.4513707431142699
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Benign neoplasm: Colon, unspecified",44561,195,1.23 [0.93-1.64],0.1521183001343241
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign neoplasm: Rectum,44081,120,0.92 [0.64-1.33],0.6574527463612712
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,44564,114,1.21 [0.83-1.77],0.3100463607525781
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign neoplasm: Stomach,44651,83,1.24 [0.81-1.92],0.3245012846683963
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign lipomatous neoplasm,44175,512,0.88 [0.73-1.05],0.1496243800016627
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk,44576,197,0.89 [0.66-1.18],0.4170083774112147
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,44581,154,1.03 [0.74-1.44],0.8422916918101039
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Haemangioma and lymphangioma, any site",44479,93,0.85 [0.56-1.29],0.4490730875901555
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,"Haemangioma, any site",44484,92,0.86 [0.56-1.31],0.4791606923329496
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Melanocytic naevi,44327,339,1.10 [0.88-1.38],0.4109495036325593
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Melanocytic naevi of other and unspecified parts of face,44597,154,1.13 [0.81-1.58],0.4624968461039143
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Other benign neoplasms of skin,44405,314,1.12 [0.89-1.42],0.3201075850080848
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Benign neoplasm of breast,24095,121,1.07 [0.74-1.57],0.7112340908578303
KLRK1,NKG2-D type II integral membrane protein,Chapter II Neoplasms,Leiomyoma of uterus,23665,885,0.92 [0.79-1.05],0.22203458946193
KLRK1,NKG2-D type II integral membrane protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other and unspecified iron deficiency,42475,332,1.53 [1.23-1.89],0.0001140312893966
KLRK1,NKG2-D type II integral membrane protein,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other anaemias,41924,588,1.55 [1.32-1.82],1.4668814853232548e-07
