Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,ADAMTSL5,ADAMTS-like protein 5,20124,74,0.45 [0.26-0.78],0.0043746961503097
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,ADGRG2,Adhesion G-protein coupled receptor G2,23144,84,2.50 [1.33-4.73],0.0046408338504568
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,ASPSCR1,Tether containing UBX domain for GLUT4,20083,76,0.58 [0.41-0.82],0.00167995160324
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,AXL,Tyrosine-protein kinase receptor UFO,23266,83,2.59 [1.39-4.81],0.0027521404271571
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,BCL2,Apoptosis regulator Bcl-2,20032,75,1.52 [1.20-1.94],0.0006322131316224
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,BGN,Biglycan,22581,84,1.26 [1.08-1.47],0.0027018801978191
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,BRD2,Bromodomain-containing protein 2,19468,72,1.72 [1.17-2.54],0.0063287325204386
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,CD2AP,CD2-associated protein,23144,84,0.65 [0.48-0.89],0.0079469737856031
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,CD5,T-cell surface glycoprotein CD5,23293,85,1.74 [1.16-2.59],0.0068199719046316
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,CLEC3B,Tetranectin,19678,74,2.77 [1.32-5.82],0.007225817354518
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,ECHS1,"Enoyl-CoA hydratase, mitochondrial",19621,75,0.69 [0.54-0.88],0.0027345491545568
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,ECSCR,Endothelial cell-specific chemotaxis regulator,19468,72,1.50 [1.17-1.93],0.0015775885978986
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,FCRL1,Fc receptor-like protein 1,23144,84,1.65 [1.16-2.33],0.0047929134824414
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,FCRL2,Fc receptor-like protein 2,23250,85,1.63 [1.23-2.15],0.0006202901353562
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,FRMD7,FERM domain-containing protein 7,19587,73,1.88 [1.25-2.81],0.002214845432785
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,GGT1,Glutathione hydrolase 1 proenzyme,23136,84,0.57 [0.38-0.87],0.0094519432974339
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,GOLGA3,Golgin subfamily A member 3,20083,76,0.65 [0.47-0.88],0.0059920290370045
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,GTF2IRD1,General transcription factor II-I repeat domain-containing protein 1,19768,75,1.36 [1.12-1.66],0.0023221512359208
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,HGF,Hepatocyte growth factor,23371,85,0.42 [0.24-0.76],0.0036670927685991
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,HIF1A,Hypoxia-inducible factor 1-alpha,19536,72,1.38 [1.10-1.73],0.0053707522461072
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,JCHAIN,Immunoglobulin J chain,22699,82,0.57 [0.42-0.77],0.0002222525983607
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,KAZALD1,Kazal-type serine protease inhibitor domain-containing protein 1,23033,85,1.82 [1.17-2.84],0.0081457413338904
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,LAP3,Cytosol aminopeptidase,22699,82,0.53 [0.34-0.83],0.005856478121063
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,LRTM1,Leucine-rich repeat and transmembrane domain-containing protein 1,19587,73,1.62 [1.13-2.32],0.0083127004115939
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,MMP8,Neutrophil collagenase,23286,85,0.71 [0.56-0.90],0.0052239374573905
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,MORC3,MORC family CW-type zinc finger protein 3,20093,75,2.02 [1.24-3.28],0.0044787215717707
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,MRPL52,"39S ribosomal protein L52, mitochondrial",19357,73,2.03 [1.33-3.12],0.0011454618633373
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,MZB1,Marginal zone B- and B1-cell-specific protein,23208,84,0.61 [0.42-0.89],0.0098498044560847
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,NIT1,Deaminated glutathione amidase,19621,75,0.52 [0.34-0.80],0.0026072582860163
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,OSM,Oncostatin-M,22987,85,0.70 [0.53-0.91],0.0086126457007165
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,PER3,Period circadian protein homolog 3,19536,72,0.71 [0.58-0.87],0.0010460326789469
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,PI16,Peptidase inhibitor 16,20140,75,3.23 [1.39-7.47],0.0061949061119421
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,PLXNA4,Plexin-A4,23087,85,0.73 [0.57-0.92],0.0070231810559088
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,POF1B,Protein POF1B,19536,72,1.62 [1.14-2.32],0.007880741644883
Chapter II Neoplasms,Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs,POLR2A,DNA-directed RNA polymerase II subunit RPB1,19536,72,2.03 [1.20-3.45],0.0085648928488584
