Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ACE,Angiotensin-converting enzyme,17939,84,0.39 [0.19-0.79],0.0092328716606037
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ACRV1,Acrosomal protein SP-10,17407,81,0.55 [0.42-0.71],6.211827989761378e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,AGXT,Serine--pyruvate aminotransferase,20542,101,1.33 [1.08-1.65],0.0079979891352331
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,AKR1B10,Aldo-keto reductase family 1 member B10,17446,81,1.44 [1.12-1.87],0.0051667318131098
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ALCAM,CD166 antigen,20797,102,4.73 [2.18-10.25],8.082412936778758e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ANPEP,Aminopeptidase N,20637,98,2.18 [1.27-3.76],0.0049012110152188
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,APOD,Apolipoprotein D,17183,78,0.37 [0.19-0.73],0.0040327595423774
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,APRT,Adenine phosphoribosyltransferase,20312,102,0.63 [0.45-0.89],0.0092039313247864
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ATRN,"Attractin, Isoform 2",17963,81,4.25 [1.43-12.64],0.0093238255374653
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ATXN10,Ataxin-10,20080,98,0.72 [0.57-0.91],0.0051578336366109
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",20491,104,0.58 [0.42-0.81],0.0014057564999165
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,BST2,Bone marrow stromal antigen 2,20706,103,1.48 [1.14-1.92],0.0031065893033464
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,C1GALT1C1,C1GALT1-specific chaperone 1,17331,84,1.86 [1.22-2.84],0.0040291886636243
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,C1RL,Complement C1r subcomponent-like protein,17927,81,4.46 [1.46-13.58],0.0085317834065209
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,C2,Complement C2,20627,99,3.43 [1.39-8.43],0.0073099118423938
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,C8B,Complement component C8 beta chain,17963,81,2.52 [1.27-4.99],0.0080977237471587
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CA6,Carbonic anhydrase 6,20512,101,0.70 [0.54-0.92],0.0094493696776218
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CD99,CD99 antigen,20573,101,0.25 [0.11-0.58],0.0013186966372659
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,17848,84,1.48 [1.15-1.91],0.0024909841765138
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CELA3A,Chymotrypsin-like elastase family member 3A,20766,102,0.67 [0.51-0.90],0.0064674817832637
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CES1,Liver carboxylesterase 1,20612,102,1.31 [1.07-1.59],0.0075136209074473
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CFB,Complement factor B,17640,81,2.87 [1.48-5.56],0.001762007401574
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CFI,Complement factor I,17963,81,4.08 [1.43-11.62],0.008378382159327
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CGA,Glycoprotein hormones alpha chain,20573,101,1.32 [1.11-1.58],0.001593973838457
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CRISP2,Cysteine-rich secretory protein 2,20712,104,0.64 [0.51-0.80],8.60795649452012e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CTRC,Chymotrypsin-C,20544,103,0.66 [0.51-0.84],0.0009040225182887
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CTRL,Chymotrypsin-like protease CTRL-1,17907,85,0.65 [0.49-0.87],0.0031100837995239
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CTSO,Cathepsin O,20745,104,2.01 [1.19-3.39],0.0090143559181003
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,CYTL1,Cytokine-like protein 1,17939,85,0.31 [0.14-0.67],0.0032663682970725
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,DNAJB2,DnaJ homolog subfamily B member 2,17557,81,0.57 [0.37-0.87],0.0095347470964785
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,DPP6,Dipeptidyl aminopeptidase-like protein 6,20444,103,1.91 [1.17-3.11],0.0098205278350434
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,EDDM3B,Epididymal secretory protein E3-beta,17849,84,0.53 [0.40-0.72],2.85571569175023e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ENDOU,Poly(U)-specific endoribonuclease,16531,79,0.50 [0.34-0.73],0.000330550224727
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ENPP2,Ectonucleotide pyrophosphatase/phosphodiesterase family member 2,20797,102,2.01 [1.24-3.25],0.0043527157318369
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,EPHA1,Ephrin type-A receptor 1,20613,104,0.50 [0.31-0.81],0.0050715642737473
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,EPO,Erythropoietin,20491,104,1.36 [1.13-1.64],0.0009508611163345
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,F11,Coagulation factor XI,17705,80,1.80 [1.15-2.83],0.0098688557769944
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FABP4,"Fatty acid-binding protein, adipocyte",20797,102,1.68 [1.27-2.21],0.0002536736211906
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FADD,FAS-associated death domain protein,20542,101,0.71 [0.56-0.91],0.0063052713963475
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,17936,86,1.45 [1.11-1.90],0.0061863342357994
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FCER1A,High affinity immunoglobulin epsilon receptor subunit alpha,17904,86,0.33 [0.14-0.74],0.0070411153445235
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FCRL5,Fc receptor-like protein 5,20573,101,0.66 [0.49-0.88],0.0047042185745442
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FGF23,Fibroblast growth factor 23,20682,104,1.55 [1.22-1.95],0.0002545352213857
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,FSHB,Follitropin subunit beta,17497,83,1.41 [1.15-1.72],0.0008854029055856
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,GMPR,GMP reductase 1,20745,104,0.62 [0.46-0.85],0.002451595432478
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,GP2,Pancreatic secretory granule membrane major glycoprotein GP2,19913,95,0.57 [0.44-0.73],1.2850457366487694e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,GRP,Gastrin-releasing peptide,17497,83,0.61 [0.42-0.88],0.0079570354088919
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,HLA-DRA,"HLA class II histocompatibility antigen, DR alpha chain",20439,104,2.11 [1.38-3.22],0.0005464968448191
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,HNF1A,Hepatocyte nuclear factor 1-alpha,17446,81,1.36 [1.12-1.66],0.0017679300155334
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ICAM1,Intercellular adhesion molecule 1,20487,99,2.19 [1.26-3.80],0.0053600595423552
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,IL17RB,Interleukin-17 receptor B,20244,103,0.62 [0.44-0.86],0.0045316690057742
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,INSL3,Insulin-like 3,17907,85,0.72 [0.61-0.85],9.929291432398727e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,IPCEF1,Interactor protein for cytohesin exchange factors 1,20325,102,0.76 [0.62-0.92],0.0047042574006149
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,KLK3,Prostate-specific antigen,17939,85,0.69 [0.58-0.81],5.214110891107128e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,KLKB1,Plasma kallikrein,17578,78,3.69 [1.60-8.50],0.0021465636413424
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LACTB2,Endoribonuclease LACTB2,20542,101,0.67 [0.51-0.89],0.005917089686549
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LAMP2,Lysosome-associated membrane glycoprotein 2,19921,100,3.90 [1.62-9.40],0.0024549785408714
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LELP1,Late cornified envelope-like proline-rich protein 1,17343,85,1.45 [1.23-1.71],7.686862817923273e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LEP,Leptin,20542,101,1.57 [1.27-1.93],2.344891063308097e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LHB,Lutropin subunit beta,20086,101,1.33 [1.14-1.54],0.0002547134157296
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LRRC25,Leucine-rich repeat-containing protein 25,20444,103,1.68 [1.16-2.44],0.0062916254463072
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LRTM2,Leucine-rich repeat and transmembrane domain-containing protein 2,17904,86,2.32 [1.39-3.90],0.001375012890774
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,LYZL2,Lysozyme-like protein 2,17277,82,0.28 [0.14-0.54],0.000177754871861
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,MATN3,Matrilin-3,20325,102,0.48 [0.28-0.83],0.0083873900898567
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,20358,102,1.56 [1.21-2.02],0.0006044449942128
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,METAP1,Methionine aminopeptidase 1,20080,98,0.35 [0.18-0.69],0.0021083611639355
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,MMP3,Stromelysin-1,20573,101,0.54 [0.40-0.74],8.3434145548322e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,MYBPC2,"Myosin-binding protein C, fast-type",17497,83,0.53 [0.36-0.76],0.0007265720899888
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,NPTX2,Neuronal pentraxin-2,17939,85,0.38 [0.22-0.66],0.0005015076004933
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,NT5E,5'-nucleotidase,20629,102,1.51 [1.16-1.96],0.0021896390952349
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,OBP2B,Odorant-binding protein 2b,20295,102,0.68 [0.55-0.85],0.0006107517406692
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PAXX,Protein PAXX,17557,81,0.50 [0.31-0.80],0.0036076592038483
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PCDH1,Protocadherin-1,20684,104,0.26 [0.10-0.66],0.0046957118791864
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PFKFB2,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2",20405,103,0.73 [0.59-0.92],0.0066367077008141
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PI3,Elafin,20293,102,0.65 [0.47-0.90],0.0099858480723709
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PLB1,"Phospholipase B1, membrane-associated",17907,85,0.61 [0.44-0.84],0.0025831238649626
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A,20086,101,0.68 [0.52-0.91],0.0084646818340159
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PROK1,Prokineticin-1,20491,104,0.65 [0.52-0.81],0.0001277306232469
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PSPN,Persephin,20491,104,0.80 [0.71-0.92],0.0010943082445024
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PTPRC,Receptor-type tyrosine-protein phosphatase C,17939,85,2.99 [1.57-5.70],0.0009033218655935
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PTPRR,Receptor-type tyrosine-protein phosphatase R,17907,85,1.97 [1.22-3.18],0.0052374693515036
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,PZP,Pregnancy zone protein,17963,81,1.70 [1.30-2.22],0.0001225961090519
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,RABGAP1L,Rab GTPase-activating protein 1-like,20131,100,0.65 [0.47-0.89],0.0083005235412399
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,REXO2,"Oligoribonuclease, mitochondrial",17331,84,1.54 [1.18-2.00],0.0015555661372545
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,RLN2,Prorelaxin H2,17520,81,0.51 [0.33-0.81],0.0039059399218949
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ROBO1,Roundabout homolog 1,20575,104,2.42 [1.31-4.46],0.0045486018112186
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,ROBO2,Roundabout homolog 2,20706,103,3.09 [1.62-5.90],0.0006396786580902
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SCGB3A2,Secretoglobin family 3A member 2,20605,104,1.24 [1.06-1.44],0.0063486213896223
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SERPINA11,Serpin A11,20797,102,1.87 [1.25-2.81],0.0024564196679565
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SERPINA6,Corticosteroid-binding globulin,17963,81,6.57 [2.19-19.67],0.0007683344869555
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SERPINC1,Antithrombin-III,17931,81,6.08 [1.65-22.43],0.0067542810593977
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SNAP23,Synaptosomal-associated protein 23,20542,101,0.78 [0.64-0.94],0.0086126860308913
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SNCG,Gamma-synuclein,20358,102,1.47 [1.13-1.91],0.0038965115605155
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SNX15,Sorting nexin-15,17557,81,0.55 [0.37-0.83],0.0047885851019012
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SPESP1,Sperm equatorial segment protein 1,17936,86,0.28 [0.14-0.55],0.0002150448088247
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SPINT3,Kunitz-type protease inhibitor 3,17848,84,0.85 [0.78-0.92],6.865646414866243e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,SPRR3,Small proline-rich protein 3,17907,85,1.39 [1.08-1.78],0.0098312417382675
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,TEX101,Testis-expressed protein 101,17446,81,0.53 [0.38-0.73],0.0001215914907851
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,20771,102,2.15 [1.37-3.37],0.0009128206098075
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,TREM2,Triggering receptor expressed on myeloid cells 2,20542,103,1.53 [1.12-2.10],0.0080223037777465
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,TSHB,Thyrotropin subunit beta,20542,101,0.74 [0.60-0.91],0.004416548284018
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,USP8,Ubiquitin carboxyl-terminal hydrolase 8,20168,97,0.76 [0.62-0.93],0.0091002050471212
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,VIT,Vitrin,17936,86,0.44 [0.27-0.73],0.0014174571095512
Chapter XII Diseases of the skin and subcutaneous tissue,Atrophic disorders of skin,XG,Glycoprotein Xg,20712,102,2.19 [1.51-3.19],3.722851992228099e-05
