Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ACE,Angiotensin-converting enzyme,18772,157,2.03 [1.21-3.42],0.007559305944091
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ACVRL1,Serine/threonine-protein kinase receptor R3,21268,178,1.99 [1.27-3.13],0.0026464046032664
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADA2,Adenosine deaminase 2,21386,176,1.50 [1.13-1.99],0.0049662220382399
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18193,151,2.18 [1.52-3.13],2.217970729079737e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,18670,154,2.58 [1.69-3.94],1.221907789604588e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,21379,177,1.99 [1.46-2.72],1.3720948142162372e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,21092,174,1.69 [1.33-2.15],1.4602474084025286e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,18193,151,1.81 [1.23-2.68],0.002824383642081
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAMTSL4,ADAMTS-like protein 4,18291,149,2.35 [1.24-4.44],0.0086897228560653
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADIPOQ,Adiponectin,18799,157,1.35 [1.11-1.65],0.0028511140559268
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADM,Pro-adrenomedullin,21661,178,2.66 [1.61-4.39],0.0001238375573379
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AGR2,Anterior gradient protein 2 homolog,20821,174,1.30 [1.15-1.48],3.270405812512087e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AGR3,Anterior gradient protein 3,20965,174,1.35 [1.09-1.66],0.0051451139577077
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AGRN,Agrin,21582,180,2.06 [1.51-2.81],5.341884721071499e-06
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AGXT,Serine--pyruvate aminotransferase,21487,177,1.29 [1.10-1.52],0.0017320186605408
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AHNAK2,Protein AHNAK2,18291,149,2.02 [1.34-3.06],0.0008265774806318
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ALCAM,CD166 antigen,21756,180,2.59 [1.43-4.69],0.0017038916273848
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,AMBP,Protein AMBP,21627,178,3.68 [2.03-6.70],1.888430799430993e-05
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANGPT2,Angiopoietin-2,21661,178,1.57 [1.14-2.16],0.0058149666601937
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANGPTL1,Angiopoietin-related protein 1,21189,176,2.22 [1.43-3.46],0.0004199437976904
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANGPTL4,Angiopoietin-related protein 4,21546,180,1.62 [1.21-2.16],0.0010762846477892
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANGPTL7,Angiopoietin-related protein 7,21661,178,2.02 [1.45-2.81],3.404916532112378e-05
