Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NAP1L4,Nucleosome assembly protein 1-like 4,Lifestyle factors,X1050.Time spend outdoors in summer,39802,-0.00163714266998088,0.022824852906723,-0.0463738543671579,0.0430995690271962,0.942820071461759
NAP1L4,Nucleosome assembly protein 1-like 4,Lifestyle factors,X1060.Time spent outdoors in winter,34704,0.0255220206606334,0.0256724534606143,-0.0247959881221706,0.0758400294434374,0.320161500807094
NAP1L4,Nucleosome assembly protein 1-like 4,Physical activities,X1070.Time spent watching television (TV),41888,0.0543159143479822,0.022755962582,0.00971422768726229,0.0989176010087021,0.0169961180044984
NAP1L4,Nucleosome assembly protein 1-like 4,Physical activities,X1080.Time spent using computer,34705,-0.0072027715367124,0.0236147947175765,-0.0534877691831624,0.0390822261097376,0.760359624186298
NAP1L4,Nucleosome assembly protein 1-like 4,Physical activities,X1090.Time spent driving,30163,-0.0406278321864572,0.0257530704854409,-0.0911038503379213,0.00984818596500688,0.114669914997521
NAP1L4,Nucleosome assembly protein 1-like 4,Lifestyle factors,X1160.Sleep duration,44112,-0.0159713404392181,0.0207292183247832,-0.0566006083557933,0.024657927477357,0.44102242275768
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,14363,-0.00580071414995778,0.0114454251678435,-0.028233747478931,0.0166323191790154,0.612292357392186
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,14363,0.0072522040165097,0.011206435039592,-0.0147124086610905,0.0292168166941099,0.51754755416238
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,14363,-0.00966742176278604,0.0127072162719787,-0.0345735656558642,0.0152387221302921,0.446799772035834
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,14363,0.00357224512390759,0.0130097838215013,-0.0219269311662349,0.0290714214140501,0.783641783193201
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,14363,-0.0106750864477509,0.0131860138430455,-0.0365196735801201,0.0151695006846182,0.418197064641435
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,14363,-0.0686484801116708,0.0282311152738043,-0.123981466048327,-0.0133154941750143,0.0150419526814081
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,14363,-0.00550322298420328,0.0286472107471069,-0.0616517560485327,0.0506453100801262,0.847664028562475
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,14363,-0.0240183800503697,0.0201137247655254,-0.0634412805907995,0.0154045204900601,0.232447289309949
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,14363,-0.0126895917240811,0.0148490358781334,-0.0417937020452225,0.0164145185970603,0.392801601811104
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,14363,0.00488237733697921,0.0101358139700441,-0.0149838180443073,0.0247485727182657,0.630029524222761
NAP1L4,Nucleosome assembly protein 1-like 4,Health and medical history,X120039#18.Location of pain during the past week_Upper back,14363,0.00285454468994823,0.0146189641262198,-0.0257986249974425,0.031507714377339,0.845189724295206
