Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Lifestyle factors,X1050.Time spend outdoors in summer,38887,0.00681266414371394,0.0162098987325456,-0.0249587373720755,0.0385840656595034,0.67428468797916
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Lifestyle factors,X1060.Time spent outdoors in winter,33953,0.0359446377474,0.0184583143513573,-0.000233658381260209,0.0721229338760603,0.0515020672127105
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Physical activities,X1070.Time spent watching television (TV),40935,0.0413938405018108,0.0162140198709265,0.0096143615547948,0.0731733194488268,0.010684589963072
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Physical activities,X1080.Time spent using computer,33888,-0.0346223680783704,0.0169259504282915,-0.0677972309178218,-0.00144750523891905,0.0408113393203201
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Physical activities,X1090.Time spent driving,29485,-0.0248437318767252,0.0183819046564581,-0.0608722650033831,0.0111848012499327,0.176535458790391
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Lifestyle factors,X1160.Sleep duration,43100,0.00321817303997641,0.01476616731795,-0.0257235149032057,0.0321598609831585,0.827475070507361
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,14051,0.0117468763612045,0.0170606021041925,-0.0216919037630128,0.0451856564854218,0.491125298586381
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,14051,0.0113760774524442,0.0166359233481989,-0.0212303323100257,0.0439824872149141,0.494096314280488
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,14051,-0.0349956426397558,0.018863803113346,-0.071968696741914,0.00197741146240242,0.0635922915641321
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,14051,-0.0203575331125464,0.0192866751288307,-0.0581594163650546,0.0174443501399618,0.291204269498598
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,14051,-0.00427804737998136,0.0195992868864078,-0.0426926496773406,0.0341365549173779,0.827217506836982
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,14051,-0.0412764512173438,0.0417706421670663,-0.123146909864794,0.0405940074301061,0.323086949347767
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,14051,-0.012876426540095,0.0422957437803865,-0.0957760843496525,0.0700232312694626,0.760798825973638
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,14051,-0.00962205195634908,0.0302430571422215,-0.0688984439551033,0.0496543400424051,0.750370289802913
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,14051,-0.0119746964788808,0.022110398313965,-0.0553110771742521,0.0313616842164906,0.588111888546074
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,14051,-0.012671744284575,0.0150056279926919,-0.0420827751502511,0.0167392865811011,0.398423385856508
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#18.Location of pain during the past week_Upper back,14051,0.021386540901886,0.0217332964631096,-0.0212107201658087,0.0639838019695808,0.325110366667133
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#19.Location of pain during the past week_Lower back,14051,0.000321283791767502,0.0121505968678837,-0.0234938860692846,0.0241364536528196,0.978905320933602
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,14051,-0.00287504729608341,0.0156464232236422,-0.0335420368144222,0.0277919422222553,0.854211382630263
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,14051,0.0103738228850484,0.0233431244130601,-0.0353787009645494,0.0561263467346463,0.656755979016348
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,14051,-0.0150503651099746,0.0216904762709631,-0.0575636986010622,0.027462968381113,0.487775384573715
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,14051,-0.0232066301065983,0.0288504301575573,-0.0797534732154107,0.0333402130022141,0.421192749706068
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,14051,-0.0207723531075649,0.0280638067127724,-0.0757774142645988,0.034232708049469,0.459201330900437
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#7.Location of pain during the past week_Left hip,14051,0.00110461611737175,0.0169704719906351,-0.0321575089842729,0.0343667412190165,0.948102889485608
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#8.Location of pain during the past week_Right hip,14051,-0.0118122157199782,0.0160478130564848,-0.0432659293106885,0.019641497870732,0.461704116053004
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,14051,-0.0127236182064158,0.0200382938079475,-0.0519986740699928,0.0265514376571613,0.525461494682381
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120040.Fatigue severity over the past week,14066,-0.0226726380822243,0.0264260248375794,-0.0744676467638799,0.0291223705994313,0.390925721580107
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120041.Waking unrefreshed severity over the past week,14069,-0.0119866156500393,0.0260146204471626,-0.0629752717264781,0.0390020404263995,0.644974646867296
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120042.Cognitive symptoms severity over the past week,14065,0.0211355722656327,0.0280621584649554,-0.0338662583256799,0.0761374028569452,0.451360462737536
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120098.Mobility problems today,14073,0.0130486110497234,0.0306248045891113,-0.0469760059449347,0.0730732280443815,0.670056212769392
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120099.Self-care problems today,14073,-0.0849301460108652,0.0504464999902208,-0.183805285991698,0.0139449939699675,0.092287266790766
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120100.Problems doing usual activities,14073,0.0114229235443501,0.0291448012572649,-0.0457008869198892,0.0685467340085894,0.695110767171859
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120101.Pain or discomfort today,14073,-0.0171867693830119,0.026010097066625,-0.068166559633597,0.0337930208675731,0.508768741647276
UBE2Z,Ubiquitin-conjugating enzyme E2 Z,Health and medical history,X120102.Anxiety or depression today,14073,0.00363128029060542,0.0318028797709561,-0.0587023640604685,0.0659649246416793,0.909096051796208
