Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
ITGB1BP2,Integrin beta-1-binding protein 2,Lifestyle factors,X1050.Time spend outdoors in summer,45269,0.0195071787863028,0.00735212979545052,0.00509700438721981,0.0339173531853859,0.00797441262125995
ITGB1BP2,Integrin beta-1-binding protein 2,Lifestyle factors,X1060.Time spent outdoors in winter,39521,0.0164508390963724,0.00828568379410417,0.000210898859928203,0.0326907793328166,0.047100951537967
ITGB1BP2,Integrin beta-1-binding protein 2,Physical activities,X1070.Time spent watching television (TV),47580,0.0145635174552019,0.00734396661209796,0.000169342895489871,0.0289576920149139,0.0473666064271479
ITGB1BP2,Integrin beta-1-binding protein 2,Physical activities,X1080.Time spent using computer,39468,-0.0312707044359149,0.00761378683507677,-0.0461937266326654,-0.0163476822391645,4.01437235286884e-05
ITGB1BP2,Integrin beta-1-binding protein 2,Physical activities,X1090.Time spent driving,34273,-0.00500367665100518,0.00834045700551577,-0.0213509723818161,0.0113436190798057,0.548557952307481
ITGB1BP2,Integrin beta-1-binding protein 2,Lifestyle factors,X1160.Sleep duration,50132,-0.0083695878266654,0.00669642955384076,-0.0214945897521933,0.0047554140988625,0.211357163657655
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,16773,0.0416444161567995,0.0314404245771373,-0.0199788160143896,0.103267648327989,0.185338491695278
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,16773,0.0228564508100569,0.0306572371891514,-0.0372317340806799,0.0829446357007937,0.45595078492499
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,16773,-0.0426130047012783,0.0350435339941709,-0.111298331329853,0.0260723219272967,0.22400131704623
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,16773,0.0482282444877355,0.035852849385687,-0.0220433403082109,0.118499829283682,0.178587939222068
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,16773,0.00292762897310599,0.0365354273810071,-0.0686818086936679,0.0745370666398798,0.936133836251102
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,16773,-0.0975459284854691,0.077428590323119,-0.249305965518782,0.0542141085478441,0.207752583570889
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,16773,0.00128684271256956,0.0809887150997807,-0.157451038883001,0.16002472430814,0.987323006527028
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,16773,-0.0530699124696965,0.0550441664062299,-0.160956478625907,0.0548166536865141,0.334993022946469
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,16773,-0.0408126222928911,0.0403993064233369,-0.119995262882631,0.0383700182968492,0.312399327189661
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,16773,-0.0153925538031578,0.027681846271149,-0.0696489724946099,0.0388638648882942,0.57818253761381
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#18.Location of pain during the past week_Upper back,16773,0.0452549354260962,0.0401104771709095,-0.0333615998288863,0.123871470681079,0.25922745644353
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#19.Location of pain during the past week_Lower back,16773,-0.00408419659458238,0.0224065466752266,-0.0480010280780265,0.0398326348888618,0.855367605318459
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,16773,-0.012110123189887,0.0290873250726123,-0.0691212803322072,0.0449010339524331,0.677168915789914
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,16773,0.0554849172927451,0.043071217741419,-0.0289346694804362,0.139904504065926,0.197689494489671
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,16773,-0.0334298052776681,0.0407647679592508,-0.1133287504778,0.0464691399224634,0.412190075402864
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,16773,0.00911471107933427,0.0545019790121562,-0.0977091677844918,0.11593858994316,0.867186115563607
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,16773,0.0135657687956044,0.0515218507236153,-0.0874170586226816,0.11454859621389,0.792321616856222
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#7.Location of pain during the past week_Left hip,16773,0.0101596099903267,0.0315030129888214,-0.0515862954677631,0.0719055154484166,0.747080646320984
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#8.Location of pain during the past week_Right hip,16773,-0.0351576911460373,0.029973290217168,-0.0939053399716867,0.023589957679612,0.240825565656856
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,16773,0.0820042855104299,0.0372449797900537,0.00900412512192456,0.155004445898935,0.0276962608810088
ITGB1BP2,Integrin beta-1-binding protein 2,Health and medical history,X120040.Fatigue severity over the past week,16784,-0.00388520196006623,0.0119274717269139,-0.0272630465448174,0.0194926426246849,0.744628484263927
