Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
RAB10,Ras-related protein Rab-10,Lifestyle factors,X1050.Time spend outdoors in summer,40057,0.0597475601909877,0.0173380022922587,0.0257650756981606,0.0937300446838148,0.000569436017821771
RAB10,Ras-related protein Rab-10,Lifestyle factors,X1060.Time spent outdoors in winter,34964,0.0488824377275026,0.019603079741052,0.0104604014350407,0.0873044740199645,0.0126497224506465
RAB10,Ras-related protein Rab-10,Physical activities,X1070.Time spent watching television (TV),42146,0.0543093289949529,0.0173978885326727,0.0202094674709144,0.0884091905189913,0.00179989937730341
RAB10,Ras-related protein Rab-10,Physical activities,X1080.Time spent using computer,34934,-0.0922431487589597,0.0180558898166917,-0.127632692799675,-0.056853604718244,3.25990084311381e-07
RAB10,Ras-related protein Rab-10,Physical activities,X1090.Time spent driving,30352,-0.00497021545205763,0.0196299908287838,-0.043444997476474,0.0335045665723587,0.800119248708141
RAB10,Ras-related protein Rab-10,Lifestyle factors,X1160.Sleep duration,44385,-0.0214485185159885,0.0158368977631654,-0.0524888381317926,0.0095918010998157,0.175635342593003
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,14461,0.0143796242282608,0.015170644749679,-0.0153548394811099,0.0441140879376316,0.343217360129139
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,14461,0.0108891196591493,0.014776500217375,-0.0180728207669057,0.0398510600852043,0.46118209829735
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,14461,-0.016567797488592,0.0167571347564065,-0.0494117816111487,0.0162761866339647,0.322825965020056
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,14461,0.0236672722641426,0.017171800272642,-0.00998945627023571,0.0573240007985208,0.168143171134699
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,14461,-0.00679264219726627,0.0175198760811703,-0.0411315993163601,0.0275463149218275,0.698235900108103
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,14461,-0.0624611796483147,0.0373108247027354,-0.135590396065676,0.0106680367690467,0.0941371866735788
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,14461,-0.00908781862248065,0.0377647877851556,-0.0831068026813856,0.0649311654364244,0.809835505788751
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,14461,-0.00912403448757079,0.0267893748547486,-0.0616312092028781,0.0433831402277366,0.733421671005707
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,14461,-0.0387195457075214,0.0196369126146191,-0.0772078944321748,-0.000231196982867915,0.0486545063183635
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,14461,-0.00135818725575012,0.0133857595776874,-0.0275942760280175,0.0248779015165172,0.919182679369688
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#18.Location of pain during the past week_Upper back,14461,0.0260255003335419,0.0193446499997826,-0.0118900136660321,0.0639410143331158,0.17853042184358
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#19.Location of pain during the past week_Lower back,14461,-0.00225402634204701,0.0108325575680885,-0.0234858391755004,0.0189777864914064,0.83517031821421
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,14461,-0.00307111545059188,0.0139235125321478,-0.0303612000136015,0.0242189691124177,0.825430027238326
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,14461,0.00283240784485948,0.0206038382796792,-0.0375511151833117,0.0432159308730307,0.890661289029064
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,14461,-0.0110435795018865,0.0192944869198785,-0.0488607738648484,0.0267736148610754,0.567080451866503
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,14461,0.00911749537936327,0.0258128982718986,-0.041475785233558,0.0597107759922846,0.723932634237373
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,14461,0.0174832834958126,0.0248827955606378,-0.0312869958030376,0.0662535627946627,0.482300567082828
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#7.Location of pain during the past week_Left hip,14461,-0.00781878310572854,0.0151032947880651,-0.0374212408903361,0.0217836746788791,0.604684423893507
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#8.Location of pain during the past week_Right hip,14461,-0.0288675840957867,0.0143279415805063,-0.0569503495935791,-0.000784818597994372,0.0439466799498597
RAB10,Ras-related protein Rab-10,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,14461,0.0154408066677715,0.0178223185609827,-0.0194909377117545,0.0503725510472975,0.386299077747594
RAB10,Ras-related protein Rab-10,Health and medical history,X120040.Fatigue severity over the past week,14476,0.0311988977872438,0.0285759564675399,-0.0248099768891343,0.087207772463622,0.27494430937845
RAB10,Ras-related protein Rab-10,Health and medical history,X120041.Waking unrefreshed severity over the past week,14478,0.00047371380254596,0.0283795569240465,-0.0551502177685852,0.0560976453736771,0.986682496686264
RAB10,Ras-related protein Rab-10,Health and medical history,X120042.Cognitive symptoms severity over the past week,14475,0.0471266286776922,0.0307489912909823,-0.013141394252633,0.107394651608017,0.125390509957978
RAB10,Ras-related protein Rab-10,Health and medical history,X120098.Mobility problems today,14483,-0.00186497072440893,0.0333595995772407,-0.0672497858958008,0.0635198444469829,0.955418204540959
RAB10,Ras-related protein Rab-10,Health and medical history,X120099.Self-care problems today,14483,-0.013711340573564,0.0514937866393062,-0.114639162386604,0.0872164812394763,0.790033724776031
RAB10,Ras-related protein Rab-10,Health and medical history,X120100.Problems doing usual activities,14483,0.0214756278045258,0.0318485467042709,-0.040947523735845,0.0838987793448967,0.500128330243445
RAB10,Ras-related protein Rab-10,Health and medical history,X120101.Pain or discomfort today,14483,-0.0135018384763853,0.0285880411528044,-0.069534399135882,0.0425307221831114,0.636727118241155
RAB10,Ras-related protein Rab-10,Health and medical history,X120102.Anxiety or depression today,14483,0.0246887580120465,0.0346000611913881,-0.0431273619230741,0.0925048779471671,0.47551906350885
RAB10,Ras-related protein Rab-10,Health and medical history,X120103.Scale to indicate how health is today,14430,0.00641312517178399,0.00468872508753682,-0.00277677599978817,0.0156030263433562,0.17140355480815
