Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
CMC1,COX assembly mitochondrial protein homolog,Lifestyle factors,X1050.Time spend outdoors in summer,40057,0.0296393678834553,0.0102953835239425,0.00946041617652793,0.0498183195903826,0.00399277567007405
CMC1,COX assembly mitochondrial protein homolog,Lifestyle factors,X1060.Time spent outdoors in winter,34964,0.0284278167534943,0.0116120381752937,0.00566822192991872,0.0511874115770699,0.0143647353108856
CMC1,COX assembly mitochondrial protein homolog,Physical activities,X1070.Time spent watching television (TV),42146,0.0417839128965492,0.0103101574538464,0.0215760042870102,0.0619918215060882,5.07219890696723e-05
CMC1,COX assembly mitochondrial protein homolog,Physical activities,X1080.Time spent using computer,34934,-0.0445348764271015,0.010680882869098,-0.0654694068505336,-0.0236003460036695,3.05886820259545e-05
CMC1,COX assembly mitochondrial protein homolog,Physical activities,X1090.Time spent driving,30352,-0.00398153917474871,0.0116558466839633,-0.0268269986753168,0.0188639203258193,0.732660634795658
CMC1,COX assembly mitochondrial protein homolog,Lifestyle factors,X1160.Sleep duration,44385,-0.00928420529514013,0.00939151809737138,-0.027691580765988,0.00912317017570777,0.322877280155399
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,14461,0.0364559008386128,0.0255402722109156,-0.0136030326947817,0.0865148343720073,0.153489444286436
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,14461,0.0337339420154971,0.0248765820896018,-0.0150241588801225,0.0824920429111167,0.175103777618491
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,14461,-0.0551650605356523,0.0282095126826008,-0.11045570539355,0.000125584322245319,0.0505376536493976
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,14461,0.00938560679266527,0.0289122170975405,-0.0472823387185142,0.0660535523038447,0.74547017162549
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,14461,-0.0417624805496609,0.0294945488918675,-0.0995717963777212,0.0160468352783994,0.156814938304372
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,14461,-0.110690999185077,0.0628158009636166,-0.233809969073765,0.0124279707036118,0.07806473745559
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,14461,-0.0204838674163509,0.0635806495112652,-0.145101940458431,0.104134205625729,0.747327504863887
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,14461,-0.00981219480436101,0.0451026658967901,-0.0982134199620696,0.0785890303533476,0.82778092021823
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,14461,-0.0482904650764226,0.0330626893240774,-0.113093336151614,0.016512405998769,0.144154458592216
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,14461,-0.00721153466564357,0.0225361766002297,-0.0513824408020937,0.0369593714708066,0.748974365690199
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#18.Location of pain during the past week_Upper back,14461,0.0647012548693677,0.0325662205985886,0.000871462496133971,0.128531047242601,0.0469678897966261
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#19.Location of pain during the past week_Lower back,14461,-0.0130267943596909,0.0182373859548358,-0.048772070831169,0.0227184821117873,0.475059009871899
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,14461,-0.00228070058645438,0.0234416404440309,-0.0482263158567549,0.0436649146838461,0.92249529946006
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,14461,0.0652739792030642,0.0346843683854341,-0.00270738283238663,0.133255341238515,0.0598639380548685
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,14461,-0.0162340119533553,0.0324842620860124,-0.0799031656419396,0.047435141735229,0.617258689273174
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,14461,0.0244800268157249,0.0434582743320361,-0.0606981908750659,0.109658244506516,0.573239659808986
CMC1,COX assembly mitochondrial protein homolog,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,14461,0.050814118275832,0.0418912267362014,-0.0312926861271227,0.132920922678787,0.225149103720911
