Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ACAN,Aggrecan core protein,25841,550,1.95 [1.49-2.55],1.326658184864609e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADA,Adenosine deaminase,26332,560,1.52 [1.24-1.86],4.7986581265876426e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ADGRG2,Adhesion G-protein coupled receptor G2,26063,554,2.13 [1.61-2.81],1.0438011114797544e-07
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,BRK1,Protein BRICK1,25437,531,1.42 [1.20-1.68],3.4101812403746513e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CCN3,CCN family member 3,26343,556,1.65 [1.35-2.02],1.0405936533772731e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CD276,CD276 antigen,26070,550,1.65 [1.33-2.03],4.1170316337624165e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",22677,460,1.54 [1.25-1.89],5.1337279595706166e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CHGA,Chromogranin-A,22729,465,1.25 [1.16-1.36],4.818529386231896e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,COL9A1,Collagen alpha-1(IX) chain,26017,546,1.36 [1.18-1.58],3.765070246613491e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,COMP,Cartilage oligomeric matrix protein,25763,545,1.84 [1.47-2.31],8.357059072543685e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CRTAC1,Cartilage acidic protein 1,26381,557,1.70 [1.30-2.22],9.560694704105638e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,CXCL8,Interleukin-8,25862,543,1.22 [1.10-1.34],7.565363501685825e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,DCN,Decorin,25585,543,3.47 [2.55-4.73],2.918910792260605e-15
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,DDC,Aromatic-L-amino-acid decarboxylase,26021,554,1.41 [1.22-1.64],5.562359425478091e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,DPP4,Dipeptidyl peptidase 4,25551,537,2.01 [1.56-2.58],7.683797720432053e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,26251,552,1.73 [1.37-2.19],4.675627251526094e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,GAST,Gastrin,22677,460,1.13 [1.07-1.20],3.388567276893649e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,GDF15,Growth/differentiation factor 15,26381,557,1.36 [1.17-1.57],3.788852683288104e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,GPNMB,Transmembrane glycoprotein NMB,25357,537,1.84 [1.40-2.41],1.3514769176433353e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,GUCA2A,Guanylin,25953,551,1.57 [1.26-1.95],5.123212666421104e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,IL15,Interleukin-15,26017,546,1.65 [1.33-2.04],4.282173687295729e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ITGA11,Integrin alpha-11,26017,546,1.63 [1.32-2.02],8.191529254160627e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ITGAM,Integrin alpha-M,26078,552,1.60 [1.26-2.02],9.34032407705876e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,ITGB5,Integrin beta-5,26158,553,1.51 [1.25-1.82],1.3767239792330471e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,L1CAM,Neural cell adhesion molecule L1,26158,553,1.86 [1.43-2.41],3.621122218829747e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,LAYN,Layilin,25835,550,1.60 [1.30-1.97],6.7200266803927415e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,LEP,Leptin,26063,554,0.71 [0.63-0.79],4.486029242272789e-09
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,LEPR,Leptin receptor,26063,554,1.56 [1.25-1.95],8.684005118409379e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,LGALS4,Galectin-4,26070,550,1.31 [1.14-1.50],9.146836531395828e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,MYL3,Myosin light chain 3,22158,451,1.41 [1.24-1.59],5.493772410893143e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,MYOC,Myocilin,26078,552,1.39 [1.18-1.64],8.800656538042353e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,MYOM3,Myomesin-3,22236,454,1.25 [1.14-1.38],5.206792274264465e-06
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,NCS1,Neuronal calcium sensor 1,26292,555,2.10 [1.62-2.71],2.069661011245764e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,PRELP,Prolargin,26070,550,3.06 [2.19-4.29],7.735862836367373e-11
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,SCARA5,Scavenger receptor class A member 5,26301,557,1.98 [1.55-2.53],4.4896939159943695e-08
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,SOD2,"Superoxide dismutase [Mn], mitochondrial",26078,552,1.57 [1.32-1.87],4.381653499921653e-07
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,TSHB,Thyrotropin subunit beta,26063,554,0.83 [0.76-0.90],2.045359423274681e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,VSIG2,V-set and immunoglobulin domain-containing protein 2,22599,462,1.33 [1.16-1.52],5.276902639165351e-05
Chapter VI Diseases of the nervous system,Carpal tunnel syndrome,XG,Glycoprotein Xg,26251,552,1.68 [1.33-2.12],1.5255857459902617e-05
