Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,ADIPOQ,Adiponectin,22455,202,1.32 [1.08-1.61],0.007130627779769
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,AGRN,Agrin,25833,232,1.47 [1.06-2.04],0.0200316817715527
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,APOA2,Apolipoprotein A-II,22417,201,1.41 [1.07-1.86],0.0148412050660107
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,APOA4,Apolipoprotein A-IV,22455,202,1.43 [1.06-1.95],0.0210862200556513
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,APOB,Apolipoprotein B-100,22417,201,1.85 [1.01-3.41],0.047505316360153
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,21715,196,0.69 [0.49-0.96],0.0272232360772377
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,ART5,Ecto-ADP-ribosyltransferase 5,21701,199,1.19 [1.00-1.41],0.0479039465857776
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,AXL,Tyrosine-protein kinase receptor UFO,25801,231,1.75 [1.16-2.62],0.007332906790135
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",21701,199,1.30 [1.08-1.57],0.0064944292783441
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,BHLHE40,Class E basic helix-loop-helix protein 40,21701,199,1.25 [1.07-1.47],0.0055430985991542
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,BPIFB2,BPI fold-containing family B member 2,22371,203,0.81 [0.66-1.00],0.0487125241562701
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,BRD3,Bromodomain-containing protein 3,21715,196,1.28 [1.03-1.58],0.0247482370636969
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,BTN2A1,Butyrophilin subfamily 2 member A1,25833,232,1.66 [1.07-2.57],0.0226247750384647
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,C1QTNF1,Complement C1q tumor necrosis factor-related protein 1,25801,231,1.44 [1.11-1.87],0.0057201915169635
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CCN5,CCN family member 5,25712,233,1.37 [1.03-1.83],0.0332891915484039
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CD163,Scavenger receptor cysteine-rich type 1 protein M130,25801,231,1.31 [1.00-1.71],0.046434096248948
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CD248,Endosialin,22416,203,1.44 [1.04-2.01],0.0301832324284526
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CD27,CD27 antigen,25791,236,1.34 [1.02-1.77],0.0388643532712011
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CD55,Complement decay-accelerating factor,24792,222,1.54 [1.03-2.31],0.0350719378669991
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CD93,Complement component C1q receptor,24724,225,1.58 [1.10-2.28],0.0137714221119173
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CES1,Liver carboxylesterase 1,25753,233,0.83 [0.71-0.97],0.0172574243042673
Chapter XII Diseases of the skin and subcutaneous tissue,Other and unspecified disorders of skin and subcutaneous tissue,CFD,Complement factor D,22455,202,2.19 [1.19-4.05],0.0122155116017366
