Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Depression,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",25150,337,1.19 [1.06-1.32],0.0024383133578988
Chapter V Mental and behavioural disorders,Depression,ACE2,Angiotensin-converting enzyme 2,25272,337,1.53 [1.30-1.80],1.8349635243419562e-07
Chapter V Mental and behavioural disorders,Depression,ACTA2,"Actin, aortic smooth muscle",25272,337,1.26 [1.05-1.52],0.0143583829124686
Chapter V Mental and behavioural disorders,Depression,ACVRL1,Serine/threonine-protein kinase receptor R3,25545,340,3.14 [2.25-4.37],1.4633810471323262e-11
Chapter V Mental and behavioural disorders,Depression,ACY1,Aminoacylase-1,25765,342,1.19 [1.03-1.38],0.0177562627847223
Chapter V Mental and behavioural disorders,Depression,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,21747,275,1.22 [1.01-1.49],0.0427539964912306
Chapter V Mental and behavioural disorders,Depression,ADA2,Adenosine deaminase 2,25583,342,1.44 [1.16-1.80],0.0011722586326855
Chapter V Mental and behavioural disorders,Depression,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21809,277,1.31 [1.04-1.63],0.0193878097073509
Chapter V Mental and behavioural disorders,Depression,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,25586,340,1.47 [1.11-1.93],0.0062238531242789
Chapter V Mental and behavioural disorders,Depression,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,22333,285,2.19 [1.59-3.01],1.3701404159321877e-06
Chapter V Mental and behavioural disorders,Depression,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25651,342,1.70 [1.35-2.13],4.820387822186261e-06
Chapter V Mental and behavioural disorders,Depression,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,25845,345,0.64 [0.52-0.79],2.4006456629079323e-05
Chapter V Mental and behavioural disorders,Depression,ADAMTSL2,ADAMTS-like protein 2,22452,288,2.06 [1.51-2.80],4.6839722467543005e-06
Chapter V Mental and behavioural disorders,Depression,ADGRB3,Adhesion G protein-coupled receptor B3,25545,340,1.35 [1.01-1.80],0.0406426677767488
Chapter V Mental and behavioural disorders,Depression,ADGRG1,Adhesion G-protein coupled receptor G1,25651,342,1.18 [1.02-1.36],0.0218273274585933
Chapter V Mental and behavioural disorders,Depression,ADGRG2,Adhesion G-protein coupled receptor G2,25765,342,0.67 [0.48-0.96],0.0277548854854109
Chapter V Mental and behavioural disorders,Depression,ADH1B,All-trans-retinol dehydrogenase,21979,282,1.21 [1.05-1.39],0.007912218281842
Chapter V Mental and behavioural disorders,Depression,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,25272,337,1.15 [1.03-1.28],0.0124429465310499
Chapter V Mental and behavioural disorders,Depression,ADM,Pro-adrenomedullin,25976,347,3.48 [2.43-4.98],8.670551031086096e-12
Chapter V Mental and behavioural disorders,Depression,AFM,Afamin,22500,289,0.54 [0.30-0.97],0.0384013211275363
Chapter V Mental and behavioural disorders,Depression,AGR2,Anterior gradient protein 2 homolog,24916,328,1.23 [1.12-1.35],9.155071961525742e-06
Chapter V Mental and behavioural disorders,Depression,AGR3,Anterior gradient protein 3,25107,337,1.33 [1.14-1.55],0.0002360702443687
Chapter V Mental and behavioural disorders,Depression,AGRN,Agrin,25880,343,2.13 [1.68-2.70],4.008208042306387e-10
Chapter V Mental and behavioural disorders,Depression,AGRP,Agouti-related protein,26014,348,1.35 [1.13-1.61],0.0010053325675252
Chapter V Mental and behavioural disorders,Depression,AGXT,Serine--pyruvate aminotransferase,25765,342,1.14 [1.01-1.28],0.0298071915253855
Chapter V Mental and behavioural disorders,Depression,AHNAK,Neuroblast differentiation-associated protein AHNAK,21882,279,1.44 [1.03-2.00],0.0324684781321694
Chapter V Mental and behavioural disorders,Depression,AHNAK2,Protein AHNAK2,21882,279,1.93 [1.38-2.71],0.0001408982375902
Chapter V Mental and behavioural disorders,Depression,AIFM1,"Apoptosis-inducing factor 1, mitochondrial",25603,342,1.10 [1.00-1.20],0.0446988609619737
Chapter V Mental and behavioural disorders,Depression,AKR1B10,Aldo-keto reductase family 1 member B10,21815,280,1.30 [1.11-1.51],0.0008665765013541
Chapter V Mental and behavioural disorders,Depression,AKR7L,Aflatoxin B1 aldehyde reductase member 4,21809,277,1.16 [1.01-1.34],0.0410879027280898
Chapter V Mental and behavioural disorders,Depression,ALCAM,CD166 antigen,26065,346,2.04 [1.28-3.27],0.0028332802716015
Chapter V Mental and behavioural disorders,Depression,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",25661,342,1.20 [1.06-1.36],0.0031708423486484
Chapter V Mental and behavioural disorders,Depression,ALMS1,Alstrom syndrome protein 1,22019,285,0.71 [0.53-0.95],0.0201176045297457
Chapter V Mental and behavioural disorders,Depression,ALPP,"Alkaline phosphatase, placental type",25651,342,1.16 [1.08-1.26],0.0001515928649026
Chapter V Mental and behavioural disorders,Depression,AMBP,Protein AMBP,25938,346,4.14 [2.65-6.48],5.030351931144866e-10
Chapter V Mental and behavioural disorders,Depression,AMOT,Angiomotin,21979,282,1.57 [1.21-2.02],0.0005690619618694
