Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Smoking dependency,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18213,45,3.83 [2.11-6.94],9.528506852330896e-06
Chapter V Mental and behavioural disorders,Smoking dependency,AGRN,Agrin,21626,50,4.29 [2.79-6.59],3.442058977676075e-11
Chapter V Mental and behavioural disorders,Smoking dependency,ANG,Angiogenin,21508,51,4.51 [2.61-7.78],6.170479061812563e-08
Chapter V Mental and behavioural disorders,Smoking dependency,ANGPT2,Angiopoietin-2,21710,51,3.79 [2.26-6.36],4.650765495087703e-07
Chapter V Mental and behavioural disorders,Smoking dependency,AREG,Amphiregulin,21441,49,2.95 [1.94-4.48],3.859227327850249e-07
Chapter V Mental and behavioural disorders,Smoking dependency,ASGR1,Asialoglycoprotein receptor 1,21340,48,5.21 [2.97-9.16],9.624457474068286e-09
Chapter V Mental and behavioural disorders,Smoking dependency,BTN2A1,Butyrophilin subfamily 2 member A1,21626,50,4.99 [2.56-9.74],2.4624057543309792e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CCL14,C-C motif chemokine 14,21508,51,2.58 [1.70-3.91],8.407709812272213e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CCL16,C-C motif chemokine 16,21803,51,3.44 [2.11-5.62],7.7082121760435e-07
Chapter V Mental and behavioural disorders,Smoking dependency,CCL20,C-C motif chemokine 20,21748,50,1.60 [1.33-1.94],1.0222842289114677e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CCL21,C-C motif chemokine 21,21626,50,2.56 [1.91-3.43],2.3432988480878873e-10
Chapter V Mental and behavioural disorders,Smoking dependency,CD27,CD27 antigen,21621,47,2.88 [1.84-4.51],3.566033044080204e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CD302,CD302 antigen,21441,49,4.59 [2.67-7.88],3.5174483818650124e-08
Chapter V Mental and behavioural disorders,Smoking dependency,CD59,CD59 glycoprotein,20807,51,4.24 [2.24-8.03],9.086816295345504e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CD74,HLA class II histocompatibility antigen gamma chain,21704,51,3.69 [2.11-6.46],4.708736698789597e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CGREF1,Cell growth regulator with EF hand domain protein 1,21534,51,3.10 [1.88-5.12],9.073971209981396e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CHCHD6,MICOS complex subunit MIC25,18685,46,3.30 [2.00-5.43],2.673943342157459e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CHGA,Chromogranin-A,18784,45,1.73 [1.42-2.10],4.519721760685794e-08
Chapter V Mental and behavioural disorders,Smoking dependency,CKAP4,Cytoskeleton-associated protein 4,21650,50,4.09 [2.44-6.86],9.449927065144886e-08
Chapter V Mental and behavioural disorders,Smoking dependency,CLEC1A,C-type lectin domain family 1 member A,21119,48,4.07 [2.21-7.50],6.81535418620488e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CLEC6A,C-type lectin domain family 6 member A,21053,49,3.21 [2.09-4.94],9.907437442587192e-08
Chapter V Mental and behavioural disorders,Smoking dependency,CNTN1,Contactin-1,21803,51,0.23 [0.13-0.42],1.787437136403859e-06
Chapter V Mental and behavioural disorders,Smoking dependency,COL6A3,Collagen alpha-3(VI) chain,21803,51,3.97 [2.54-6.20],1.424749202437547e-09
Chapter V Mental and behavioural disorders,Smoking dependency,COLEC12,Collectin-12,21525,50,5.97 [2.98-11.96],4.586917908357226e-07
Chapter V Mental and behavioural disorders,Smoking dependency,CSF1,Macrophage colony-stimulating factor 1,21626,50,8.11 [4.01-16.40],5.7021853121916545e-09
Chapter V Mental and behavioural disorders,Smoking dependency,CST3,Cystatin-C,21618,50,6.03 [3.40-10.69],7.909929687715905e-10
Chapter V Mental and behavioural disorders,Smoking dependency,CXADR,Coxsackievirus and adenovirus receptor,21484,48,2.50 [1.71-3.64],2.11586584388804e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CXCL16,C-X-C motif chemokine 16,21773,51,7.95 [3.17-19.89],9.501516317753444e-06
Chapter V Mental and behavioural disorders,Smoking dependency,CXCL17,C-X-C motif chemokine 17,21748,50,3.11 [2.07-4.66],3.9166279561446334e-08
Chapter V Mental and behavioural disorders,Smoking dependency,EDA2R,Tumor necrosis factor receptor superfamily member 27,21710,51,3.90 [2.58-5.89],1.1510513893633598e-10
Chapter V Mental and behavioural disorders,Smoking dependency,EDN1,Endothelin-1,18300,44,7.41 [3.57-15.40],7.963062024257662e-08
Chapter V Mental and behavioural disorders,Smoking dependency,EFNA4,Ephrin-A4,21308,48,3.31 [2.05-5.35],1.0518618679331066e-06
Chapter V Mental and behavioural disorders,Smoking dependency,FABP1,"Fatty acid-binding protein, liver",21525,50,1.86 [1.49-2.32],4.512719483243173e-08
Chapter V Mental and behavioural disorders,Smoking dependency,FGF21,Fibroblast growth factor 21,21673,51,1.63 [1.38-1.94],2.0872532385282843e-08
Chapter V Mental and behavioural disorders,Smoking dependency,FGF23,Fibroblast growth factor 23,21677,51,1.90 [1.47-2.46],8.349970841993417e-07
Chapter V Mental and behavioural disorders,Smoking dependency,FGFBP1,Fibroblast growth factor-binding protein 1,21621,47,0.15 [0.08-0.30],4.465412504342303e-08
Chapter V Mental and behavioural disorders,Smoking dependency,FGFR2,Fibroblast growth factor receptor 2,21621,47,8.32 [3.40-20.33],3.370984199075504e-06
Chapter V Mental and behavioural disorders,Smoking dependency,FSTL3,Follistatin-related protein 3,21490,49,5.42 [3.13-9.37],1.4579118232266583e-09
Chapter V Mental and behavioural disorders,Smoking dependency,GDF15,Growth/differentiation factor 15,21803,51,3.31 [2.34-4.68],1.4957655717685454e-11
Chapter V Mental and behavioural disorders,Smoking dependency,GFRA1,GDNF family receptor alpha-1,21673,51,4.66 [2.39-9.08],6.086139783795164e-06
Chapter V Mental and behavioural disorders,Smoking dependency,GPR37,Prosaposin receptor GPR37,21119,48,2.82 [2.00-3.95],2.3717356716413508e-09
Chapter V Mental and behavioural disorders,Smoking dependency,HAVCR1,Hepatitis A virus cellular receptor 1,21674,51,2.43 [1.84-3.21],3.230238784932757e-10
Chapter V Mental and behavioural disorders,Smoking dependency,HAVCR2,Hepatitis A virus cellular receptor 2,21548,50,4.39 [2.51-7.67],2.0357392739833402e-07
Chapter V Mental and behavioural disorders,Smoking dependency,HGF,Hepatocyte growth factor,21748,50,4.34 [2.71-6.95],9.62857271852571e-10
Chapter V Mental and behavioural disorders,Smoking dependency,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,21399,51,4.84 [2.82-8.31],1.0282838637135417e-08
Chapter V Mental and behavioural disorders,Smoking dependency,HYAL1,Hyaluronidase-1,21443,51,7.87 [3.67-16.87],1.1708673894038365e-07
Chapter V Mental and behavioural disorders,Smoking dependency,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,18210,45,4.42 [2.62-7.46],2.7026240742025618e-08
Chapter V Mental and behavioural disorders,Smoking dependency,IGFBP4,Insulin-like growth factor-binding protein 4,21271,50,2.81 [1.98-3.97],5.3394973422250014e-09
Chapter V Mental and behavioural disorders,Smoking dependency,IGFBP6,Insulin-like growth factor-binding protein 6,21458,51,3.66 [2.22-6.03],3.830420299646343e-07
Chapter V Mental and behavioural disorders,Smoking dependency,IGFBP7,Insulin-like growth factor-binding protein 7,21803,51,3.04 [1.93-4.78],1.5789864364289188e-06
Chapter V Mental and behavioural disorders,Smoking dependency,IL19,Interleukin-19,20986,50,2.00 [1.55-2.58],7.667527046481727e-08
Chapter V Mental and behavioural disorders,Smoking dependency,IL6,Interleukin-6,21441,49,1.73 [1.45-2.06],7.590063079700517e-10
Chapter V Mental and behavioural disorders,Smoking dependency,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,21525,50,3.66 [2.40-5.58],1.7563261304833882e-09
Chapter V Mental and behavioural disorders,Smoking dependency,LBP,Lipopolysaccharide-binding protein,21653,51,2.72 [1.85-3.99],2.975233993985844e-07
Chapter V Mental and behavioural disorders,Smoking dependency,LGALS4,Galectin-4,21525,50,3.12 [2.17-4.47],6.334858137021471e-10
Chapter V Mental and behavioural disorders,Smoking dependency,LGALS7_LGALS7B,Galectin-7,21454,49,2.55 [1.72-3.80],3.6296960343863567e-06
Chapter V Mental and behavioural disorders,Smoking dependency,LGALS9,Galectin-9,21524,50,6.45 [3.54-11.73],1.0194932069657148e-09
Chapter V Mental and behavioural disorders,Smoking dependency,MMP12,Macrophage metalloelastase,21533,51,3.07 [2.19-4.30],7.645274006045162e-11
Chapter V Mental and behavioural disorders,Smoking dependency,NECTIN2,Nectin-2,21493,51,4.73 [2.63-8.51],2.0966819109069362e-07
Chapter V Mental and behavioural disorders,Smoking dependency,NECTIN4,Nectin-4,21621,47,3.28 [2.01-5.34],1.9769090273227224e-06
Chapter V Mental and behavioural disorders,Smoking dependency,NOS3,"Nitric oxide synthase, endothelial",21031,50,1.80 [1.39-2.33],7.356590510573787e-06
Chapter V Mental and behavioural disorders,Smoking dependency,NPC2,NPC intracellular cholesterol transporter 2,18456,45,3.87 [2.50-5.99],1.332365579084949e-09
Chapter V Mental and behavioural disorders,Smoking dependency,NPDC1,Neural proliferation differentiation and control protein 1,21534,51,3.30 [2.10-5.18],2.400079374419867e-07
Chapter V Mental and behavioural disorders,Smoking dependency,NPPC,C-type natriuretic peptide,21484,48,2.30 [1.66-3.20],7.174771479725313e-07
Chapter V Mental and behavioural disorders,Smoking dependency,OCLN,Occludin,18730,46,3.29 [2.20-4.90],5.367520707886465e-09
Chapter V Mental and behavioural disorders,Smoking dependency,PIGR,Polymeric immunoglobulin receptor,21260,50,5.83 [3.37-10.06],2.5878551521163387e-10
Chapter V Mental and behavioural disorders,Smoking dependency,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,21548,50,4.76 [2.68-8.45],9.882490608026901e-08
Chapter V Mental and behavioural disorders,Smoking dependency,PILRA,Paired immunoglobulin-like type 2 receptor alpha,21548,50,4.44 [2.50-7.88],3.450699520038346e-07
Chapter V Mental and behavioural disorders,Smoking dependency,PLAT,Tissue-type plasminogen activator,21738,51,2.88 [1.83-4.53],4.910444632658449e-06
Chapter V Mental and behavioural disorders,Smoking dependency,PLAUR,Urokinase plasminogen activator surface receptor,21387,50,7.40 [3.72-14.70],1.1098023716037989e-08
Chapter V Mental and behavioural disorders,Smoking dependency,PON3,Serum paraoxonase/lactonase 3,21626,50,0.34 [0.23-0.51],2.011867649480435e-07
Chapter V Mental and behavioural disorders,Smoking dependency,PRAP1,Proline-rich acidic protein 1,18784,45,6.41 [3.02-13.58],1.2693793294809565e-06
Chapter V Mental and behavioural disorders,Smoking dependency,PRSS8,Prostasin,21450,50,5.71 [3.51-9.28],2.195950176773632e-12
Chapter V Mental and behavioural disorders,Smoking dependency,PSAP,Prosaposin,18594,45,3.85 [2.32-6.38],1.638665998883894e-07
Chapter V Mental and behavioural disorders,Smoking dependency,RARRES2,Retinoic acid receptor responder protein 2,21681,51,2.66 [1.88-3.76],3.4836989756888944e-08
Chapter V Mental and behavioural disorders,Smoking dependency,RBFOX3,RNA binding protein fox-1 homolog 3,18730,46,2.49 [1.78-3.49],9.574594351228425e-08
