Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Varicose veins,ACRV1,Acrosomal protein SP-10,18417,427,0.82 [0.75-0.89],5.817664727250692e-06
Chapter IX Diseases of the circulatory system,Varicose veins,ADIPOQ,Adiponectin,19004,445,1.47 [1.30-1.66],3.150689271167905e-10
Chapter IX Diseases of the circulatory system,Varicose veins,APCS,Serum amyloid P-component,18820,443,0.52 [0.41-0.67],2.5843922791144825e-07
Chapter IX Diseases of the circulatory system,Varicose veins,CCL16,C-C motif chemokine 16,22047,519,0.72 [0.63-0.83],2.0698927791906256e-06
Chapter IX Diseases of the circulatory system,Varicose veins,DIPK2B,Divergent protein kinase domain 2B,18564,440,2.10 [1.59-2.77],2.056059381882661e-07
Chapter IX Diseases of the circulatory system,Varicose veins,IGFBP6,Insulin-like growth factor-binding protein 6,21702,509,0.53 [0.41-0.68],5.287060766157849e-07
Chapter IX Diseases of the circulatory system,Varicose veins,LPL,Lipoprotein lipase,21778,516,1.47 [1.26-1.72],1.1429464045198812e-06
Chapter IX Diseases of the circulatory system,Varicose veins,NOTCH3,Neurogenic locus notch homolog protein 3,22047,519,1.81 [1.45-2.26],1.8361183071176365e-07
Chapter IX Diseases of the circulatory system,Varicose veins,NTproBNP,N-terminal prohormone of brain natriuretic peptide,21778,516,1.16 [1.09-1.24],5.450695939750255e-06
Chapter IX Diseases of the circulatory system,Varicose veins,PROK1,Prokineticin-1,21737,510,0.75 [0.68-0.83],2.6808641407242814e-08
Chapter IX Diseases of the circulatory system,Varicose veins,TTR,Transthyretin,18801,443,0.41 [0.29-0.59],6.13225208242723e-07
