Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,16254,67,3.17 [2.03-4.96],4.5304888930730534e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,ADIPOQ,Adiponectin,16774,69,2.00 [1.49-2.70],4.90191172973904e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CA12,Carbonic anhydrase 12,19065,76,3.34 [2.09-5.32],4.112341605624085e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CCN3,CCN family member 3,19353,77,2.86 [1.84-4.43],2.6719483358052504e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CD276,CD276 antigen,19157,78,4.10 [2.49-6.74],2.6967497436485917e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CHGA,Chromogranin-A,16757,68,1.61 [1.36-1.90],2.2025654269476386e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CLEC5A,C-type lectin domain family 5 member A,19083,74,4.43 [2.63-7.45],2.134155604658118e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,COL9A1,Collagen alpha-1(IX) chain,19103,79,3.27 [2.41-4.45],4.39787809539385e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,CSF1,Macrophage colony-stimulating factor 1,19242,78,4.34 [2.36-8.00],2.443177010787669e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,DCTPP1,dCTP pyrophosphatase 1,19143,75,3.54 [2.14-5.87],9.27241509867011e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,EDA2R,Tumor necrosis factor receptor superfamily member 27,19312,80,2.42 [1.67-3.49],2.5875494117695265e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,EPHA2,Ephrin type-A receptor 2,18460,74,2.82 [1.84-4.34],2.182774168884651e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,HSPB6,Heat shock protein beta-6,19312,80,2.87 [1.95-4.23],9.507279751150256e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,LRP11,Low-density lipoprotein receptor-related protein 11,19143,75,3.50 [2.19-5.58],1.4866478513868518e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,LTBP2,Latent-transforming growth factor beta-binding protein 2,19387,77,3.10 [1.93-4.97],2.6675248993315004e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,PLAUR,Urokinase plasminogen activator surface receptor,19025,77,4.35 [2.45-7.72],5.240724401689107e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,POSTN,Periostin,16757,68,3.19 [2.01-5.07],9.10142944376614e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,PRELP,Prolargin,19157,78,4.70 [2.71-8.15],3.5829223380507725e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,RBFOX3,RNA binding protein fox-1 homolog 3,16716,68,2.10 [1.53-2.87],3.5844675720786545e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,SCARF2,Scavenger receptor class F member 2,19302,79,3.79 [2.20-6.54],1.6007927835239496e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Deforming dorsopathies,SPON1,Spondin-1,19189,78,2.96 [1.99-4.39],8.519356185077393e-08
