Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BGLAP,Osteocalcin,48000,-0.0595733628927176,0.00641913828175745,-0.0721548739249622,-0.046991851860473,1.82298180186768e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LAT2,Linker for activation of T-cells family member 2,51538,0.0853000945007094,0.00921351484453584,0.0672416054054192,0.103358583596,2.22589574557852e-20
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SF3B4,Splicing factor 3B subunit 4,51538,0.0498067636470531,0.00551181334885674,0.0390036094832939,0.0606099178108123,1.72252489776855e-19
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RABGAP1L,Rab GTPase-activating protein 1-like,51141,0.0402249725226906,0.00447515805642325,0.031453662732101,0.0489962823132802,2.66429206578173e-19
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,LYN,Tyrosine-protein kinase Lyn,51538,0.0557893392689281,0.00627856652520152,0.0434833488795331,0.068095329658323,6.72983423729291e-19
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,IL1B,Interleukin-1 beta,51004,0.0369575297747987,0.00419314509710254,0.0287389653844777,0.0451760941651196,1.2805952638167e-18
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,STAMBP,STAM-binding protein,51424,0.0414971713721824,0.00475517936067266,0.032177019825264,0.0508173229191008,2.76650126228126e-18
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,GFER,FAD-linked sulfhydryl oxidase ALR,50976,0.041760150731196,0.00479026444668452,0.0323712324156943,0.0511490690466976,2.99790764244187e-18
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CRKL,Crk-like protein,51691,0.067617444806344,0.00788396292372856,0.052164877475836,0.083070012136852,1.02728537418624e-17
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,SNX9,Sorting nexin-9,51659,0.0437098705885555,0.00510339352589708,0.0337072192777973,0.0537125218993138,1.13708006745621e-17
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,STIP1,Stress-induced-phosphoprotein 1,51598,0.0407562743689958,0.00482171094975414,0.0313057209074777,0.050206827830514,2.98508957229849e-17
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,TRIM5,Tripartite motif-containing protein 5,51643,0.0520078136002174,0.00636897031948659,0.0395246317740237,0.0644909954264111,3.32688170040964e-16
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HCLS1,Hematopoietic lineage cell-specific protein,51992,0.0336101524356083,0.004121180340363,0.0255326389684968,0.0416876659027198,3.62180434374712e-16
