Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,51587,0.0233467733304725,0.0026492250734624,0.0181542921864862,0.0285392544744588,1.29184268686998e-18
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG3,Proteasome assembly chaperone 3,51693,0.0339471563246544,0.00388927311730779,0.0263241810147312,0.0415701316345777,2.72452810769253e-18
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CA2,Carbonic anhydrase 2,51618,0.0445291508210941,0.00533478231922071,0.0340729774754215,0.0549853241667667,7.32657273841772e-17
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51654,0.0475675210958037,0.00570036208562674,0.0363948114079753,0.0587402307836321,7.46970918824807e-17
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51882,0.0461485064696079,0.00553373366383176,0.0353023884884977,0.0569946244507182,7.7993354563494e-17
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSME1,Proteasome activator complex subunit 1,51490,0.0233936584076937,0.00284107520655003,0.0178251510028556,0.0289621658125317,1.88834432093184e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,YOD1,Ubiquitin thioesterase OTU1,47284,0.039173756603428,0.00478645662190116,0.0297923016245017,0.0485552115823542,2.87727170732444e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSMG4,Proteasome assembly chaperone 4,47371,0.0349494252062118,0.00434958637292689,0.0264242359152751,0.0434746144971485,9.78537875117386e-16
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AARSD1,Alanyl-tRNA editing protein Aarsd1,51587,0.0336862814975475,0.00424512075429707,0.0253658448191253,0.0420067181759698,2.17874097806037e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PSME2,Proteasome activator complex subunit 2,51404,0.0220160815689881,0.00279357969097924,0.0165406653746688,0.0274914977633074,3.36818290169521e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DDI2,Protein DDI1 homolog 2,47515,0.0455799517598638,0.00587021067596416,0.0340743388349741,0.0570855646847536,8.51997938795845e-15
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,51780,0.0305007563052415,0.0039475694496901,0.0227635201838489,0.0382379924266341,1.14275772661916e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,SH3GLB2,Endophilin-B2,47987,0.0391329668391568,0.00506738611176591,0.0292008900600956,0.049065043618218,1.18475828862953e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DNAJC9,DnaJ homolog subfamily C member 9,47960,0.0450754051034431,0.00584369160253291,0.0336217695624787,0.0565290406444076,1.27124734829368e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PPME1,Protein phosphatase methylesterase 1,51587,0.0354767775867196,0.00462232978810114,0.0264170112020414,0.0445365439713979,1.70734005607825e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,DNAJB2,DnaJ homolog subfamily B member 2,47515,0.0315792996080301,0.004120969278622,0.023502199821931,0.0396563993941292,1.88490536630908e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AK1,Adenylate kinase isoenzyme 1,51707,0.0372872266106382,0.0048852616956018,0.0277121136872586,0.0468623395340177,2.37427748128903e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,ADD1,Alpha-adducin,47515,0.0397340059417976,0.00525515878275733,0.0294338947275933,0.050034117156002,4.14663577443421e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,IMPACT,Protein IMPACT,47987,0.0319274761490695,0.00422931610195392,0.0236380165892398,0.0402169357088991,4.53827637955111e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,AMPD3,AMP deaminase 3,47987,0.041029060605788,0.00548222896727585,0.0302838918299273,0.0517742293816487,7.45518729520418e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PRDX2,Peroxiredoxin-2,47676,0.0356094934232603,0.00476122170892619,0.026277498873765,0.0449414879727556,7.74378326261439e-14
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,NSFL1C,NSFL1 cofactor p47,51969,0.037179564999383,0.00499826449032383,0.0273829665983483,0.0469761634004177,1.04748381655285e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,ATXN3,Ataxin-3,47987,0.0352068342326027,0.00473731482110008,0.0259216971832466,0.0444919712819589,1.10680006010231e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,ST13,Hsc70-interacting protein,47515,0.0310349987497174,0.00421851590071271,0.0227667075843205,0.0393032899151143,1.94429136073955e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,RANBP1,Ran-specific GTPase-activating protein,47381,0.0293028070507961,0.00400795689761993,0.0214472115314611,0.0371584025701312,2.73310960891415e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,RABGAP1L,Rab GTPase-activating protein 1-like,51189,0.0337080321788912,0.00461438607664982,0.0246638354686576,0.0427522288891249,2.84876684424285e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,CAT,Catalase,47700,0.0300557713139683,0.00412982175617377,0.0219613206718677,0.0381502219560689,3.49961710760145e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,PKLR,Pyruvate kinase PKLR,51740,0.0365249953312465,0.00504104996378762,0.0266445374022228,0.0464054532602703,4.4198149603089e-13
Working and living environment,X24018.Nitrogen dioxide air pollution; 2007,BOLA2_BOLA2B,BolA-like protein 2,47381,0.0304097321286951,0.00420616148144245,0.0221656556250679,0.0386538086323223,4.98462858255201e-13
