Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,INHBC,Inhibin beta C chain,34894,-0.278729206668706,0.0406271505950939,-0.35835842183509,-0.199099991502322,7.22120360882429e-12
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,HGF,Hepatocyte growth factor,35038,-0.330458195581358,0.0518560038669712,-0.432095963160622,-0.228820428002095,1.93147795380313e-10
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,RARRES2,Retinoic acid receptor responder protein 2,34961,-0.226692139174294,0.0371338384311983,-0.299474462499443,-0.153909815849145,1.06414028316566e-09
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,IL1RN,Interleukin-1 receptor antagonist protein,34872,-0.201783693821717,0.033638067146799,-0.267714305429443,-0.135853082213991,2.05192121065486e-09
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,IGFBP1,Insulin-like growth factor-binding protein 1,35028,0.0809491310624226,0.014014865487484,0.0534799947069541,0.108418267417891,7.85635369011747e-09
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,FABP4,"Fatty acid-binding protein, adipocyte",35043,-0.207854502722199,0.0365614790200717,-0.279515001601539,-0.136194003842858,1.34035059952814e-08
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,CA14,Carbonic anhydrase 14,34997,0.272166481282018,0.0492677591299829,0.175601673387251,0.368731289176784,3.38367401622541e-08
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,SSC4D,Scavenger receptor cysteine-rich domain-containing group B protein,34901,-0.0835842297819617,0.0157733846310801,-0.114500063658879,-0.0526683959050448,1.18637482608983e-07
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,CFI,Complement factor I,33076,-0.510907748461845,0.101229327450803,-0.709317230265419,-0.312498266658272,4.57299478215353e-07
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,NPPC,C-type natriuretic peptide,34902,-0.198833053821796,0.0402307923042666,-0.277685406738158,-0.119980700905433,7.83359581256878e-07
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,CCL22,C-C motif chemokine 22,34755,-0.169215945601773,0.0350188297522645,-0.237852851916211,-0.100579039287334,1.36914398390902e-06
Diet and food preferences,X29149.Dependency of self-esteem on body shape or weight currently,DPT,Dermatopontin,35043,-0.294456976339766,0.0631580373531238,-0.418246729551888,-0.170667223127643,3.16428433472739e-06
