Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),NCAM1,Neural cell adhesion molecule 1,32754,-0.094668049414565,0.0229791913884663,-0.139707264535959,-0.0496288342931711,3.82754949076952e-05
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CHGA,Chromogranin-A,31571,0.224500244578281,0.0595909514143522,0.107701979806151,0.341298509350412,0.000166215661012952
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CCER2,Coiled-coil domain-containing glutamate-rich protein 2,31388,0.171305428579861,0.0472885681547874,0.0786198349964778,0.263991022163244,0.000293628422734912
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),TSHB,Thyrotropin subunit beta,32729,-0.203972723926167,0.056611833725526,-0.314931918028198,-0.0930135298241359,0.000316281558519229
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),AMOT,Angiomotin,31417,0.11114078855803,0.0311708695901159,0.0500458841614024,0.172235692954657,0.00036536055205624
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CCL20,C-C motif chemokine 20,32833,-0.212567075005638,0.0639524787899757,-0.33791393343399,-0.0872202165772852,0.000891464013061867
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),FCGR2A,Low affinity immunoglobulin gamma Fc region receptor II-a,32686,-0.150160275292984,0.0461734450451889,-0.240660227581554,-0.0596603230044135,0.00114989352981295
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),USP47,Ubiquitin carboxyl-terminal hydrolase 47,31313,0.214327865172161,0.0659136239037685,0.0851371623207749,0.343518568023548,0.00115248444272926
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),RNF149,E3 ubiquitin-protein ligase RNF149,31388,0.0743633697976813,0.0228936223776721,0.029491869937444,0.119234869657919,0.00116641398244746
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CDNF,Cerebral dopamine neurotrophic factor,32668,0.0767641735028985,0.023884231891563,0.029951078995435,0.123577268010362,0.00131366517722492
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),FCRL5,Fc receptor-like protein 5,32718,-0.130512598119022,0.0414642879459831,-0.211782602493148,-0.0492425937448949,0.00165168282241129
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),LCP1,Plastin-2,31571,-0.111296414719112,0.0359106756162636,-0.181681338926989,-0.0409114905112355,0.00194705174564856
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,31456,0.120916383839911,0.0392110432643959,0.0440627390416953,0.197770028638127,0.00205154604587816
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),TGFBI,Transforming growth factor-beta-induced protein ig-h3,32675,-0.0616468695524061,0.0200794475051575,-0.101002586662515,-0.0222911524422973,0.00214603816333968
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),PRR4,Proline-rich protein 4,31366,-0.165419789900467,0.0538968344795652,-0.271057585480415,-0.0597819943205189,0.00215403916822613
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),PDIA5,Protein disulfide-isomerase A5,31326,0.146205117904175,0.0480115120169272,0.052102554350998,0.240307681457353,0.00233328890585147
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2,32526,-0.0987047582142822,0.0335838108626384,-0.164529027505053,-0.032880488923511,0.00330080377952
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),FOLH1,Glutamate carboxypeptidase 2,31355,0.24793961266056,0.0843965052648999,0.0825224623413564,0.413356762979764,0.00331562701036571
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CFC1,Cryptic protein,32526,0.105633489189696,0.036140682522795,0.0347977514450175,0.176469226934374,0.00347749865722438
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),SIRT1,NAD-dependent protein deacetylase sirtuin-1,31355,0.198903706115632,0.0688881276758702,0.063882975870926,0.333924436360337,0.00389620745729049
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),AGER,Advanced glycosylation end product-specific receptor,32684,0.0850498250826346,0.0300479265753127,0.0261558889950218,0.143943761170247,0.00465843859521081
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),VIM,Vimentin,32598,-0.248832956332439,0.0881772486722927,-0.421660363730132,-0.0760055489347451,0.00478384118168913
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),NADK,NAD kinase,32729,-0.119683443413549,0.0426575535348433,-0.203292248341842,-0.0360746384852565,0.00503199132794411
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),ALDH2,"Aldehyde dehydrogenase, mitochondrial",31548,0.105322863774133,0.0376632440719118,0.0315029053931861,0.17914282215508,0.00517979123706346
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),PRRT3,Proline-rich transmembrane protein 3,31388,0.0777681048700609,0.0282040804535641,0.0224881071810753,0.133048102559046,0.00584150581548708
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),AKR7L,Aflatoxin B1 aldehyde reductase member 4,31355,0.149334247138258,0.0543805196022367,0.0427484287178737,0.255920065558642,0.00604526068964048
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CSNK1D,Casein kinase I isoform delta,31355,0.134108151253289,0.0489246999481021,0.0382157393550085,0.230000563151569,0.00613765162879946
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),COMMD9,COMM domain-containing protein 9,31548,0.0846755462964212,0.0309577806645568,0.0239982961938899,0.145352796398953,0.0062486414222625
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),IL17RB,Interleukin-17 receptor B,32613,0.109641357304394,0.0402894581179225,0.0306740193932659,0.188608695215522,0.00651462119689883
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),EPHB6,Ephrin type-B receptor 6,32636,0.0606604769466805,0.0224956078927876,0.0165690854768169,0.104751868416544,0.00701961083919324
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),SPINK8,Serine protease inhibitor Kazal-type 8,31313,-0.07333565439342,0.027254919438436,-0.126755296492755,-0.0199160122940854,0.00714546795603109
Mental health,X29039#2.Use of specific medications_Fluoxetine (Prozac or Oxactin),CA5A,"Carbonic anhydrase 5A, mitochondrial",32598,0.183363206943332,0.0684975256510227,0.0491080566673279,0.317618357219337,0.00744384963264079
