Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,CXADR,Coxsackievirus and adenovirus receptor,34726,0.195663661094973,0.0316041247898981,0.133719576506773,0.257607745683174,6.19123412447061e-10
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,APOF,Apolipoprotein F,32982,-0.521175492622811,0.0859307195948743,-0.689599703028764,-0.352751282216857,1.37146926740912e-09
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,GAST,Gastrin,32952,0.0954052487002826,0.0171998904880496,0.0616934633437054,0.12911703405686,2.99017721740352e-08
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,UPB1,Beta-ureidopropionase,32971,0.115883404147114,0.0210630908823506,0.0745997460177066,0.157167062276521,3.86281353208664e-08
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,TSPAN8,Tetraspanin-8,32945,0.099073410285908,0.0191051977405673,0.0616272227143961,0.13651959785742,2.19871895333193e-07
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,ASGR1,Asialoglycoprotein receptor 1,34666,0.293734411000239,0.056877157618455,0.182255182068067,0.405213639932411,2.45554546171336e-07
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,ITGAM,Integrin alpha-M,34738,-0.262712176022219,0.0512084458892615,-0.363080729965171,-0.162343622079266,2.94346562960356e-07
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,CA14,Carbonic anhydrase 14,34803,-0.235223579283954,0.0460958985300859,-0.325571540402922,-0.144875618164985,3.40072043728739e-07
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,CHGA,Chromogranin-A,32963,0.127427056600735,0.0258922779294647,0.0766781918589841,0.178175921342486,8.74223862917182e-07
Health and medical history,X21041.Degree to which abdominal pain or discomfort or altered bowel habits affect or interfere with life in general,CPM,Carboxypeptidase M,34787,0.232157019654402,0.0473593924664962,0.139332610420069,0.324981428888734,9.62174885117013e-07
