Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SIT1,Signaling threshold-regulating transmembrane adapter 1,49267,-0.0161913079282862,0.00394675658066814,-0.0239269508263958,-0.00845566503017667,4.10100282144836e-05
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SKAP1,Src kinase-associated phosphoprotein 1,49523,-0.0200622924665455,0.00521618192481508,-0.0302860090391831,-0.00983857589390797,0.000120271195332002
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,BGLAP,Osteocalcin,46281,-0.0234708019942315,0.00625198883274072,-0.0357247001064033,-0.0112169038820597,0.000174381066899734
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,PAG1,Phosphoprotein associated with glycosphingolipid-enriched microdomains 1,49293,-0.0144927468510851,0.00402124440807817,-0.0223743858909183,-0.00661110781125189,0.00031390056741835
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,DDC,Aromatic-L-amino-acid decarboxylase,49727,0.0121009495454249,0.00348193114361295,0.00527636450394357,0.0189255345869063,0.000511012165502855
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,NTRK2,BDNF/NT-3 growth factors receptor,49759,0.00631053255092909,0.00181671318279656,0.00274977471264783,0.00987129038921035,0.000514367264558688
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CD207,C-type lectin domain family 4 member K,49184,-0.00923714119890145,0.00271146980028944,-0.0145516220074688,-0.00392266039033414,0.000658575707164273
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CD6,T-cell differentiation antigen CD6,50008,-0.0124038311038719,0.00375492296291478,-0.0197634801111848,-0.00504418209655889,0.000956647299135568
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CAT,Catalase,45961,0.0125038789228344,0.00386191090095721,0.00493453355695821,0.0200732242887105,0.00120656522121148
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,UPK3BL1,Uroplakin-3b-like protein 1,45827,-0.012377486310086,0.00382312267629328,-0.0198708067556209,-0.00488416586455121,0.00120746779402513
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,AMPD3,AMP deaminase 3,46216,0.0162697643474229,0.00511514430179417,0.00624408151590637,0.0262954471789395,0.00147117811758084
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,GPNMB,Transmembrane glycoprotein NMB,49080,0.00642255584340641,0.00201929301589298,0.00246474153225617,0.0103803701545567,0.00147150142076688
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CDSN,Corneodesmosin,49978,0.00956372786370682,0.00301025369484825,0.00366363062180425,0.0154638251056094,0.00148954282039859
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CCN1,CCN family member 1,49599,-0.0170868907220302,0.00548391429810661,-0.0278353627463192,-0.00633841869774127,0.00183635745593453
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,THOP1,Thimet oligopeptidase,49644,0.00684218722369059,0.00224028611347182,0.00245122644128582,0.0112331480060954,0.00225923520449752
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ACY1,Aminoacylase-1,49759,0.0133463268779559,0.00441515053300206,0.00469263183327191,0.02200002192264,0.00250653199757791
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SELENOP,Selenoprotein P,46311,0.00475709282675601,0.00159107014973776,0.00163859533327,0.00787559032024201,0.00279398681258848
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,DCXR,L-xylulose reductase,49801,0.0114991244279449,0.00386010886414653,0.00393331105421768,0.0190649378016721,0.00289492622270761
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,DDI2,Protein DDI1 homolog 2,45789,0.016330731390894,0.00549174696765501,0.00556690733429021,0.0270945554474978,0.0029456599931502
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,NHLRC3,NHL repeat-containing protein 3,45264,-0.00668832283544751,0.00226933526609517,-0.0111362199569941,-0.00224042571390097,0.0032094853570872
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,IL15,Interleukin-15,49745,0.00672812973805245,0.00232442724272615,0.00217225234230919,0.0112840071337957,0.00380041012388568
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SPACA5_SPACA5B,Sperm acrosome-associated protein 5,46246,-0.00601668929004076,0.00208663122254655,-0.010106486486232,-0.00192689209384952,0.00393724249417518
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ALDH1A1,Retinal dehydrogenase 1,49725,0.0110836849481609,0.00384866477777442,0.00354030198372302,0.0186270679125988,0.00398155593690549
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CA3,Carbonic anhydrase 3,50020,0.0125996471233595,0.00439335498897923,0.0039886713449602,0.0212106229017588,0.0041355291766166
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,PSME2,Proteasome activator complex subunit 2,49455,0.0073506934907217,0.00261371007537506,0.00222782174298659,0.0124735652384568,0.00492168677967944
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,GNPDA1,Glucosamine-6-phosphate isomerase 1,45664,0.00663913149073103,0.00236097912373588,0.00201161240820871,0.0112666505732534,0.00492746972164307
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TRDMT1,tRNA (cytosine(38)-C(5))-methyltransferase,45866,-0.0164293732765984,0.00588683054828718,-0.0279675611512413,-0.00489118540195555,0.00526119965124072
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,H2AP,Huntingtin-interacting protein M,45482,0.00985400180188895,0.00354004601815704,0.00291551160630114,0.0167924919974768,0.00538092525666712
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CSH1,Chorionic somatomammotropin hormone 1,46298,-0.00669267413740206,0.00242651337394655,-0.0114486403503373,-0.00193670792446682,0.00581775717930781
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,NDUFS6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",49112,0.015818323224851,0.00573786653823761,0.00457210480990526,0.0270645416397967,0.0058406568663731
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,LILRA6,Leukocyte immunoglobulin-like receptor subfamily A member 6,46278,-0.0143832481047201,0.00524489941961046,-0.0246632509671566,-0.00410324524228361,0.00610533171928039
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,GOT1,"Aspartate aminotransferase, cytoplasmic",46281,0.00822928762681394,0.00300538589627964,0.00233873127010583,0.014119843983522,0.00618289968915172
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ACRV1,Acrosomal protein SP-10,45649,-0.0140904900408706,0.00518109742393839,-0.0242454409917898,-0.00393553908995137,0.00654135770399432
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,BLVRB,Flavin reductase,49725,0.0128505739796306,0.00473960669735919,0.00356094485280663,0.0221402031064546,0.00670608623746058
