Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,UBAC1,Ubiquitin-associated domain-containing protein 1,51587,0.017312425331618,0.002677666286083,0.0120641994108953,0.0225606512523407,1.02649277461727e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG3,Proteasome assembly chaperone 3,51693,0.0250129427723539,0.00393170997944537,0.017306791212641,0.0327190943320668,2.02437450255304e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME1,Proteasome activator complex subunit 1,51490,0.0179795424162239,0.0028709043475718,0.0123525698949831,0.0236065149374646,3.83995881521343e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,YOD1,Ubiquitin thioesterase OTU1,47284,0.0298137299988596,0.00483547277902959,0.0203362033519616,0.0392912566457576,7.13508236232626e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSMG4,Proteasome assembly chaperone 4,47371,0.0270576801228611,0.004397211698154,0.0184391451944792,0.0356762150512429,7.7077787799981e-10
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DDI2,Protein DDI1 homolog 2,47515,0.0355458620209579,0.0059324382409024,0.0239182830687892,0.0471734409731266,2.10558759998072e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51654,0.0344969974683585,0.00576208865149795,0.0232033037114225,0.0457906912252945,2.16511545688072e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,CA2,Carbonic anhydrase 2,51618,0.0322556463184917,0.00539327659638441,0.0216848241895782,0.0428264684474051,2.24876907437037e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJC9,DnaJ homolog subfamily C member 9,47960,0.035290872744853,0.00590530234368192,0.0237164801512364,0.0468652653384695,2.3170626506029e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,PSME2,Proteasome activator complex subunit 2,51404,0.0165926886811999,0.00282286513081535,0.0110598730248018,0.022125504337598,4.20134014758481e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,SH3GLB2,Endophilin-B2,47987,0.0300259233887092,0.00512174332520257,0.0199873064713121,0.0400645403061062,4.62045023150639e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,AARSD1,Alanyl-tRNA editing protein Aarsd1,51587,0.0251329087367593,0.00429013911489992,0.0167242360715555,0.0335415814019632,4.72915603637525e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,IMPACT,Protein IMPACT,47987,0.0248111687979828,0.00427450924184526,0.0164331306839661,0.0331892069119995,6.53865989639115e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ADD1,Alpha-adducin,47515,0.0305750128029625,0.0053108259800565,0.0201657938820517,0.0409842317238732,8.66239940030705e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,DNAJB2,DnaJ homolog subfamily B member 2,47515,0.0238862156925809,0.00416478073272715,0.0157232454564356,0.0320491859287261,9.85330760309644e-09
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",51882,0.031932375056449,0.00559479318933154,0.0209665804053592,0.0428981697075388,1.15792467622878e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,OMG,Oligodendrocyte-myelin glycoprotein,51587,-0.0282763410328335,0.00503557072181282,-0.0381460596475866,-0.0184066224180803,1.98075330031026e-08
Working and living environment,X24017.Nitrogen dioxide air pollution; 2006,ATXN3,Ataxin-3,47987,0.0265137995378762,0.0047880623998054,0.0171291972342576,0.0358984018414948,3.10050799915983e-08
