Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,TSPAN1,Tetraspanin-1,34569,-0.268886551875304,0.0423997618696026,-0.351990085139725,-0.185783018610883,2.36405245328548e-10
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,NTRK3,NT-3 growth factor receptor,34868,0.42678540068827,0.0803891931794451,0.269222582056558,0.584348219319983,1.12379783873539e-07
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,KLK3,Prostate-specific antigen,32993,-0.133330946079157,0.0258057810526723,-0.183910276942395,-0.0827516152159194,2.43286654770854e-07
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,FAP,Prolyl endopeptidase FAP,34901,0.324102661342961,0.0645871299145435,0.197511886710456,0.450693435975466,5.3006615880158e-07
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,GAST,Gastrin,32983,-0.0839660231560334,0.0181432605981424,-0.119526813928393,-0.0484052323836742,3.7440725586262e-06
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,APOF,Apolipoprotein F,33010,0.415837133790447,0.0905534091164041,0.238352451922295,0.593321815658599,4.44506822518009e-06
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,CA14,Carbonic anhydrase 14,34839,0.222013893298907,0.0498277432535594,0.124351516521931,0.319676270075884,8.44760862485692e-06
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,COMP,Cartilage oligomeric matrix protein,34635,0.225526937173707,0.0522191196578645,0.123177462644293,0.327876411703122,1.5824307692112e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,ITGA11,Integrin alpha-11,34761,0.206492533838169,0.0507397390634007,0.107042645273904,0.305942422402434,4.74177095607871e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,DTX3,Probable E3 ubiquitin-protein ligase DTX3,34712,0.306721846343283,0.075482400701626,0.158776340968096,0.45466735171847,4.86853415475193e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,APOM,Apolipoprotein M,34784,0.262360257770429,0.0646829518200694,0.135581672203093,0.389138843337765,5.02465729846653e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,DNER,Delta and Notch-like epidermal growth factor-related receptor,34761,0.278390934474445,0.0688615565799915,0.143422283577662,0.413359585371229,5.31884032350038e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,COL15A1,Collagen alpha-1(XV) chain,32993,0.337502812318182,0.0842161936031515,0.172439072856005,0.502566551780359,6.18324754330378e-05
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,EGFR,Epidermal growth factor receptor,34901,0.411952099598483,0.106130916404094,0.203935503446458,0.619968695750508,0.00010439831351914
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,SERPING1,Plasma protease C1 inhibitor,32999,0.411466242156126,0.106524150885595,0.202678906420359,0.620253577891894,0.000112935023986364
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,DPP4,Dipeptidyl peptidase 4,34538,0.227298624131807,0.0591949530455607,0.111276516162508,0.343320732101106,0.000123830248573493
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,IL4R,Interleukin-4 receptor subunit alpha,34761,-0.18731699795943,0.0490749353438311,-0.283503871233339,-0.0911301246855212,0.000135854299777876
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,CRTAC1,Cartilage acidic protein 1,34901,0.212690802566085,0.0564240378207982,0.102099688437321,0.32328191669485,0.000164422638455876
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,GOT1,"Aspartate aminotransferase, cytoplasmic",32993,0.180901706731178,0.0504839397197318,0.0819531848805033,0.279850228581852,0.000340980464212458
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,34569,0.203478233149355,0.0572384555939277,0.0912908601852568,0.315665606113453,0.000379721382771095
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,PEPD,Xaa-Pro dipeptidase,33010,0.275757782165491,0.0789583626268269,0.12099939141691,0.430516172914071,0.00048087955879436
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,NOTCH3,Neurogenic locus notch homolog protein 3,34901,0.17630202893283,0.0509725198933201,0.0763958899419229,0.276208167923738,0.000544703630918956
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,GDF2,Growth/differentiation factor 2,34761,0.168117421900971,0.0487765339635958,0.072515415332323,0.263719428469619,0.000569647788355554
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,C8B,Complement component C8 beta chain,33020,0.224085211915029,0.0655270262503412,0.0956522404643601,0.352518183365698,0.000629550383466107
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,CHGB,Secretogranin-1,34830,0.152599047192642,0.0446860867874199,0.0650143170892987,0.240183777295985,0.000640337463523721
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,SPRR3,Small proline-rich protein 3,32983,0.103951299116538,0.03050659738564,0.0441583682406832,0.163744229992392,0.000658436688005754
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,PROS1,Vitamin K-dependent protein S,33020,0.291967082614046,0.0860293852720581,0.123349487480812,0.460584677747279,0.000692206257961398
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,PLG,Plasminogen,32766,0.309594956701262,0.0922303687255775,0.12882343399913,0.490366479403394,0.000791924757849578
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,PALM,Paralemmin-1,32926,0.250946234903865,0.0750946337361599,0.103760752780991,0.398131717026738,0.000835937606806823
Health and medical history,X21058.Degree bothered by urinary frequency or bladder irritability in the last 3 months,NTRK2,BDNF/NT-3 growth factors receptor,34761,0.222839535208803,0.0671228406965148,0.091278767443634,0.354400302973972,0.000903528783832196
