Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Blood and urine assays,X30190.Monocyte percentage,MMP9,Matrix metalloproteinase-9,51141,-0.149018145059325,0.00422785958254978,-0.157304749841123,-0.140731540277528,3.6102840512554e-266
Blood and urine assays,X30190.Monocyte percentage,OSM,Oncostatin-M,51043,-0.172891978636638,0.00497329162944276,-0.182639630230346,-0.16314432704293,4.02459598149953e-259
Blood and urine assays,X30190.Monocyte percentage,TGFA,Protransforming growth factor alpha,51176,-0.103267304789558,0.00316773630083474,-0.109476067939194,-0.0970585416399214,1.00279208783248e-228
Blood and urine assays,X30190.Monocyte percentage,CD300E,CMRF35-like molecule 2,51351,0.0872048913846818,0.0026830207751524,0.081946170665383,0.0924636121039805,1.98847967117272e-227
Blood and urine assays,X30190.Monocyte percentage,CEACAM8,Carcinoembryonic antigen-related cell adhesion molecule 8,50697,-0.100262087353563,0.00343848180791212,-0.107001511697071,-0.0935226630100555,4.79831232923841e-184
Blood and urine assays,X30190.Monocyte percentage,OLR1,Oxidized low-density lipoprotein receptor 1,50936,-0.119346574411865,0.00420120239121661,-0.12758093109865,-0.111112217725081,5.99190739175585e-175
Blood and urine assays,X30190.Monocyte percentage,MMP8,Neutrophil collagenase,51409,-0.142843033644224,0.00509292387882102,-0.152825164446713,-0.132860902841735,1.07959327192775e-170
Blood and urine assays,X30190.Monocyte percentage,S100A12,Protein S100-A12,50819,-0.134889494991202,0.00524385581632798,-0.145167452391205,-0.1246115375912,3.52353944595354e-144
Blood and urine assays,X30190.Monocyte percentage,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,51158,0.0572713227052941,0.00223653474742955,0.0528877146003322,0.061654930810256,6.19454741836943e-143
Blood and urine assays,X30190.Monocyte percentage,BGN,Biglycan,50492,0.201261533810259,0.00831947974686379,0.184955353506406,0.217567714114112,6.555069942823e-128
Blood and urine assays,X30190.Monocyte percentage,CXCL10,C-X-C motif chemokine 10,51316,0.106193218112654,0.00463384108591899,0.0971108895842531,0.115275546641056,3.80071114268218e-115
Blood and urine assays,X30190.Monocyte percentage,CLEC4D,C-type lectin domain family 4 member D,51176,-0.0930093695550152,0.004260105866726,-0.101359177053798,-0.0846595620562323,8.95503024963032e-105
Blood and urine assays,X30190.Monocyte percentage,LCN2,Neutrophil gelatinase-associated lipocalin,50327,-0.0549137061247138,0.00258632776562879,-0.0599829085453463,-0.0498445037040814,3.2334029712491e-99
Blood and urine assays,X30190.Monocyte percentage,TNFRSF10C,Tumor necrosis factor receptor superfamily member 10C,51240,-0.0726365667908467,0.00343854484493844,-0.0793761146869261,-0.0658970188947674,2.90181550178868e-98
Blood and urine assays,X30190.Monocyte percentage,VNN2,Vascular non-inflammatory molecule 2,51072,-0.0688568658012333,0.00326530143729273,-0.075256856618327,-0.0624568749841395,6.3070494136018e-98
Blood and urine assays,X30190.Monocyte percentage,PGLYRP1,Peptidoglycan recognition protein 1,51383,-0.0612757769275573,0.00292665865132339,-0.0670120278841512,-0.0555395259709635,1.39419995368009e-96
Blood and urine assays,X30190.Monocyte percentage,IFNG,Interferon gamma,50694,0.168701606143885,0.00818973603310272,0.152649723519004,0.184753488768766,1.48044660729383e-93
Blood and urine assays,X30190.Monocyte percentage,LSP1,Lymphocyte-specific protein 1,51176,-0.0562967084601884,0.00286668809367667,-0.0619154171237947,-0.0506779997965821,2.82698683297995e-85
Blood and urine assays,X30190.Monocyte percentage,ANGPTL4,Angiopoietin-related protein 4,51273,-0.0626276475669956,0.00320179206319107,-0.0689031600108501,-0.0563521351231411,1.27690589094783e-84
Blood and urine assays,X30190.Monocyte percentage,FST,Follistatin,51273,-0.0676350613576231,0.00358688537832788,-0.0746653566991457,-0.0606047660161004,8.2479748763006e-79
Blood and urine assays,X30190.Monocyte percentage,S100P,Protein S100-P,50697,-0.071989530663162,0.00383429129923247,-0.0795047416096577,-0.0644743197166664,3.82184381731363e-78
Blood and urine assays,X30190.Monocyte percentage,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,46942,0.051478726428615,0.0027429808715252,0.0461024839204256,0.0568549689368044,5.31331996416607e-78
Blood and urine assays,X30190.Monocyte percentage,ADA2,Adenosine deaminase 2,51013,0.0516066187259075,0.00290000143756039,0.0459226159082891,0.0572906215435259,1.92969520840599e-70
Blood and urine assays,X30190.Monocyte percentage,CD86,T-lymphocyte activation antigen CD86,47504,0.0367503660331648,0.00207581279326669,0.0326817729583621,0.0408189591079675,1.09916031488139e-69
Blood and urine assays,X30190.Monocyte percentage,NCF2,Neutrophil cytosol factor 2,51127,-0.104064518322135,0.0059843417833442,-0.11579382821749,-0.0923352084267803,2.29153660156728e-67
Blood and urine assays,X30190.Monocyte percentage,CDA,Cytidine deaminase,47559,-0.0571456761979442,0.00333636770927286,-0.063684956908119,-0.0506063954877694,2.26751528300041e-65
Blood and urine assays,X30190.Monocyte percentage,IDO1,"Indoleamine 2,3-dioxygenase 1",46947,0.0760870050084601,0.00448549863054098,0.0672954276925998,0.0848785823243205,3.78393651072763e-64
Blood and urine assays,X30190.Monocyte percentage,OSCAR,Osteoclast-associated immunoglobulin-like receptor,51224,0.0384447842331645,0.00233388692603259,0.0338703658581406,0.0430192026081884,1.13507244612463e-60
Blood and urine assays,X30190.Monocyte percentage,CLEC6A,C-type lectin domain family 6 member A,50529,0.0537495363422469,0.00327652690266083,0.0473275436130317,0.0601715290714622,3.50732117821888e-60
Blood and urine assays,X30190.Monocyte percentage,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,51476,0.0306950098085449,0.00187969540147884,0.0270108068216463,0.0343792127954434,1.15441662104313e-59
Blood and urine assays,X30190.Monocyte percentage,CSF1R,Macrophage colony-stimulating factor 1 receptor,47627,0.0440166578075982,0.00273258648054775,0.0386607883057246,0.0493725273094718,4.54823918568346e-58
