Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CAT,Catalase,45961,0.0256461322090679,0.00417638048606585,0.0174604264563788,0.0338318379617569,8.35304095659441e-10
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PRDX2,Peroxiredoxin-2,45932,0.0291557872568695,0.00481628429001616,0.0197158700484378,0.0385957044653012,1.4394386645348e-09
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,AMPD3,AMP deaminase 3,46216,0.0321205590997459,0.00554168727808516,0.021258852034699,0.0429822661647928,6.87585401034485e-09
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DDI2,Protein DDI1 homolog 2,45789,0.0334116213186408,0.00594053229565053,0.0217681780191658,0.0450550646181159,1.88478330536845e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",49906,0.0312780070115743,0.00559634651086599,0.020309167850277,0.0422468461728716,2.30658387298555e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CXCL17,C-X-C motif chemokine 17,50058,-0.0182481401949577,0.00334013432891175,-0.0247948034796247,-0.0117014769102906,4.71628285305003e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,HMBS,Porphobilinogen deaminase,49975,0.0182672909550594,0.00337969065684953,0.0116430972676344,0.0248914846424845,6.53689221141487e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,CENPF,Centromere protein F,45866,0.0228395283103145,0.00423616299712806,0.0145366488359435,0.0311424077846855,7.05675976713379e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSMG4,Proteasome assembly chaperone 4,45649,0.0237327185246126,0.00441206141403751,0.0150850781530991,0.0323803588961261,7.56496435216735e-08
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,49713,0.0299824303273384,0.00575153634747238,0.0187094190862926,0.0412554415683843,1.87296232188985e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,UBAC1,Ubiquitin-associated domain-containing protein 1,49634,0.0138283757256316,0.0026824448482798,0.00857078382300315,0.01908596762826,2.55313612160394e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,DNPEP,Aspartyl aminopeptidase,46216,0.0233643153338137,0.00455959765385362,0.0144275039322606,0.0323011267353668,3.01279964560314e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,YOD1,Ubiquitin thioesterase OTU1,45557,0.0243304375549437,0.0048459659077319,0.0148323443757892,0.0338285307340982,5.18746931717777e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PTGR1,Prostaglandin reductase 1,46278,0.0304749937849695,0.00616259895086172,0.0183962998412806,0.0425536877286585,7.66339952623589e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,AHSP,Alpha-hemoglobin-stabilizing protein,49694,0.0332432836546034,0.00673650338175868,0.0200397370263564,0.0464468302828504,8.07326631451297e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,BGLAP,Osteocalcin,46281,-0.0333419137714054,0.00677256141299269,-0.0466161341408711,-0.0200676934019397,8.57942790904118e-07
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,C9orf40,Uncharacterized protein C9orf40,46194,0.0302459940252622,0.00625478344530199,0.0179866184724703,0.0425053695780541,1.33588805405629e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,PSME2,Proteasome activator complex subunit 2,49455,0.0136755606318413,0.002830981392474,0.00812683710259228,0.0192242841610903,1.36855209134817e-06
Working and living environment,X24007.Particulate matter air pollution (pm2.5) absorbance; 2010,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,50008,-0.0132383305133921,0.00275588855946563,-0.0186398720899448,-0.0078367889368395,1.56659917265273e-06
