Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IDS,Iduronate 2-sulfatase,52041,-0.00279148625026975,0.000662664649244239,-0.00409030896278846,-0.00149266353775104,2.5332479852679e-05
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BPIFA2,BPI fold-containing family A member 2,46537,0.03323636089233,0.00813331577686866,0.0172950619696674,0.0491776598149926,4.39536702197249e-05
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,XG,Glycoprotein Xg,51900,-0.00858336921926572,0.00226102008631602,-0.0130149685884451,-0.00415176985008633,0.000147217947939493
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,51587,-0.0107444895656226,0.00294996079577788,-0.0165264127253473,-0.004962566405898,0.000270759548012137
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KCTD5,BTB/POZ domain-containing protein KCTD5,47515,0.011981814065301,0.00336027817975994,0.00539566883297156,0.0185679592976305,0.000363573000865762
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SEPTIN8,Septin-8,47931,0.00874119550651317,0.00245502273895353,0.00392935093816426,0.0135530400748621,0.000370812694990217
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSMG4,Proteasome assembly chaperone 4,47371,0.0152344785627189,0.00428920383479181,0.00682763904652694,0.0236413180789108,0.000383325055770898
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SCARA5,Scavenger receptor class A member 5,51969,-0.00772310900850663,0.00218727518380612,-0.0120101683687666,-0.00343604964824664,0.000414768475324335
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FAM3C,Protein FAM3C,51674,-0.00755756337479483,0.00216355321961442,-0.0117981276852391,-0.00331699906435056,0.000478143138672291
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DNPEP,Aspartyl aminopeptidase,47987,0.0151626401373991,0.00441583783436797,0.0065075979820379,0.0238176822927604,0.00059641388616096
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TREM2,Triggering receptor expressed on myeloid cells 2,51695,-0.0133085584849336,0.00390114444728931,-0.0209548016016206,-0.00566231536824654,0.000647102167036372
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TPR,Nucleoprotein TPR,47284,0.012923542008638,0.00382613597068264,0.00542431550609999,0.020422768511176,0.000732135566493653
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,AMPD3,AMP deaminase 3,47987,0.0181745225689768,0.0054003044080964,0.00758992592910787,0.0287591192088457,0.000765345415261545
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CASQ2,Calsequestrin-2,47284,0.0122756852412975,0.00366287840091596,0.0050964435755022,0.0194549269070928,0.000805379613128625
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,51882,-0.00848309338279909,0.00256367824440882,-0.0135079027418404,-0.00345828402375781,0.000937632508598797
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DBH,Dopamine beta-hydroxylase,48033,-0.0272351002645359,0.00826848428959135,-0.043441329472135,-0.0110288710569369,0.00098969183608509
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CTSO,Cathepsin O,52041,-0.0074377089063142,0.00225940707311817,-0.0118661467696258,-0.00300927104300258,0.000996405530338706
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CENPF,Centromere protein F,47609,0.0132075710462438,0.00413069631089313,0.00511140627689329,0.0213037358155944,0.00138844549071927
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MEPE,Matrix extracellular phosphoglycoprotein,51695,-0.00590363849782647,0.00186249055296383,-0.00955411998163557,-0.00225315701401737,0.00152732768182827
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TDP1,Tyrosyl-DNA phosphodiesterase 1,47936,0.0169719005213548,0.00538005804931786,0.00642698674469181,0.0275168142980178,0.00160919087022938
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BCL2L15,Bcl-2-like protein 15,47371,0.0139217247070608,0.00441750774002395,0.00526340953661382,0.0225800398775077,0.001626444182776
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CXCL8,Interleukin-8,51487,0.0160126884493486,0.00508391081357286,0.00604822325474577,0.0259771536439514,0.00163623972211278
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,VMO1,Vitelline membrane outer layer protein 1 homolog,51587,-0.0156322295965862,0.00499249541701469,-0.025417520613935,-0.00584693857923745,0.0017430677531332
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSME1,Proteasome activator complex subunit 1,51490,0.00876377993094442,0.00280208407010683,0.00327169515353502,0.0142558647083538,0.00176426741198858
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PVR,Poliovirus receptor,51969,0.00874395175639011,0.00280191819316233,0.00325219209779194,0.0142357114149883,0.00180603147894618
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PSMC3,26S proteasome regulatory subunit 6A,47194,0.00702804770381607,0.00226155281502973,0.00259540418635779,0.0114606912212743,0.00188826626367731
