Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X137.Number of treatments or medications taken,GDF15,Growth/differentiation factor 15,52525,0.919187367943881,0.0269472503716515,0.866370757215445,0.972003978672318,5.15648970068946e-250
Health and medical history,X137.Number of treatments or medications taken,REN,Renin,52175,0.445595672013085,0.0158498050469293,0.414530054121103,0.476661289905066,1.52109650292012e-171
Health and medical history,X137.Number of treatments or medications taken,GAST,Gastrin,48389,0.285020278535564,0.010400238332106,0.264635811404637,0.305404745666492,6.76288472076253e-163
Health and medical history,X137.Number of treatments or medications taken,LGALS4,Galectin-4,52156,0.515296407456629,0.0194204656244795,0.477232294832649,0.553360520080609,2.98096598248088e-153
Health and medical history,X137.Number of treatments or medications taken,CHGA,Chromogranin-A,48452,0.407963675948811,0.0157699516895243,0.377054570637343,0.438872781260278,1.29689425021464e-145
Health and medical history,X137.Number of treatments or medications taken,VSIG2,V-set and immunoglobulin domain-containing protein 2,48345,0.538503241408557,0.0223537973344183,0.494689798633097,0.582316684184017,9.50455396558162e-127
Health and medical history,X137.Number of treatments or medications taken,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,51981,0.745518491322332,0.0326128171008115,0.681597369804742,0.809439612839922,1.30015727665543e-114
Health and medical history,X137.Number of treatments or medications taken,ASGR1,Asialoglycoprotein receptor 1,51981,0.805528059937586,0.0353265651941194,0.736287992157112,0.87476812771806,4.71326735780594e-114
Health and medical history,X137.Number of treatments or medications taken,HAVCR1,Hepatitis A virus cellular receptor 1,52392,0.378153462125476,0.0168857879363515,0.345057317770227,0.411249606480725,3.94296600724591e-110
Health and medical history,X137.Number of treatments or medications taken,TFF3,Trefoil factor 3,52138,0.473702307815329,0.0213500339429496,0.431856241287147,0.51554837434351,3.80968590439099e-108
Health and medical history,X137.Number of treatments or medications taken,ACE2,Angiotensin-converting enzyme 2,51670,0.450032199412954,0.021015340681362,0.408842131677485,0.491222267148424,6.40871895482779e-101
Health and medical history,X137.Number of treatments or medications taken,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",52241,0.55920238447974,0.0292720807258315,0.501829106257111,0.61657566270237,7.58921880653926e-81
Health and medical history,X137.Number of treatments or medications taken,PIGR,Polymeric immunoglobulin receptor,51805,0.53565895957971,0.0280917224991978,0.480599183481282,0.590718735678138,1.50820606728566e-80
Health and medical history,X137.Number of treatments or medications taken,FABP1,"Fatty acid-binding protein, liver",52156,0.203074628572542,0.0108131341128807,0.181880885711295,0.224268371433788,3.2719411813651e-78
Health and medical history,X137.Number of treatments or medications taken,PRSS8,Prostasin,52064,0.462231730614581,0.0251564227207633,0.412925142081885,0.511538319147277,5.78362915950368e-75
Health and medical history,X137.Number of treatments or medications taken,AMBP,Protein AMBP,52392,0.948958198848604,0.0518503789009728,0.847331456202697,1.05058494149451,2.13373810378131e-74
Health and medical history,X137.Number of treatments or medications taken,OCLN,Occludin,48425,0.496515441828299,0.0271901123679627,0.443222821587092,0.549808062069506,5.23905315323612e-74
Health and medical history,X137.Number of treatments or medications taken,CA14,Carbonic anhydrase 14,52429,-0.519016728925575,0.0285763857932176,-0.575026445080281,-0.463007012770868,2.649240140377e-73
Health and medical history,X137.Number of treatments or medications taken,ITGA11,Integrin alpha-11,52157,-0.530827617966105,0.0294236529881291,-0.588497977822838,-0.473157258109372,2.37047970069823e-72
Health and medical history,X137.Number of treatments or medications taken,CPM,Carboxypeptidase M,52316,0.516226697619041,0.0287176496587316,0.459940104287927,0.572513290950155,7.51709157144293e-72
Health and medical history,X137.Number of treatments or medications taken,IGFBP4,Insulin-like growth factor-binding protein 4,51803,0.4743207258755,0.0264983563254718,0.422383947477576,0.526257504273425,2.95062339561942e-71
Health and medical history,X137.Number of treatments or medications taken,PRAP1,Proline-rich acidic protein 1,48452,0.516283318372529,0.0289084464589606,0.459622763312966,0.572943873432092,6.87181851678922e-71
Health and medical history,X137.Number of treatments or medications taken,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,47789,0.536725358769289,0.030837883421628,0.476283107262898,0.59716761027568,1.97764701576029e-67
Health and medical history,X137.Number of treatments or medications taken,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,52164,0.538443615345742,0.0309795075243685,0.477723780597979,0.599163450093504,2.58868752394734e-67
Health and medical history,X137.Number of treatments or medications taken,VSIG4,V-set and immunoglobulin domain-containing protein 4,52124,0.46605122562027,0.0268651324929614,0.413395565934066,0.518706885306475,4.56379795121532e-67
Health and medical history,X137.Number of treatments or medications taken,LGALS9,Galectin-9,52158,0.554253311136413,0.0320048852263317,0.491523736092803,0.616982886180024,7.64521734966901e-67
Health and medical history,X137.Number of treatments or medications taken,AREG,Amphiregulin,52049,0.369208439004559,0.0215317674697509,0.327006174763847,0.411410703245271,1.42089332140552e-65
Health and medical history,X137.Number of treatments or medications taken,MERTK,Tyrosine-protein kinase Mer,52513,0.658601089642248,0.0389000199646275,0.582357050511578,0.734845128772918,5.48181431668782e-64
Health and medical history,X137.Number of treatments or medications taken,WFDC2,WAP four-disulfide core domain protein 2,50709,0.494025659500488,0.0299825713709136,0.435259819613497,0.552791499387479,1.06519723152809e-60
Health and medical history,X137.Number of treatments or medications taken,ITGAV,Integrin alpha-V,52429,-0.984702910977862,0.0598157263226078,-1.10194173457017,-0.867464087385551,1.30308836351323e-60
Health and medical history,X137.Number of treatments or medications taken,CRELD1,Protein disulfide isomerase CRELD1,47911,0.520353684866948,0.0316973788721081,0.458226822277616,0.58248054745628,3.11067580609117e-60
Health and medical history,X137.Number of treatments or medications taken,ANXA10,Annexin A10,51502,0.214045486194538,0.0131073582388822,0.188355064046329,0.239735908342748,1.14630219643133e-59
Health and medical history,X137.Number of treatments or medications taken,OMD,Osteomodulin,52301,-0.372434882033533,0.0228459111042994,-0.417212867797959,-0.327656896269106,1.7773951554731e-59
Health and medical history,X137.Number of treatments or medications taken,CSF1,Macrophage colony-stimulating factor 1,52301,0.620735808055293,0.0381724706616811,0.545917765558399,0.695553850552188,3.43486902574062e-59
Health and medical history,X137.Number of treatments or medications taken,FGFBP1,Fibroblast growth factor-binding protein 1,52241,-0.507161813195521,0.0312803182936598,-0.568471237051094,-0.445852389339948,7.45419224581041e-59
Health and medical history,X137.Number of treatments or medications taken,GGT1,Glutathione hydrolase 1 proenzyme,52113,0.330017538624042,0.0205325253495763,0.289773788938872,0.370261288309211,7.1378196454612e-58
Health and medical history,X137.Number of treatments or medications taken,PON3,Serum paraoxonase/lactonase 3,52301,-0.589131523393219,0.0370240796620713,-0.661698719530879,-0.51656432725556,9.18392916798794e-57
Health and medical history,X137.Number of treatments or medications taken,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,48461,0.259392588395445,0.0163420200302218,0.22736222913621,0.29142294765468,1.86701347161093e-56
