Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,DMP1,Dentin matrix acidic phosphoprotein 1,43388,0.107739848930806,0.024418799447457,0.0598790020137899,0.155600695847821,1.02888302756236e-05
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,SPP1,Osteopontin,47248,0.0700871732488978,0.0185233020027659,0.0337815013234766,0.106392845174319,0.000154880485968431
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,PRR4,Proline-rich protein 4,43374,0.10467017377144,0.0284668660796719,0.0488751162552831,0.160465231287597,0.000236707320035336
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,47240,0.0612343200988154,0.0180796115935918,0.0257982813753756,0.0966703588222553,0.000707966740455234
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,LRRC25,Leucine-rich repeat-containing protein 25,46911,0.0534944618795903,0.016033779160398,0.0220682547252102,0.0849206690339704,0.000850172281247644
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,CD83,CD83 antigen,46976,0.0442789711612216,0.0133346862712005,0.0181429860696687,0.0704149562527745,0.000899677675597204
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,ESM1,Endothelial cell-specific molecule 1,46994,0.0459631405635755,0.0140164672424929,0.0184908647682893,0.0734354163588617,0.00104246558795508
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,SERPIND1,Heparin cofactor 2,43948,-0.0371554937327282,0.0113772353719842,-0.0594548750618173,-0.0148561124036391,0.00109347706075313
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,MATN2,Matrilin-2,47033,0.039603605464876,0.0122034602084863,0.0156848234562428,0.0635223874735092,0.00117502981673606
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,SNED1,"Sushi, nidogen and EGF-like domain-containing protein 1",43388,0.0418771246165753,0.0130319394932557,0.0163345232097942,0.0674197260233564,0.00131376203307967
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,RAB39B,Ras-related protein Rab-39B,43335,0.116979847471617,0.0366405038300511,0.0451644599647165,0.188795234978517,0.00141203835031704
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,CA11,Carbonic anhydrase-related protein 11,46445,0.0406858376454906,0.0128457962644505,0.0155080769671676,0.0658635983238136,0.00154093152649071
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,LTA,Lymphotoxin-alpha,46976,0.0504296581221075,0.0162275030350863,0.0186237521733384,0.0822355640708766,0.00188799708672372
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,43507,0.034044647252307,0.0113183562714426,0.0118606689602794,0.0562286255443346,0.00263380156047455
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,RAB37,Ras-related protein Rab-37,46575,-0.104497912728902,0.034856508881356,-0.172816670136359,-0.0361791553214438,0.00272100295250608
Health and medical history,X20111#5.Illnesses of siblings_Breast cancer,AKR7L,Aflatoxin B1 aldehyde reductase member 4,43397,0.0856268860372621,0.0287988102324146,0.0291812179817294,0.142072554092795,0.00294996423917467
