Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,UBAC1,Ubiquitin-associated domain-containing protein 1,51587,0.0193128554521138,0.00267814469395071,0.0140636918519704,0.0245620190522572,5.6846874566731e-13
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSME1,Proteasome activator complex subunit 1,51490,0.019916770677354,0.00287188535162803,0.0142878753881631,0.025545665966545,4.14909259788647e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSMG3,Proteasome assembly chaperone 3,51693,0.0268769200388853,0.00393320779672542,0.0191678327573035,0.0345860073204672,8.46731101536812e-12
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,TGM2,Protein-glutamine gamma-glutamyltransferase 2,51654,0.0387577215349338,0.00576252992781339,0.0274631628764195,0.050052280193448,1.77993417638683e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,DNAJC9,DnaJ homolog subfamily C member 9,47960,0.0389033567932839,0.00590647151814025,0.027326672617729,0.0504800409688388,4.59391906398391e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,YOD1,Ubiquitin thioesterase OTU1,47284,0.031834762077119,0.00483791576118821,0.0223524471851901,0.0413170769690479,4.79532459301483e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,AARSD1,Alanyl-tRNA editing protein Aarsd1,51587,0.0280944388983818,0.00429103313078882,0.0196840139620357,0.0365048638347279,5.96324456139602e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,ADD1,Alpha-adducin,47515,0.0345860158850245,0.00531027212321203,0.0241778825235289,0.0449941492465201,7.51236182836594e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,IMPACT,Protein IMPACT,47987,0.0277830062424377,0.00427460633085941,0.0194047778339533,0.0361612346509222,8.21349325873126e-11
Working and living environment,X24016.Nitrogen dioxide air pollution; 2005,PSME2,Proteasome activator complex subunit 2,51404,0.0181487095863268,0.00282425918089308,0.0126131615917763,0.0236842575808772,1.33139101066346e-10
