Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X120100.Problems doing usual activities,CHGA,Chromogranin-A,32715,0.212454328557222,0.0300540953177104,0.15354830173451,0.271360355379934,1.67803258763478e-12
Health and medical history,X120100.Problems doing usual activities,CD83,CD83 antigen,34509,0.405901593854995,0.0607468566077278,0.286837754903848,0.524965432806141,2.47726502049672e-11
Health and medical history,X120100.Problems doing usual activities,CDCP1,CUB domain-containing protein 1,34457,0.261514124205596,0.0406998555848361,0.181742407259317,0.341285841151875,1.3714283851204e-10
Health and medical history,X120100.Problems doing usual activities,EDA2R,Tumor necrosis factor receptor superfamily member 27,34609,0.369309770077964,0.0593080607060877,0.253065971094032,0.485553569061896,4.93293480430432e-10
Health and medical history,X120100.Problems doing usual activities,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,34519,0.342994836013544,0.0574941031261464,0.230306393886297,0.455683278140791,2.51271424205101e-09
Health and medical history,X120100.Problems doing usual activities,HAVCR2,Hepatitis A virus cellular receptor 2,34519,0.343746726944154,0.0592426112931007,0.227631208809676,0.459862245078631,6.72526876241252e-09
Health and medical history,X120100.Problems doing usual activities,ASGR1,Asialoglycoprotein receptor 1,34457,0.385165716470156,0.0675188992640954,0.252828673912529,0.517502759027783,1.19769757760784e-08
Health and medical history,X120100.Problems doing usual activities,BST2,Bone marrow stromal antigen 2,34628,0.205401704068968,0.0361498010038928,0.134548094101338,0.276255314036598,1.36618074240761e-08
Health and medical history,X120100.Problems doing usual activities,MERTK,Tyrosine-protein kinase Mer,34642,0.436448037386874,0.0771024905096574,0.285327155987945,0.587568918785802,1.54679517363389e-08
Health and medical history,X120100.Problems doing usual activities,CD302,CD302 antigen,34464,0.388134633818917,0.0687832171814812,0.253319528143214,0.52294973949462,1.71532964592152e-08
Health and medical history,X120100.Problems doing usual activities,GFRA1,GDNF family receptor alpha-1,34596,0.412000367508399,0.0739296726476532,0.267098209118999,0.556902525897799,2.56626235049343e-08
Health and medical history,X120100.Problems doing usual activities,LGALS9,Galectin-9,34508,0.347317430044377,0.0626574304645888,0.224508866333782,0.470125993754971,3.04216470361733e-08
Health and medical history,X120100.Problems doing usual activities,IGFBP4,Insulin-like growth factor-binding protein 4,34396,0.286342409505687,0.0522125339786479,0.184005842907537,0.388678976103837,4.25010924047991e-08
Health and medical history,X120100.Problems doing usual activities,PIGR,Polymeric immunoglobulin receptor,34394,0.304613442121665,0.0557870028246769,0.195270916585298,0.413955967658032,4.86142455186361e-08
Health and medical history,X120100.Problems doing usual activities,GDF15,Growth/differentiation factor 15,34658,0.266708694650885,0.0488975494295365,0.170869497768993,0.362547891532776,5.02114069821815e-08
Health and medical history,X120100.Problems doing usual activities,LAMP3,Lysosome-associated membrane glycoprotein 3,34630,0.208960121089093,0.0386436550215735,0.133218557246809,0.284701684931377,6.53281918495159e-08
Health and medical history,X120100.Problems doing usual activities,TREM2,Triggering receptor expressed on myeloid cells 2,34510,0.206024477132298,0.038434258004314,0.130693331443843,0.281355622820754,8.47550468260857e-08
Health and medical history,X120100.Problems doing usual activities,GAST,Gastrin,32707,0.105150453785471,0.0197830382045842,0.066375698904486,0.143925208666456,1.09148160353623e-07
Health and medical history,X120100.Problems doing usual activities,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,34457,0.332175154721745,0.0629959174658737,0.208703156488633,0.455647152954857,1.36882308633263e-07
Health and medical history,X120100.Problems doing usual activities,LGALS4,Galectin-4,34510,0.194760252215211,0.0374642534159664,0.121330315519917,0.268190188910505,2.04559312902369e-07
Health and medical history,X120100.Problems doing usual activities,SOD2,"Superoxide dismutase [Mn], mitochondrial",34519,0.263448212530836,0.0519963576703047,0.161535351497039,0.365361073564633,4.1162756057316e-07
Health and medical history,X120100.Problems doing usual activities,AMBP,Protein AMBP,34599,0.514238630643407,0.102007451786202,0.314304025142452,0.714173236144362,4.70200007384079e-07
Health and medical history,X120100.Problems doing usual activities,TNF,Tumor necrosis factor,34303,0.238655004682003,0.0479060575241664,0.144759131934637,0.332550877429369,6.40282558916099e-07
Health and medical history,X120100.Problems doing usual activities,IL4R,Interleukin-4 receptor subunit alpha,34509,0.270924585800906,0.0551308722519117,0.162868076187159,0.378981095414653,9.04701663644866e-07
Health and medical history,X120100.Problems doing usual activities,NECTIN2,Nectin-2,34511,0.350267019930303,0.0713597334756121,0.210401942318104,0.490132097542503,9.3151479190761e-07
Health and medical history,X120100.Problems doing usual activities,PLAUR,Urokinase plasminogen activator surface receptor,34435,0.37242477444253,0.0759535292794786,0.223555857054752,0.521293691830308,9.56300644127862e-07
Health and medical history,X120100.Problems doing usual activities,CRELD1,Protein disulfide isomerase CRELD1,32543,0.302956700876773,0.0630019665809924,0.179472846378028,0.426440555375518,1.54480961189298e-06
Health and medical history,X120100.Problems doing usual activities,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,34630,0.265162116251805,0.0551609118935342,0.157046728940478,0.373277503563132,1.55233510387315e-06
Health and medical history,X120100.Problems doing usual activities,RBFOX3,RNA binding protein fox-1 homolog 3,32711,0.306357011465873,0.0640348696580353,0.180848666936124,0.431865355995623,1.74428066189971e-06
Health and medical history,X120100.Problems doing usual activities,VSIG4,V-set and immunoglobulin domain-containing protein 4,34503,0.252744281550532,0.0528715720822669,0.149116000269288,0.356372562831775,1.77340180484956e-06
Health and medical history,X120100.Problems doing usual activities,CXADR,Coxsackievirus and adenovirus receptor,34509,0.178785252360958,0.0374833973157533,0.105317793622081,0.252252711099834,1.86932452178592e-06
Health and medical history,X120100.Problems doing usual activities,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,34519,0.348340865721399,0.0741329274620993,0.203040327895684,0.493641403547113,2.6488153728249e-06
Health and medical history,X120100.Problems doing usual activities,SMOC1,SPARC-related modular calcium-binding protein 1,34609,0.276346120705881,0.0588641663690385,0.160972354622565,0.391719886789196,2.70378853009989e-06
Health and medical history,X120100.Problems doing usual activities,SLC39A14,Zinc transporter ZIP14,34295,0.283830369463132,0.0607721003719451,0.16471705273412,0.402943686192145,3.04360093739383e-06
Health and medical history,X120100.Problems doing usual activities,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,32496,0.283871664730729,0.0609828210275372,0.164345335516756,0.403397993944702,3.28901532122419e-06
Health and medical history,X120100.Problems doing usual activities,ACE2,Angiotensin-converting enzyme 2,34334,0.193811490892523,0.0416415270461625,0.112194097882044,0.275428883903001,3.29100563807254e-06
Health and medical history,X120100.Problems doing usual activities,EPHA1,Ephrin type-A receptor 1,34551,0.275013641272408,0.0594474472814383,0.158496644600789,0.391530637944027,3.76877572609321e-06
Health and medical history,X120100.Problems doing usual activities,CA6,Carbonic anhydrase 6,34491,-0.1379241775129,0.0304745652799497,-0.197654325461601,-0.0781940295641981,6.07984134513183e-06
Health and medical history,X120100.Problems doing usual activities,BRK1,Protein BRICK1,34295,0.200132813769849,0.0443482396575285,0.113210264041093,0.287055363498604,6.46907063846094e-06
Health and medical history,X120100.Problems doing usual activities,BTN3A2,Butyrophilin subfamily 3 member A2,34509,0.235454314442829,0.0524505530552816,0.132651230454477,0.338257398431181,7.2285761722576e-06
Health and medical history,X120100.Problems doing usual activities,MSR1,Macrophage scavenger receptor types I and II,34628,0.192373556895636,0.0431339485172398,0.107831017801846,0.276916095989426,8.28247883610717e-06
Health and medical history,X120100.Problems doing usual activities,EPHA2,Ephrin type-A receptor 2,34098,0.316953481606239,0.0714132865800153,0.176983439909409,0.456923523303069,9.16216574076263e-06
Health and medical history,X120100.Problems doing usual activities,CSF1,Macrophage colony-stimulating factor 1,34567,0.334002995190542,0.0754809664013781,0.186060301043841,0.481945689337243,9.73977399860967e-06
Health and medical history,X120100.Problems doing usual activities,CD300E,CMRF35-like molecule 2,34574,0.223096805990682,0.0504856613564592,0.124144909732022,0.322048702249343,1.00127437293675e-05
Health and medical history,X120100.Problems doing usual activities,EFNA1,Ephrin-A1,34496,0.334258905953882,0.0759834593344913,0.185331325658279,0.483186486249485,1.09758390503174e-05
Health and medical history,X120100.Problems doing usual activities,AGR2,Anterior gradient protein 2 homolog,34217,0.0878125532566615,0.0200772232508233,0.0484611956850479,0.127163910828275,1.23330160760659e-05
Health and medical history,X120100.Problems doing usual activities,ULBP2,UL16-binding protein 2,34457,0.241116829612503,0.055508422409039,0.132320321690786,0.349913337534219,1.41350081398393e-05
Health and medical history,X120100.Problems doing usual activities,EPHB4,Ephrin type-B receptor 4,34658,0.364028134646565,0.0842902229438132,0.198819297676691,0.529236971616439,1.58319552435045e-05
Health and medical history,X120100.Problems doing usual activities,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,34330,0.202905389868663,0.0470792018548486,0.110630154233159,0.295180625504166,1.64841629660425e-05
Health and medical history,X120100.Problems doing usual activities,IL18R1,Interleukin-18 receptor 1,34642,0.253504654181859,0.0589491180642814,0.137964382775867,0.36904492558785,1.71992628768113e-05
Health and medical history,X120100.Problems doing usual activities,GUSB,Beta-glucuronidase,34550,0.142423427617086,0.0331257531021551,0.0774969515368617,0.20734990369731,1.72720129548926e-05
Health and medical history,X120100.Problems doing usual activities,RBP5,Retinol-binding protein 5,34464,0.149689581846042,0.0351467487218988,0.0808019543511202,0.218577209340963,2.07125852582545e-05
Health and medical history,X120100.Problems doing usual activities,MILR1,Allergin-1,34330,0.164671738861316,0.0387053602632183,0.088809232745408,0.240534244977224,2.11345065342428e-05
Health and medical history,X120100.Problems doing usual activities,COL9A1,Collagen alpha-1(IX) chain,34509,0.189140608394801,0.0444586778387677,0.102001599830817,0.276279616958786,2.11496488267793e-05
Health and medical history,X120100.Problems doing usual activities,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,34510,0.229069117439246,0.0538898147543397,0.12344508052074,0.334693154357751,2.1492578712627e-05
Health and medical history,X120100.Problems doing usual activities,CD99L2,CD99 antigen-like protein 2,34519,0.346803876111447,0.0819775148092265,0.186127947085363,0.507479805137531,2.35148184803523e-05
Health and medical history,X120100.Problems doing usual activities,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",34556,0.240035566263923,0.0568173044318392,0.128673649577518,0.351397482950328,2.41252516615889e-05
Health and medical history,X120100.Problems doing usual activities,ALPP,"Alkaline phosphatase, placental type",34464,0.079231685804921,0.0187562338754977,0.0424694674089454,0.115993904200897,2.41704110087473e-05
Health and medical history,X120100.Problems doing usual activities,B4GALT1,"Beta-1,4-galactosyltransferase 1",34567,0.309800484387537,0.0733800539596735,0.165975578626577,0.453625390148497,2.44293861056698e-05
Health and medical history,X120100.Problems doing usual activities,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,34530,0.282059918580078,0.0673163405687749,0.150119891065279,0.413999946094876,2.81119415508914e-05
Health and medical history,X120100.Problems doing usual activities,AGRN,Agrin,34567,0.257168271053673,0.0615711856469802,0.136488747185592,0.377847794921754,2.98031184220172e-05
Health and medical history,X120100.Problems doing usual activities,KRT18,"Keratin, type I cytoskeletal 18",34464,0.100733071013681,0.0242949450605116,0.0531149786950787,0.148351163332284,3.40586934209667e-05
Health and medical history,X120100.Problems doing usual activities,LCP1,Plastin-2,32715,0.192067684600443,0.0468164515125605,0.100307439635824,0.283827929565061,4.12250844434141e-05
Health and medical history,X120100.Problems doing usual activities,CLEC4A,C-type lectin domain family 4 member A,34509,-0.223862751660877,0.0548622162253553,-0.331392695462573,-0.11633280785918,4.52757332425328e-05
Health and medical history,X120100.Problems doing usual activities,CLEC14A,C-type lectin domain family 14 member A,34519,0.264684474462942,0.0649284515589233,0.137424709407453,0.391944239518432,4.60395710437825e-05
Health and medical history,X120100.Problems doing usual activities,CPM,Carboxypeptidase M,34588,0.228980504816929,0.0562707114547938,0.118689910365533,0.339271099268325,4.74994135220643e-05
Health and medical history,X120100.Problems doing usual activities,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase,34457,0.273927160811729,0.067343962494735,0.141932994322049,0.40592132730141,4.78473849585435e-05
Health and medical history,X120100.Problems doing usual activities,IL18BP,Interleukin-18-binding protein,34554,0.268580223241307,0.0662851530381667,0.138661323286501,0.398499123196114,5.11646651322593e-05
Health and medical history,X120100.Problems doing usual activities,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1,34586,0.22858369739789,0.0566345259930214,0.117580026451568,0.339587368344212,5.47202055307517e-05
Health and medical history,X120100.Problems doing usual activities,PDCD1,Programmed cell death protein 1,34595,0.192688799893027,0.0479266543761859,0.0987525573157024,0.286625042470351,5.84736616199301e-05
Health and medical history,X120100.Problems doing usual activities,PRSS8,Prostasin,34484,0.200777327802605,0.0499769384076153,0.102822528523679,0.298732127081531,5.92494933028929e-05
Health and medical history,X120100.Problems doing usual activities,CTSO,Cathepsin O,34642,0.255408683600374,0.0636721739525459,0.130611222653384,0.380206144547364,6.07910587422713e-05
Health and medical history,X120100.Problems doing usual activities,ACP5,Tartrate-resistant acid phosphatase type 5,34550,0.235667831689658,0.058832454639077,0.120356220597067,0.350979442782249,6.22410467346245e-05
Health and medical history,X120100.Problems doing usual activities,EFNA4,Ephrin-A4,34440,0.294703767798913,0.0735974498085948,0.150452766174067,0.438954769423759,6.26355765528668e-05
Health and medical history,X120100.Problems doing usual activities,IL2RA,Interleukin-2 receptor subunit alpha,34467,0.198221725052025,0.0496088718668648,0.10098833619297,0.29545511391108,6.4942063791944e-05
Health and medical history,X120100.Problems doing usual activities,SIGLEC8,Sialic acid-binding Ig-like lectin 8,32466,0.21093919553965,0.0528230174711313,0.107406081296233,0.314472309783068,6.569683588643e-05
Health and medical history,X120100.Problems doing usual activities,FABP4,"Fatty acid-binding protein, adipocyte",34658,0.161612656212794,0.0405637780253329,0.0821076512831417,0.241117661142447,6.81636651275757e-05
Health and medical history,X120100.Problems doing usual activities,TFF3,Trefoil factor 3,34515,0.150003966711155,0.0380168980623656,0.0754908465089181,0.224517086913391,8.00718130464405e-05
Health and medical history,X120100.Problems doing usual activities,CD276,CD276 antigen,34510,0.223771063993244,0.0568559853363159,0.112333332734065,0.335208795252423,8.34640583146225e-05
Health and medical history,X120100.Problems doing usual activities,HAVCR1,Hepatitis A virus cellular receptor 1,34599,0.131042797292252,0.0333135849599744,0.0657481707707022,0.196337423813802,8.42047054049895e-05
Health and medical history,X120100.Problems doing usual activities,IL15,Interleukin-15,34509,0.23256322698441,0.0594266177568846,0.116087056180916,0.349039397787904,9.15523635049147e-05
Health and medical history,X120100.Problems doing usual activities,CD4,T-cell surface glycoprotein CD4,34496,0.254255019233077,0.0651540863381466,0.12655301001031,0.381957028455845,9.58448254322087e-05
Health and medical history,X120100.Problems doing usual activities,LGALS3,Galectin-3,34550,0.244327956152639,0.063317201373107,0.12022624146135,0.368429670843929,0.000114618573299667
Health and medical history,X120100.Problems doing usual activities,ADH1B,All-trans-retinol dehydrogenase,32543,0.11719282315524,0.0304457062272865,0.0575192389497582,0.176866407360721,0.000119335201524251
