Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,ADM,Pro-adrenomedullin,27072,134,3.78 [2.09-6.81],1.0117028152696086e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,AGRN,Agrin,26979,133,2.27 [1.52-3.37],5.346071203136302e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,AMBP,Protein AMBP,27035,134,4.39 [2.18-8.86],3.46836245409711e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,B4GALT1,"Beta-1,4-galactosyltransferase 1",26979,133,2.85 [1.71-4.76],5.883733714681066e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,CCL3,C-C motif chemokine 3,26803,133,1.37 [1.19-1.57],1.3374410227980694e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,CHGA,Chromogranin-A,23366,117,1.40 [1.21-1.63],1.2350381657901889e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,CLEC14A,C-type lectin domain family 14 member A,26856,135,2.46 [1.58-3.84],6.930565794968608e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,CST3,Cystatin-C,26905,133,2.85 [1.75-4.64],2.7661504649342583e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,CTSZ,Cathepsin Z,26851,132,2.63 [1.65-4.21],5.303283857383752e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,EPHB6,Ephrin type-B receptor 6,26616,132,2.73 [1.70-4.37],3.049227687900583e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,GFRA1,GDNF family receptor alpha-1,27026,133,2.92 [1.75-4.88],4.219518633890071e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,HAVCR2,Hepatitis A virus cellular receptor 2,26856,135,2.58 [1.74-3.82],2.162544199238353e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,IL10,Interleukin-10,26319,129,1.33 [1.17-1.50],6.320411580254137e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,IL18BP,Interleukin-18-binding protein,26944,133,2.40 [1.56-3.69],7.031289644774488e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other necrotizing vasculopathies,LAYN,Layilin,26616,132,2.25 [1.51-3.36],7.049048257578738e-05
