Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ACAN,Aggrecan core protein,27332,705,1.68 [1.32-2.12],1.7900387014279915e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ACTA2,"Actin, aortic smooth muscle",27065,706,1.32 [1.17-1.50],1.0713690625940622e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ACTN2,Alpha-actinin-2,23273,599,1.31 [1.15-1.48],3.0630258811013795e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ACVRL1,Serine/threonine-protein kinase receptor R3,27338,705,2.09 [1.62-2.69],1.0650232954742538e-08
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23352,596,1.59 [1.35-1.87],3.2263523982025614e-08
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23914,617,1.68 [1.33-2.13],1.204484950063234e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ADM,Pro-adrenomedullin,27803,721,1.98 [1.53-2.55],1.9586385478827174e-07
Chapter IX Diseases of the circulatory system,Venous thromboembolism,AGRN,Agrin,27710,715,1.63 [1.36-1.95],9.650068984226245e-08
Chapter IX Diseases of the circulatory system,Venous thromboembolism,AMBP,Protein AMBP,27765,721,2.16 [1.56-2.97],2.88531907124426e-06
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ANGPTL4,Angiopoietin-related protein 4,27662,711,1.50 [1.29-1.74],7.181068098798816e-08
Chapter IX Diseases of the circulatory system,Venous thromboembolism,AREG,Amphiregulin,27452,710,1.39 [1.23-1.58],2.617049889659536e-07
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ASGR2,Asialoglycoprotein receptor 2,24050,617,1.86 [1.41-2.46],1.2737893728978545e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ATRAID,All-trans retinoic acid-induced differentiation factor,23914,617,1.47 [1.26-1.71],1.1962242747687962e-06
Chapter IX Diseases of the circulatory system,Venous thromboembolism,B2M,Beta-2-microglobulin,24084,613,1.42 [1.22-1.66],4.584201361991048e-06
Chapter IX Diseases of the circulatory system,Venous thromboembolism,B4GALT1,"Beta-1,4-galactosyltransferase 1",27710,715,1.83 [1.45-2.30],2.853239586239675e-07
Chapter IX Diseases of the circulatory system,Venous thromboembolism,BAMBI,BMP and activin membrane-bound inhibitor homolog,26924,691,1.52 [1.23-1.86],8.31885653013251e-05
Chapter IX Diseases of the circulatory system,Venous thromboembolism,BSG,Basigin,27813,721,2.60 [1.89-3.59],5.429169660176005e-09
Chapter IX Diseases of the circulatory system,Venous thromboembolism,BTN2A1,Butyrophilin subfamily 2 member A1,27710,715,2.32 [1.84-2.93],1.1789250499999286e-12
