Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27000,128,1.33 [1.12-1.57],0.0011231461581415
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27649,131,1.43 [1.11-1.83],0.005541321310298
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ACY1,Aminoacylase-1,27649,131,1.36 [1.08-1.72],0.0099376951209122
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27741,133,0.63 [0.45-0.87],0.0054420179403723
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27139,128,1.29 [1.08-1.53],0.0042757075712286
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,AGXT,Serine--pyruvate aminotransferase,27649,131,1.29 [1.08-1.54],0.0053961913204242
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,AMN,Protein amnionless,27095,126,1.63 [1.22-2.17],0.0008318784504312
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ANPEP,Aminopeptidase N,27691,132,1.95 [1.21-3.13],0.0058933257543332
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,27527,132,1.52 [1.16-1.98],0.0021725182245022
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,ATP5PO,"ATP synthase subunit O, mitochondrial",26969,126,1.51 [1.20-1.90],0.0003680412860745
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Diseases of middle ear and mastoid,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,27000,128,1.44 [1.16-1.79],0.0008870188865563
