Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,AKR7L,Aflatoxin B1 aldehyde reductase member 4,21675,80,1.50 [1.21-1.87],0.0002758960210069
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,ATXN3,Ataxin-3,22253,83,0.58 [0.41-0.82],0.0018362729113345
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CCL3,C-C motif chemokine 3,25538,103,1.33 [1.10-1.61],0.0037750427876187
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CENPF,Centromere protein F,21875,80,0.46 [0.29-0.72],0.0006338048833757
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,CRLF1,Cytokine receptor-like factor 1,25706,105,3.15 [1.67-5.94],0.0003944459599902
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,DDI2,Protein DDI1 homolog 2,21817,86,0.70 [0.54-0.91],0.0088938369659534
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FCRL1,Fc receptor-like protein 1,25571,103,1.63 [1.13-2.36],0.0088020882800522
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,FNDC1,Fibronectin type III domain-containing protein 1,22253,83,0.54 [0.35-0.84],0.0063076432052269
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IL10,Interleukin-10,25050,102,1.25 [1.07-1.46],0.0043203245649557
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,IL20RB,Interleukin-20 receptor subunit beta,21675,80,1.79 [1.18-2.72],0.0060245917329539
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,INPP5D,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1",21741,84,0.57 [0.38-0.84],0.0045166560905216
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,LHPP,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase,25622,104,0.66 [0.48-0.89],0.006974129645926
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,MMP15,Matrix metalloproteinase-15,22297,85,1.56 [1.25-1.94],9.962751374829526e-05
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,NAP1L4,Nucleosome assembly protein 1-like 4,22142,82,0.56 [0.36-0.86],0.0081638954445016
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,NXPH3,Neurexophilin-3,21675,80,0.36 [0.19-0.69],0.0018854967628605
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PDGFC,Platelet-derived growth factor C,24971,103,1.86 [1.18-2.92],0.0073391166466219
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PEPD,Xaa-Pro dipeptidase,22303,87,0.37 [0.18-0.76],0.0070697327613422
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PFDN6,Prefoldin subunit 6,21678,80,1.36 [1.10-1.68],0.0041841696144677
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,POF1B,Protein POF1B,21675,80,1.60 [1.15-2.22],0.0053353565678125
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,PSG1,Pregnancy-specific beta-1-glycoprotein 1,25402,105,0.84 [0.74-0.95],0.0052873585924499
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,RBM25,RNA-binding protein 25,21493,78,0.47 [0.29-0.78],0.0033132845336307
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,SEMA3F,Semaphorin-3F,25571,103,2.36 [1.23-4.50],0.0094325868001403
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,SPON2,Spondin-2,25448,103,2.01 [1.26-3.21],0.0035127376075204
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,UHRF2,E3 ubiquitin-protein ligase UHRF2,21603,84,1.72 [1.31-2.27],0.0001209864394439
Chapter XII Diseases of the skin and subcutaneous tissue,Seborrhoeic keratosis,YOD1,Ubiquitin thioesterase OTU1,21603,84,0.64 [0.46-0.89],0.0086392022372585
