Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
VMO1,Vitelline membrane outer layer protein 1 homolog,Lifestyle factors,X1050.Time spend outdoors in summer,50039,0.0125644044295214,0.0182497615054721,-0.0232051281212039,0.0483339369802468,0.491164824129931
VMO1,Vitelline membrane outer layer protein 1 homolog,Lifestyle factors,X1060.Time spent outdoors in winter,47910,-0.024507228062393,0.0200614488768041,-0.063827667860929,0.0148132117361431,0.221871258715964
VMO1,Vitelline membrane outer layer protein 1 homolog,Physical activities,X1070.Time spent watching television (TV),51248,0.0373818675068696,0.0182787215648796,0.00155557323970549,0.0732081617740337,0.0408565520663432
VMO1,Vitelline membrane outer layer protein 1 homolog,Physical activities,X1080.Time spent using computer,47993,-0.0188352505019961,0.0179885881809447,-0.0540928833366477,0.0164223823326555,0.295082308844
VMO1,Vitelline membrane outer layer protein 1 homolog,Physical activities,X1090.Time spent driving,43803,0.00370050753809164,0.0207075868778776,-0.0368863627425485,0.0442873778187318,0.858173405280844
VMO1,Vitelline membrane outer layer protein 1 homolog,Lifestyle factors,X1160.Sleep duration,52032,0.0171317711067731,0.0160981510716218,-0.0144206049936056,0.0486841472071519,0.287246018494933
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35568,-0.0118341741958308,0.0315141631208679,-0.0736019339127318,0.0499335855210702,0.707286845065095
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35568,-0.0286466305785335,0.0302597090990775,-0.0879556604127255,0.0306623992556584,0.343831533242017
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35568,0.0583093414432255,0.033102557147424,-0.00657167056572567,0.123190353452177,0.0782059023806689
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35568,0.0258411374158014,0.0331453535782272,-0.0391237555975239,0.0908060304291267,0.435637187396418
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35568,0.0464579165752369,0.033202886745597,-0.0186197414461333,0.111535574596607,0.161797727122028
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35568,0.0190173667675281,0.0836855760274306,-0.145006362246236,0.183041095781292,0.820238314260104
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35568,0.0724510614117437,0.0874995330133542,-0.0990480232944305,0.243950146117918,0.407692128180334
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,35568,0.0329647612532148,0.0567105141979645,-0.0781878465747957,0.144117369081225,0.561071437395015
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,35568,0.0447369775966691,0.0413707278587054,-0.0363496490063936,0.125823604199732,0.27957439962056
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,35568,0.0412402395356512,0.0270372517117485,-0.0117527738193759,0.0942332528906782,0.127230955457279
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#18.Location of pain during the past week_Upper back,35568,0.00343590545705015,0.0405843576453478,-0.0761094355278316,0.0829812464419319,0.932533695009557
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#19.Location of pain during the past week_Lower back,35568,0.00599355244071718,0.0218957079204602,-0.0369220350833849,0.0489091399648193,0.784299575728085
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,35568,-0.0237493164635833,0.0286546391002259,-0.0799124091000261,0.0324137761728594,0.407241678611422
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,35568,-0.00370496167343827,0.0406757013308013,-0.0834293362818089,0.0760194129349323,0.927427612347842
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,35568,0.00353949226970055,0.0382791413348344,-0.0714876247465748,0.0785666092859759,0.926331265920449
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,35568,0.114563765088753,0.0590193929070578,-0.00111424500907996,0.230241775186587,0.0522876617935272
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,35568,0.00258715762320445,0.0562467617321457,-0.107656495371801,0.11283081061821,0.963314431637334
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#7.Location of pain during the past week_Left hip,35568,0.015312294279564,0.0296236299357556,-0.042750020394517,0.073374608953645,0.605247673105282
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#8.Location of pain during the past week_Right hip,35568,0.0223642889020897,0.028140994126739,-0.0327920595863187,0.0775206373904981,0.426804371137179
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,35568,0.00974950959364798,0.0356171504294402,-0.0600601052480549,0.0795591244353509,0.784300407893437
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120040.Fatigue severity over the past week,35572,0.0490117877035627,0.0319478652162974,-0.0136060281203802,0.111629603527506,0.125050298384772
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120041.Waking unrefreshed severity over the past week,35570,0.0414916208400636,0.0317491237859177,-0.020736661780335,0.103719903460462,0.191307827444906
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120042.Cognitive symptoms severity over the past week,35572,0.04881406302566,0.034175037753098,-0.0181690109704122,0.115797137021732,0.153238879726733
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120098.Mobility problems today,35576,0.0673903552157354,0.0353643436580321,-0.00192375835400753,0.136704468785478,0.0567468056487688
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120099.Self-care problems today,35576,0.0508187879659385,0.0547331409362619,-0.0564581682691349,0.158095744201012,0.353192240419851
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120100.Problems doing usual activities,35576,0.0649676897846186,0.03458311052448,-0.0028152068433623,0.132750586412599,0.0603452578732805
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120101.Pain or discomfort today,35576,0.037327721230361,0.0319115904358382,-0.0252189960238818,0.0998744384846038,0.242156162750857
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120102.Anxiety or depression today,35576,-0.00193890339021272,0.0403674610243659,-0.0810591269979699,0.0771813202175444,0.961692766494742
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120103.Scale to indicate how health is today,35555,-0.00566149645216564,0.00954655845579882,-0.0243727510255313,0.0130497581212,0.553175085941912
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,35551,0.103231652159465,0.0422687334261878,0.0203849346441365,0.186078369674793,0.0146222973642412
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",35541,0.0401926212095857,0.0433417223728107,-0.0447571546411233,0.125142397060295,0.353784006981904
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",35557,0.100192583164885,0.032553965866576,0.0363868100663956,0.163998356263374,0.00209465702894718
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,35556,0.0216664467676689,0.0328730176165423,-0.042764667760754,0.0860975612960917,0.509858525897324
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120108.Poor appetite or overeating over the last two weeks,35567,0.0578014297995546,0.0487692475469137,-0.0377862953923962,0.153389154991505,0.235981632661976
VMO1,Vitelline membrane outer layer protein 1 homolog,Health and medical history,X120109.Feeling bad about self over the last two weeks,35547,-0.00539555027909018,0.0464229554191618,-0.0963845429006473,0.0855934423424669,0.907477176739083
