Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1050.Time spend outdoors in summer,49654,0.0579777539645624,0.0250930924557141,0.00879529275136271,0.107160215177762,0.0208700241402186
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1060.Time spent outdoors in winter,47565,0.0235627944328728,0.0278646734504769,-0.031051965530062,0.0781775543958075,0.397778396795153
VSTM1,V-set and transmembrane domain-containing protein 1,Physical activities,X1070.Time spent watching television (TV),50839,0.069773806354382,0.0257639375362657,0.0192764887833012,0.120271123925463,0.00677031027763926
VSTM1,V-set and transmembrane domain-containing protein 1,Physical activities,X1080.Time spent using computer,47657,-0.0251107636636786,0.0247961169573537,-0.0737111529000919,0.0234896255727346,0.311221835981973
VSTM1,V-set and transmembrane domain-containing protein 1,Physical activities,X1090.Time spent driving,43526,0.0445655270061959,0.0290774822812458,-0.0124263382650459,0.101557392277438,0.12538483475347
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1160.Sleep duration,51611,-0.00290203153142161,0.0222829965879419,-0.0465767048437877,0.0407726417809445,0.896381478756396
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35462,0.029585265466401,0.0235903192738391,-0.0166517603103237,0.0758222912431257,0.209842475458933
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35462,-0.0243598541178248,0.0226547194112898,-0.0687631041639527,0.0200433959283032,0.282296950836041
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35462,-0.00700456910795032,0.0246187761423317,-0.0552573703469205,0.0412482321310199,0.776020221524522
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35462,0.00908438039810116,0.0247010193621237,-0.0393296175516613,0.0574983783478636,0.71305454640979
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35462,0.0248542789990471,0.0247795933786441,-0.0237137240230953,0.0734222820211896,0.31589282664853
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35462,0.0459876943717009,0.0638568247246104,-0.0791716820885356,0.171147070831937,0.471447910263967
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35462,-0.0185974975418139,0.0665198905920471,-0.148976483102226,0.111781488018598,0.779810517471483
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,35462,0.0262633582235687,0.0421695858701236,-0.0563890300818736,0.108915746529011,0.533436431827687
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,35462,0.0158472822299417,0.0311336671388201,-0.0451747053621457,0.0768692698220292,0.610764610253618
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,35462,-0.0222961194748515,0.0202040286481034,-0.0618960156251341,0.0173037766754312,0.269831536098024
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#18.Location of pain during the past week_Upper back,35462,-0.0282904889039611,0.0305407448581164,-0.0881503488258692,0.031569371017947,0.354315605172298
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#19.Location of pain during the past week_Lower back,35462,-0.0194810220078172,0.0163423302186517,-0.0515119892363745,0.0125499452207401,0.233283236582799
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,35462,-0.0261865620898238,0.0214138726873817,-0.068157752557092,0.0157846283774444,0.221421609076786
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,35462,0.0144846915177368,0.030664101071796,-0.0456169465829834,0.0745863296184569,0.63668171691231
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,35462,-0.0298895497603505,0.0287171462608529,-0.0861751564316222,0.0263960569109212,0.297996499332864
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,35462,0.0644157861389856,0.0439133670234537,-0.0216544132269837,0.150485985504955,0.142457964683673
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,35462,0.0388402749961159,0.0421551321656731,-0.0437837840486033,0.121464334040835,0.356895211761161
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#7.Location of pain during the past week_Left hip,35462,0.0302074637542546,0.0222122040149623,-0.0133284561150715,0.0737433836235807,0.173894987768292
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#8.Location of pain during the past week_Right hip,35462,-0.0177312595714155,0.0209371674436996,-0.0587681077610667,0.0233055886182358,0.397094577974463
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,35462,-0.00660535144883849,0.0265059061526705,-0.0585569275080726,0.0453462246103956,0.803211920892476
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120040.Fatigue severity over the past week,35466,0.0256594225390237,0.0432524006052002,-0.0591152826471687,0.110434127725216,0.553036245150028
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120041.Waking unrefreshed severity over the past week,35464,0.0202690738978831,0.0433817046262112,-0.0647590671694908,0.105297214965257,0.640354211082136
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120042.Cognitive symptoms severity over the past week,35466,-0.0392050331414469,0.0462243547533654,-0.129804768458043,0.0513947021751492,0.396388662444087
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120098.Mobility problems today,35470,0.0773202538098119,0.0475771534426321,-0.0159309669377469,0.170571474557371,0.104179749591827
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120099.Self-care problems today,35470,-0.0129179178017416,0.0734735486816291,-0.156926073217735,0.131090237614251,0.860443186596007
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120100.Problems doing usual activities,35470,0.0647309002637658,0.045788680679467,-0.0250149138679896,0.154476714395521,0.157503204758633
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120101.Pain or discomfort today,35470,-0.00132384699912902,0.0431987344283578,-0.0859933664787104,0.0833456724804523,0.975553226953966
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120102.Anxiety or depression today,35470,-0.0569393050379824,0.0554640369412584,-0.165648817442849,0.051770207366884,0.304649077101314
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120103.Scale to indicate how health is today,35450,-0.0120268442233748,0.00713175227671708,-0.0260050786857402,0.00195139023899072,0.091772497403601
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,35446,0.0376470973163194,0.0558596466319961,-0.071837810082393,0.147132004715032,0.50036246674141
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",35437,-0.0252046349599248,0.0588082387516386,-0.140468782913136,0.0900595129932869,0.668236268108892
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,"X120106.Trouble falling or staying asleep, or sleeping too much over the last two weeks",35451,-0.0314190568325009,0.043921602289701,-0.117505397320315,0.0546672836553131,0.474423175845951
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120107.Feeling tired or having little energy over the last two weeks,35450,0.0500484921537828,0.0448231649596707,-0.0378049111671718,0.137901895474737,0.264218345102948
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120108.Poor appetite or overeating over the last two weeks,35462,-0.0270083981732893,0.0657169656559223,-0.155813650858897,0.101796854512318,0.681100811938264
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120109.Feeling bad about self over the last two weeks,35442,0.0283161870350541,0.0628856339455755,-0.0949396554982739,0.151572029568382,0.652523684139001
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120110.Trouble concentrating over the last two weeks,35454,0.0115876200066063,0.0623375737069967,-0.110594024459107,0.13376926447232,0.852540968593176
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120111.Moving or speaking slower or faster than usual over the last two weeks,35453,0.0807023674598258,0.0843784251967405,-0.0846793459257856,0.246084080845437,0.338890128467148
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X120112.Thoughts of being better off dead or of hurting self over the last two weeks,35435,0.0193530602319505,0.131014768248656,-0.237435885535416,0.276142005999317,0.88257117899229
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,"X120113.Level of difficultly depression has made to do work, take care of things at home, or get along with other people",33344,-0.0289076532828601,0.0618381772379834,-0.150110480669308,0.0922951741035874,0.640186349953661
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1269.Exposure to tobacco smoke at home,49849,0.0463242555148768,0.0557675128333201,-0.0629800696384305,0.155628580668184,0.406171143076696
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1279.Exposure to tobacco smoke outside home,48086,0.0388956447907364,0.0342009913095599,-0.028138298176001,0.105929587757474,0.255441281243302
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1289.Cooked vegetable intake,51170,-0.0522846705176664,0.0236688229950942,-0.0986755635880509,-0.00589377744728184,0.0271842120936772
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1299.Salad  or  raw vegetable intake,50380,-0.0562001444223821,0.0244622618462408,-0.104146177641014,-0.00825411120375011,0.02160439527034
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1309.Fresh fruit intake,51094,-0.00571557108110764,0.0241044846222832,-0.0529603609407827,0.0415292187785674,0.812568628482993
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1319.Dried fruit intake,49923,-0.0654627829752739,0.0242654602300297,-0.113023085026132,-0.0179024809244156,0.00698608204333488
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X134.Number of self-reported cancers,51820,-0.00127133396946396,0.0375469054547905,-0.0748632686608533,0.0723206007219254,0.972989179224131
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X135.Number of self-reported non-cancer illnesses,51821,0.0780406182179647,0.0243735831460485,0.0302683952517097,0.12581284118422,0.00136735654006891
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,"X136.Number of operations, self-reported",51821,0.0520821936974933,0.0234882745418821,0.0060451755954045,0.0981192117995822,0.0266077210101917
VSTM1,V-set and transmembrane domain-containing protein 1,Health and medical history,X137.Number of treatments or medications taken,51821,0.0842742165278726,0.023341774352922,0.0385243387961455,0.1300240942596,0.00030633126063168
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1438.Bread intake,51208,0.00969903770257853,0.00399873017434903,0.00186152656085443,0.0175365488443026,0.0152940619290461
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1458.Cereal intake,50866,0.0301571622330999,0.0231411808409632,-0.015199552215188,0.0755138766813879,0.192526598852391
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1488.Tea intake,51121,0.00680107831968877,0.00388224278543763,-0.000808117539768988,0.0144102741791465,0.0798148543380358
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1498.Coffee intake,50168,-0.0679537046924178,0.023351937042042,-0.11372350129482,-0.0221839080900155,0.00361830066538445
VSTM1,V-set and transmembrane domain-containing protein 1,Diet and food preferences,X1528.Water intake,49987,0.000798284013899577,0.0234938685718902,-0.0452496983870052,0.0468462664148043,0.972894702915992
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1568.Average weekly red wine intake,44640,-0.0723828952549007,0.0266806467640251,-0.12467696291239,-0.0200888275974116,0.00667638230227764
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1578.Average weekly champagne plus white wine intake,44639,-0.0121727822750196,0.02730529040752,-0.0656911514737589,0.0413455869237197,0.655745753686571
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1588.Average weekly beer plus cider intake,44682,-0.0569660658540211,0.0306950850129015,-0.117128432479308,0.00319630077126593,0.0634911727142478
VSTM1,V-set and transmembrane domain-containing protein 1,Lifestyle factors,X1598.Average weekly spirits intake,44618,0.0331129288926462,0.0289958839152523,-0.0237190035812483,0.0899448613665408,0.253477060489862
