Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
SERPINB9,Serpin B9,Lifestyle factors,X1050.Time spend outdoors in summer,49961,0.0244731808723958,0.0381714995907003,-0.0503429583253767,0.0992893200701683,0.521440409618912
SERPINB9,Serpin B9,Lifestyle factors,X1060.Time spent outdoors in winter,47834,0.0051891961500312,0.042221385171865,-0.0775647187868242,0.0879431110868867,0.90218408635865
SERPINB9,Serpin B9,Physical activities,X1070.Time spent watching television (TV),51155,0.0627757823178983,0.0386159655588477,-0.0129115101774431,0.13846307481324,0.104039926404824
SERPINB9,Serpin B9,Physical activities,X1080.Time spent using computer,47912,-0.10208626308212,0.0379431774485919,-0.17645489088136,-0.0277176352828798,0.00714075425441154
SERPINB9,Serpin B9,Physical activities,X1090.Time spent driving,43744,-0.02369032721558,0.0441811109593404,-0.110285304695887,0.0629046502647272,0.591822032081047
SERPINB9,Serpin B9,Lifestyle factors,X1160.Sleep duration,51941,-0.0070852163404278,0.0339335921080878,-0.07359505687228,0.0594246241914244,0.834608948620584
SERPINB9,Serpin B9,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,35545,0.00552758690273916,0.0155373451579331,-0.0249256096068098,0.0359807834122881,0.72203111110785
SERPINB9,Serpin B9,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,35545,-0.00457649346052148,0.0149249650271475,-0.0338294249137306,0.0246764379926876,0.759132444981895
SERPINB9,Serpin B9,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,35545,-0.00705801003243677,0.0163219819384934,-0.0390490946318838,0.0249330745670102,0.665448257477559
SERPINB9,Serpin B9,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,35545,0.0104905002390215,0.0163880371372054,-0.0216300525499011,0.042611053027944,0.522110146379222
SERPINB9,Serpin B9,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,35545,0.00163258975456592,0.0164913071553798,-0.0306903722699785,0.0339555517791104,0.921143785062235
SERPINB9,Serpin B9,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,35545,0.00659145666626967,0.0418763570110834,-0.0754862030754538,0.0886691164079931,0.874932395164676
SERPINB9,Serpin B9,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,35545,0.0318341012757413,0.0432721714763138,-0.0529793548178337,0.116647557369316,0.46195783384976
SERPINB9,Serpin B9,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,35545,0.0207308467996364,0.0278567261998882,-0.0338683365521444,0.0753300301514173,0.456785818588753
SERPINB9,Serpin B9,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,35545,0.00128148610684097,0.0203487250977228,-0.0386020150846957,0.0411649872983776,0.949787409775632
