Protein,Protein_definition,Trait_category,Trait,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NAGA,Alpha-N-acetylgalactosaminidase,Lifestyle factors,X1050.Time spend outdoors in summer,46848,-0.0172060714424577,0.0260904421870512,-0.0683433381290781,0.0339311952441627,0.509597500988476
NAGA,Alpha-N-acetylgalactosaminidase,Lifestyle factors,X1060.Time spent outdoors in winter,45055,-0.00679567660307933,0.0291996160755522,-0.0640269241111616,0.050435570905003,0.8159727467509
NAGA,Alpha-N-acetylgalactosaminidase,Physical activities,X1070.Time spent watching television (TV),47852,0.00772727628710022,0.0264154710158666,-0.0440470469039982,0.0595015994781987,0.769885878325724
NAGA,Alpha-N-acetylgalactosaminidase,Physical activities,X1080.Time spent using computer,45031,-0.0547034434221136,0.0261108250620038,-0.105880660543641,-0.00352622630058626,0.0361825303293001
NAGA,Alpha-N-acetylgalactosaminidase,Physical activities,X1090.Time spent driving,41558,-0.0230951794021838,0.0304759605949003,-0.0828280621681884,0.0366377033638208,0.448575412866195
NAGA,Alpha-N-acetylgalactosaminidase,Lifestyle factors,X1160.Sleep duration,48518,0.00563386131805062,0.0232346477643535,-0.0399060483000822,0.0511737709361835,0.808413362319001
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#0.Location of pain during the past week_None of the given areas,34603,-0.0243559925856698,0.0260065905629014,-0.0753289100889565,0.0266169249176169,0.349041387245018
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#1.Location of pain during the past week_Left shoulder,34603,-0.0148246705773744,0.0248272240424568,-0.0634860297005898,0.0338366885458409,0.55045659998605
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#10.Location of pain during the past week_Upper right leg,34603,-0.0241588393075614,0.0271536761121111,-0.0773800444872991,0.0290623658721762,0.373662335169341
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#11.Location of pain during the past week_Lower left leg,34603,-0.0381047811603531,0.0274170960737329,-0.0918422894648695,0.0156327271441633,0.164641263255967
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#12.Location of pain during the past week_Lower right leg,34603,-0.0109118490493557,0.0274779867242803,-0.0647687030289452,0.0429450049302337,0.691300249937547
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#13.Location of pain during the past week_Left jaw pain,34603,-0.0720577284353792,0.0704523974918063,-0.21014442751932,0.0660289706485612,0.306454761324603
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#14.Location of pain during the past week_Right jaw pain,34603,-0.154133658692618,0.0704557800498629,-0.292226987590349,-0.0160403297948866,0.0287366516788061
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#15.Location of pain during the past week_Chest pain,34603,-0.0438533382602377,0.0482200515275208,-0.138364639254178,0.050657962733703,0.36315740137546
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#16.Location of pain during the past week_Abdomen,34603,-0.000833869300323685,0.0344954176960763,-0.0684448879846332,0.0667771493839858,0.980715238909603
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#17.Location of pain during the past week_Neck pain,34603,-0.0178063130316875,0.0222871581945891,-0.0614891430930823,0.0258765170297072,0.424354796934276
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#18.Location of pain during the past week_Upper back,34603,0.0594870705001934,0.0335264966998364,-0.00622486303148585,0.125199004031873,0.0760648115674029
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#19.Location of pain during the past week_Lower back,34603,0.030739171358228,0.0180570406265091,-0.00465262826972995,0.0661309709861859,0.0887496408400162
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#2.Location of pain during the past week_Right shoulder,34603,-0.00435623799538718,0.0234135319506488,-0.0502467606186589,0.0415342846278845,0.852407491730525
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#3.Location of pain during the past week_Upper left arm,34603,-0.00774930597453475,0.033687624828903,-0.0737770506391846,0.0582784386901151,0.81807388964816
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#4.Location of pain during the past week_Upper right arm,34603,-0.00138578338269006,0.0315883987531341,-0.0632990449388328,0.0605274781734527,0.965009639828097
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#5.Location of pain during the past week_Lower left arm,34603,-0.0398227807894793,0.0480549408041991,-0.134010464765709,0.0543649031867509,0.407314857120198
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#6.Location of pain during the past week_Lower right arm,34603,0.00470490650554836,0.0462835226256942,-0.0860107978408122,0.0954206108519089,0.919035061262233
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#7.Location of pain during the past week_Left hip,34603,-0.00903246287528124,0.0243366795820597,-0.0567323548561183,0.0386674291055558,0.710543277577006
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#8.Location of pain during the past week_Right hip,34603,-0.0119909645661882,0.0231558555612415,-0.0573764414662217,0.0333945123338452,0.604593004308056
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120039#9.Location of pain during the past week_Upper left leg,34603,-0.0509075284652877,0.0293738755233283,-0.108480324491011,0.00666526756043583,0.0831369160431196
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120040.Fatigue severity over the past week,34609,0.072846220310612,0.045620107325673,-0.016569190047707,0.162261630668931,0.110368507229047
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120041.Waking unrefreshed severity over the past week,34609,-0.00641395677505729,0.0453441459904088,-0.0952884829162586,0.082460569366144,0.887519244746308
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120042.Cognitive symptoms severity over the past week,34608,0.00495055664834203,0.0486225920528659,-0.0903497237752752,0.100250837071959,0.91890651668133
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120098.Mobility problems today,34612,-0.0117074628303116,0.050383005480983,-0.110458153573038,0.087043227912415,0.81625998647408
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120099.Self-care problems today,34612,0.0346190417517259,0.0765675717243029,-0.115453398827908,0.18469148233136,0.651188310559911
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120100.Problems doing usual activities,34612,0.0324804734537895,0.0481660769785624,-0.0619250374241927,0.126885984331772,0.500121839447641
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120101.Pain or discomfort today,34612,0.00436260112555765,0.0445194095511807,-0.0828954415947565,0.0916206438458718,0.921941289166319
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120102.Anxiety or depression today,34612,-0.00762431620966358,0.0576276363276634,-0.120574483411884,0.105325850992557,0.894749453550914
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120103.Scale to indicate how health is today,34593,-0.0113430877999294,0.00790723840130869,-0.0268412750664944,0.00415509946663566,0.151481982209598
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,X120104.Little interest or pleasure in doing things over the last two weeks,34590,0.0266643333088174,0.0587232706098085,-0.0884332770864072,0.141761943704042,0.649798456690369
NAGA,Alpha-N-acetylgalactosaminidase,Health and medical history,"X120105.Feeling down, depressed, or hopeless over the last two weeks",34580,-0.0453821691233539,0.0629359890345914,-0.168736707631153,0.0779723693844452,0.470888807270703
