Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,BSG,Basigin,Inverse variance weighted,8,1.00 [0.62-1.62],0.992958178411459
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,11,1.11 [0.75-1.66],0.591152904028621
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,Inverse variance weighted,11,1.31 [0.96-1.79],0.0870625843263029
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,LMNB2,Lamin-B2,Inverse variance weighted,9,0.68 [0.36-1.30],0.244959442842711
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,AOC3,Membrane primary amine oxidase,Inverse variance weighted,35,0.94 [0.79-1.11],0.451837253278099
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,SCLY,Selenocysteine lyase,Inverse variance weighted,7,0.65 [0.44-0.96],0.0302212706271447
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,ISM1,Isthmin-1,Inverse variance weighted,12,0.95 [0.72-1.27],0.736392943414928
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,FCAR,Immunoglobulin alpha Fc receptor,Inverse variance weighted,36,1.13 [0.99-1.28],0.0787625577401211
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,DDC,Aromatic-L-amino-acid decarboxylase,Inverse variance weighted,15,1.03 [0.82-1.29],0.801779588020067
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,DPP10,Inactive dipeptidyl peptidase 10,Inverse variance weighted,24,0.96 [0.76-1.20],0.696600364191259
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,CD83,CD83 antigen,Inverse variance weighted,19,1.09 [0.79-1.50],0.597837606768788
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,ADH1B,All-trans-retinol dehydrogenase,Inverse variance weighted,4,0.94 [0.69-1.29],0.714935519990981
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,16,1.22 [0.90-1.65],0.19841079818255
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,CR1,Complement receptor type 1,Inverse variance weighted,39,1.04 [0.91-1.19],0.59490111129476
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,0.95 [0.80-1.13],0.590599219282904
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.81 [0.41-1.58],0.527514093109056
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,IGSF3,Immunoglobulin superfamily member 3,Inverse variance weighted,6,0.88 [0.45-1.71],0.699421170924332
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,CCN4,CCN family member 4,Inverse variance weighted,40,0.98 [0.83-1.17],0.845332592589335
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,ANPEP,Aminopeptidase N,Inverse variance weighted,25,1.08 [0.89-1.31],0.434290914201142
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,SERPINA9,Serpin A9,Inverse variance weighted,26,1.00 [0.89-1.13],0.940125919373372
Chapter IX Diseases of the circulatory system,Other other unspecified disorders of the circulatory system,FAP,Prolyl endopeptidase FAP,Inverse variance weighted,13,0.89 [0.68-1.15],0.373235079936925
