Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CXCL16,C-X-C motif chemokine 16,Inverse variance weighted,23,0.77 [0.54-1.10],0.149195731327293
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.15 [0.47-2.81],0.752828860651101
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.63 [0.41-0.97],0.0363461178809889
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,0.71 [0.58-0.87],0.001097381027937
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CD27,CD27 antigen,Inverse variance weighted,18,1.17 [0.76-1.78],0.477375781947165
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,66,1.01 [0.89-1.14],0.90744064867331
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,PRTN3,Myeloblastin,Inverse variance weighted,41,1.05 [0.86-1.28],0.643861725006419
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,Inverse variance weighted,25,0.88 [0.56-1.37],0.563305526212426
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.86 [0.50-1.48],0.595875295894422
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CXCL11,C-X-C motif chemokine 11,Inverse variance weighted,16,1.19 [0.83-1.70],0.354699317347311
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,1.05 [0.64-1.71],0.860732271194652
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,15,1.03 [0.65-1.63],0.885350829478205
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,IL12A_IL12B,Interleukin-12,Inverse variance weighted,57,1.01 [0.85-1.20],0.922797007003746
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,B2M,Beta-2-microglobulin,Inverse variance weighted,7,1.14 [0.16-7.86],0.895618622485874
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CD83,CD83 antigen,Inverse variance weighted,19,1.00 [0.67-1.48],0.99660711370837
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,GOLM2,Protein GOLM2,Inverse variance weighted,14,1.06 [0.75-1.50],0.7460755623165
Chapter XII Diseases of the skin and subcutaneous tissue,Lupus erythematosus,CXCL13,C-X-C motif chemokine 13,Inverse variance weighted,2,4.31 [0.82-22.64],0.0842084543867072
