Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,DPEP2,Dipeptidase 2,Inverse variance weighted,13,1.00 [0.82-1.22],0.999990705366654
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,0.97 [0.79-1.18],0.725241925783151
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,1.04 [0.92-1.18],0.538899485153517
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,FSTL1,Follistatin-related protein 1,Inverse variance weighted,15,0.93 [0.70-1.24],0.626022473734811
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,0.91 [0.62-1.34],0.630744319371504
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,THOP1,Thimet oligopeptidase,Inverse variance weighted,4,0.90 [0.67-1.19],0.443726157371879
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,27,0.97 [0.82-1.14],0.710531360829385
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.75 [0.42-1.32],0.313910607660414
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,PSMG3,Proteasome assembly chaperone 3,Inverse variance weighted,4,1.83 [1.03-3.25],0.039010704207172
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CLEC6A,C-type lectin domain family 6 member A,Inverse variance weighted,13,0.94 [0.69-1.29],0.712899983987094
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,LMNB2,Lamin-B2,Inverse variance weighted,9,1.01 [0.64-1.59],0.978573385690909
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,LGALS1,Galectin-1,Inverse variance weighted,7,0.98 [0.80-1.19],0.820410178573779
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,0.74 [0.57-0.97],0.0285234507072817
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,MMP8,Neutrophil collagenase,Inverse variance weighted,25,1.14 [1.01-1.29],0.03692120677155
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,1.03 [0.90-1.19],0.680336594985648
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,2,1.18 [0.53-2.64],0.690971835484901
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CD300E,CMRF35-like molecule 2,Inverse variance weighted,36,0.89 [0.78-1.02],0.0926299198309189
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.16 [0.79-1.70],0.447936992386655
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CTSL,Cathepsin L1,Inverse variance weighted,29,0.87 [0.69-1.09],0.223594535287464
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,9,1.01 [0.46-2.23],0.981873744892709
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CSTB,Cystatin-B,Inverse variance weighted,25,0.87 [0.76-1.00],0.0535271396012498
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,EGFL7,Epidermal growth factor-like protein 7,Inverse variance weighted,30,1.08 [0.91-1.29],0.372880580947261
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,B2M,Beta-2-microglobulin,Inverse variance weighted,7,1.13 [0.68-1.88],0.641771159291158
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,1.00 [0.77-1.29],0.990079839243828
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.94 [0.79-1.12],0.489271550705698
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,0.71 [0.48-1.06],0.0944434286211116
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.02 [0.72-1.44],0.903686714636507
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,DDT,D-dopachrome decarboxylase,Inverse variance weighted,3,0.65 [0.48-0.89],0.0065005277245577
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,0.91 [0.75-1.11],0.3617338989547
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.99 [0.79-1.24],0.953468642921214
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,1.17 [0.78-1.74],0.446693851534951
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,PSAP,Prosaposin,Inverse variance weighted,13,0.93 [0.72-1.20],0.591008507558549
Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Other diseases of blood and blood-forming organs,PGLYRP1,Peptidoglycan recognition protein 1,Inverse variance weighted,24,0.88 [0.73-1.05],0.161170800657261
