Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,PGF,Placenta growth factor,Inverse variance weighted,8,1.20 [1.01-1.42],0.0387575550607634
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,EDN1,Endothelin-1,Inverse variance weighted,3,1.10 [1.00-1.20],0.042338232045178
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.93 [0.82-1.07],0.319122764073448
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.03 [0.87-1.22],0.744017233440754
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,1.01 [0.86-1.18],0.928749041505849
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,1.01 [0.96-1.05],0.756454647200623
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,1.06 [1.00-1.12],0.0350458209575068
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,1.03 [0.75-1.40],0.871175469575146
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.03 [0.97-1.11],0.33927235807389
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,CPM,Carboxypeptidase M,Inverse variance weighted,23,1.06 [0.97-1.16],0.198882099446301
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ITGAV,Integrin alpha-V,Inverse variance weighted,14,0.94 [0.85-1.05],0.283620391043575
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,PRSS8,Prostasin,Inverse variance weighted,19,1.13 [1.00-1.28],0.0590209566573398
"Chapter IV Endocrine, nutritional and metabolic diseases",Obesity,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,11,1.06 [0.89-1.26],0.498717806710055
