Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,46,0.92 [0.87-0.97],0.0031610716692628
Chapter IX Diseases of the circulatory system,Venous thromboembolism,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.11 [0.90-1.37],0.311956304183387
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ATRAID,All-trans retinoic acid-induced differentiation factor,Inverse variance weighted,17,0.98 [0.92-1.04],0.524708753129413
Chapter IX Diseases of the circulatory system,Venous thromboembolism,RNASET2,Ribonuclease T2,Inverse variance weighted,25,0.99 [0.95-1.03],0.736272792162536
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CD55,Complement decay-accelerating factor,Inverse variance weighted,27,1.00 [0.96-1.04],0.990405555256704
Chapter IX Diseases of the circulatory system,Venous thromboembolism,GAST,Gastrin,Inverse variance weighted,9,0.97 [0.86-1.09],0.588536660967927
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.94 [0.84-1.05],0.24744620194684
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CD27,CD27 antigen,Inverse variance weighted,18,0.97 [0.91-1.03],0.321144093055479
Chapter IX Diseases of the circulatory system,Venous thromboembolism,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,1.03 [0.85-1.26],0.752722123815611
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.01 [0.96-1.06],0.740855305610804
Chapter IX Diseases of the circulatory system,Venous thromboembolism,IL6,Interleukin-6,Inverse variance weighted,6,1.07 [0.98-1.17],0.1296399360779
Chapter IX Diseases of the circulatory system,Venous thromboembolism,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.35 [1.11-1.65],0.0033367623689165
Chapter IX Diseases of the circulatory system,Venous thromboembolism,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,12,1.05 [0.96-1.14],0.279597353666472
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,24,1.07 [0.98-1.16],0.123318082293054
Chapter IX Diseases of the circulatory system,Venous thromboembolism,IL17C,Interleukin-17C,Inverse variance weighted,8,0.92 [0.81-1.04],0.165695116283502
Chapter IX Diseases of the circulatory system,Venous thromboembolism,AMBP,Protein AMBP,Inverse variance weighted,5,1.07 [0.93-1.23],0.355220409641307
Chapter IX Diseases of the circulatory system,Venous thromboembolism,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.16 [1.01-1.32],0.0304011511964209
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Inverse variance weighted,21,1.08 [0.95-1.22],0.250734199702443
Chapter IX Diseases of the circulatory system,Venous thromboembolism,PODXL2,Podocalyxin-like protein 2,Inverse variance weighted,23,0.98 [0.93-1.03],0.442370257139416
Chapter IX Diseases of the circulatory system,Venous thromboembolism,IL15,Interleukin-15,Inverse variance weighted,35,0.95 [0.89-1.02],0.159091951609681
Chapter IX Diseases of the circulatory system,Venous thromboembolism,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,0.98 [0.93-1.04],0.577794649331346
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,1.02 [0.94-1.10],0.698213343429825
Chapter IX Diseases of the circulatory system,Venous thromboembolism,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,0.84 [0.66-1.07],0.169502618241909
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,1.22 [0.82-1.81],0.32228643283603
Chapter IX Diseases of the circulatory system,Venous thromboembolism,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,1.11 [0.97-1.27],0.140265507530834
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,0.99 [0.83-1.18],0.888314364607133
Chapter IX Diseases of the circulatory system,Venous thromboembolism,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,1.04 [0.93-1.16],0.515279675014865
Chapter IX Diseases of the circulatory system,Venous thromboembolism,DRAXIN,Draxin,Inverse variance weighted,38,1.04 [0.99-1.11],0.142131972301188
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,1.02 [0.95-1.09],0.558797292744916
Chapter IX Diseases of the circulatory system,Venous thromboembolism,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,1.01 [0.93-1.08],0.883542793184134
Chapter IX Diseases of the circulatory system,Venous thromboembolism,SEMA3F,Semaphorin-3F,Inverse variance weighted,46,1.08 [1.02-1.15],0.0125336167040255
Chapter IX Diseases of the circulatory system,Venous thromboembolism,CCN3,CCN family member 3,Inverse variance weighted,20,1.01 [0.95-1.07],0.785363975182739
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.09 [0.96-1.24],0.206654936513709
Chapter IX Diseases of the circulatory system,Venous thromboembolism,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.01 [0.97-1.06],0.527809821177437
Chapter IX Diseases of the circulatory system,Venous thromboembolism,GOLM2,Protein GOLM2,Inverse variance weighted,14,1.07 [0.92-1.25],0.368344670268493
Chapter IX Diseases of the circulatory system,Venous thromboembolism,ACAN,Aggrecan core protein,Inverse variance weighted,33,0.98 [0.91-1.06],0.669657413617329
Chapter IX Diseases of the circulatory system,Venous thromboembolism,DLL1,Delta-like protein 1,Inverse variance weighted,13,1.05 [0.93-1.18],0.457834626357289
Chapter IX Diseases of the circulatory system,Venous thromboembolism,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,31,1.03 [0.98-1.08],0.257340141522913
