Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,ERBB3,Receptor tyrosine-protein kinase erbB-3,Inverse variance weighted,17,0.98 [0.87-1.11],0.768995965951131
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,27,1.09 [0.99-1.20],0.0785149283594967
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,THBS2,Thrombospondin-2,Inverse variance weighted,33,0.99 [0.92-1.06],0.791520143821474
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Inverse variance weighted,16,0.99 [0.89-1.10],0.901399249010775
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,OCLN,Occludin,Inverse variance weighted,3,1.24 [1.00-1.55],0.0528857718528975
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,FST,Follistatin,Inverse variance weighted,4,1.03 [0.84-1.28],0.755102304312378
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,SMPD1,Sphingomyelin phosphodiesterase,Inverse variance weighted,34,1.01 [0.94-1.09],0.712771054894424
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,35,0.99 [0.92-1.06],0.675951339683452
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,DPP7,Dipeptidyl peptidase 2,Inverse variance weighted,15,1.00 [0.94-1.06],0.986119285249127
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,Inverse variance weighted,4,1.24 [0.89-1.72],0.200746171179399
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,PRSS8,Prostasin,Inverse variance weighted,19,0.89 [0.79-1.00],0.0533272294893403
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.93 [0.86-1.01],0.0666015074675979
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,24,0.98 [0.91-1.06],0.667332094491278
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,GUSB,Beta-glucuronidase,Inverse variance weighted,35,1.01 [0.91-1.11],0.911582135217361
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,TCTN3,Tectonic-3,Inverse variance weighted,53,1.01 [0.96-1.05],0.836413190840311
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,MME,Neprilysin,Inverse variance weighted,49,1.00 [0.93-1.06],0.917557666624643
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,HSD11B1,Corticosteroid 11-beta-dehydrogenase isozyme 1,Inverse variance weighted,14,0.98 [0.85-1.13],0.76894365828669
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,MEGF9,Multiple epidermal growth factor-like domains protein 9,Inverse variance weighted,22,1.03 [0.92-1.14],0.610976632776034
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CLGN,Calmegin,Inverse variance weighted,22,1.01 [0.95-1.07],0.799450935598622
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,SMPDL3A,Acid sphingomyelinase-like phosphodiesterase 3a,Inverse variance weighted,83,1.01 [0.97-1.04],0.633336261582378
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,VWA1,von Willebrand factor A domain-containing protein 1,Inverse variance weighted,12,1.03 [0.98-1.08],0.300078049924073
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,RTN4R,Reticulon-4 receptor,Inverse variance weighted,26,1.04 [0.97-1.11],0.29019071140831
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CREG1,Protein CREG1,Inverse variance weighted,24,0.99 [0.94-1.05],0.828680790344114
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CHCHD6,MICOS complex subunit MIC25,Inverse variance weighted,4,1.05 [0.90-1.22],0.541524172410415
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,40,1.04 [0.96-1.12],0.341366406213207
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,TPP1,Tripeptidyl-peptidase 1,Inverse variance weighted,18,0.92 [0.80-1.05],0.233974095223831
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,SERPING1,Plasma protease C1 inhibitor,Inverse variance weighted,31,1.01 [0.92-1.11],0.826218592422746
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,IGSF9,Protein turtle homolog A,Inverse variance weighted,12,1.01 [0.87-1.18],0.907141187593221
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,CD14,Monocyte differentiation antigen CD14,Inverse variance weighted,17,1.04 [0.94-1.16],0.432099495382739
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.03 [0.97-1.08],0.341725468539453
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,ADGRD1,Adhesion G-protein coupled receptor D1,Inverse variance weighted,36,1.02 [0.96-1.08],0.538909199886754
"Chapter IV Endocrine, nutritional and metabolic diseases",Acute alcohol intoxication,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.96 [0.85-1.09],0.555813476854552
